hafta	hafta+Noun+A3sg+Pnon+Nom
azmanı	azman+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
kavisle	kavis+Noun+A3sg+Pnon+Ins
dolanmayı	dola+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
çayıra	çayır+Noun+A3sg+Pnon+Dat
atlatmayı	atla+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
hilelerinden	hile+Noun+A3pl+P3sg+Abl
takla	tak+Noun+A3sg+Pnon+Ins
doğrulmak	doğrul+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
çakılları	çakıl+Noun+A3pl+P3sg+Nom
düzlükte	düz+Adj^DB+Noun+Ness+A3sg+Pnon+Loc
gemi	gem+Noun+A3sg+Pnon+Acc
gölge	gölge+Noun+A3sg+Pnon+Nom
zorlanmadan	zorla+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
yaklaştığını	yaklaş+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
tazı	tazı+Noun+A3sg+Pnon+Nom
kurtulmak	kurtul+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
dikildiğinde	dik+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
kırış	kır+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
gırtlağını	gırtlak+Noun+A3sg+P3sg+Acc
yarışı	yarış+Noun+A3sg+Pnon+Acc
çapulcu	çapulcu+Noun+A3sg+Pnon+Nom
yaratığa	yaratık+Noun+A3sg+Pnon+Dat
okşamaları	okşa+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom
kutbundan	kutup+Noun+A3sg+P3sg+Abl
yeltenmemesi	yelten+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
geçmiş	geçmiş+Noun+A3sg+Pnon+Nom
korkak	korkak+Noun+A3sg+Pnon+Nom
gezdirmekle	gez+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
hata	hata+Noun+A3sg+Pnon+Nom
topuklarından	topuk+Noun+A3pl+P3pl+Abl
uzanmakta	uza+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc
homurtusuna	homurtu+Noun+A3sg+P3sg+Dat
kozlarını	koz+Noun+A3pl+P3sg+Acc
dalaşmadan	dalaş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
kanıtlamak	kanıtla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
pusuya	pusu+Noun+A3sg+Pnon+Dat
gözlemeye	gözle+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
yaradılış	yaradılış+Noun+A3sg+Pnon+Nom
çevresine	çevre+Noun+A3sg+P3sg+Dat
alışabilme	alış+Verb+Pos^DB+Verb+Able^DB+Noun+Inf2+A3sg+Pnon+Nom
yaratılışından	yara+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf3+A3sg+P3sg+Abl
yolculuk	yolculuk+Noun+A3sg+Pnon+Nom
çiftlik	çiftlik+Noun+A3sg+Pnon+Nom
mekanına	mekan+Noun+A3sg+P3sg+Dat
eğmeleri	eğ+Verb+Pos^DB+Noun+Inf2+A3pl+P3pl+Nom
sataşmamayı	sataş+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Acc
dersi	ders+Noun+A3sg+Pnon+Acc
ahırın	ahır+Noun+A3sg+Pnon+Gen
cinsten	cins+Noun+A3sg+Pnon+Abl
öç	öç+Noun+A3sg+Pnon+Nom
hiçe	hiç+Noun+A3sg+Pnon+Dat
olanak	olanak+Noun+A3sg+Pnon+Nom
zindan	zindan+Noun+A3sg+Pnon+Nom
öncesine	önce+Noun+A3sg+P3sg+Dat
intikamını	intikam+Noun+A3sg+P3sg+Acc
üzmek	üz+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
sinir	sinir+Noun+A3sg+Pnon+Nom
saplamamak	sapla+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
siper	siper+Noun+A3sg+Pnon+Nom
kasıla	kasıl+Adj^DB+Noun+Zero+A3sg+Pnon+Dat
kaptırdığı	kap+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
dayanmak	daya+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
saygınlığını	saygın+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
adet	adet+Noun+A3sg+Pnon+Nom
bireyleri	birey+Noun+A3pl+P3sg+Nom
yatağını	yatak+Noun+A3sg+P3sg+Acc
çadırından	çadır+Noun+A3sg+P3sg+Abl
alaka	alaka+Noun+A3sg+Pnon+Nom
tartmaya	tart+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
şamar	şamar+Noun+A3sg+Pnon+Nom
paylamadan	payla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
azarlamasına	azarla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
falan	falan+Noun+A3sg+Pnon+Nom
katlanabilmek	katla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able^DB+Noun+Inf1+A3sg+Pnon+Nom
ısınmaya	ısın+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
parıltıları	parıltı+Noun+A3pl+Pnon+Acc
belirmeye	belir+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
yargıç	yargıç+Noun+A3sg+Pnon+Nom
yatmaktan	yat+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
iltifatla	iltifat+Noun+A3sg+Pnon+Ins
mırıltı	mırıltı+Noun+A3sg+Pnon+Nom
ikna	ikna+Noun+A3sg+Pnon+Nom
hizmetçi	hizmetçi+Noun+A3sg+Pnon+Nom
yardımcılar	yardımcı+Noun+A3pl+Pnon+Nom
mülkü	mülk+Noun+A3sg+P3sg+Nom
antlaşma	antlaşma+Noun+A3sg+Pnon+Nom
barış	barış+Noun+A3sg+Pnon+Nom
bulaşık	bulaşık+Noun+A3sg+Pnon+Nom
arazisi	arazi+Noun+A3sg+P3sg+Nom
karayoluna	karayolu+Noun+A3sg+P3sg+Dat
çitlerle	çit+Noun+A3pl+Pnon+Ins
ilişkiler	ilişki+Noun+A3pl+Pnon+Nom
kullanımlar	kullanım+Noun+A3pl+Pnon+Nom
dilinden	dil+Noun+A3sg+P3sg+Abl
gözlem	gözlem+Noun+A3sg+Pnon+Nom
uyması	uy+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
eğitiminde	eğitim+Noun+A3sg+P3sg+Loc
faktör	faktör+Noun+A3sg+Pnon+Nom
fiskesi	fiske+Noun+A3sg+P3sg+Nom
dayaklardan	dayak+Noun+A3pl+Pnon+Abl
muameleye	muamele+Noun+A3sg+Pnon+Dat
ihtarlara	ihtar+Noun+A3pl+Pnon+Dat
sözlü	sözlü+Noun+A3sg+Pnon+Nom
uyarısı	uyarı+Noun+A3sg+P3sg+Nom
eğitmek	eğit+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
sertliğine	sert+Adj^DB+Noun+Ness+A3sg+P3sg+Dat
pusula	pusula+Noun+A3sg+Pnon+Nom
tamamı	tamam+Noun+A3sg+P3sg+Nom
av	av+Noun+A3sg+Pnon+Nom
kümesten	kümes+Noun+A3sg+Pnon+Abl
tavukla	tavuk+Noun+A3sg+Pnon+Ins
iştah	iştah+Noun+A3sg+Pnon+Nom
lezzeti	lezzet+Noun+A3sg+P3sg+Nom
civarında	civar+Noun+A3sg+P3sg+Loc
imdadına	imdat+Noun+A3sg+P3sg+Dat
hevesi	heves+Noun+A3sg+P3sg+Nom
kursağında	kursak+Noun+A3sg+P3sg+Loc
silah	silah+Noun+A3sg+Pnon+Nom
kırbaç	kırbaç+Noun+A3sg+Pnon+Nom
sopa	sopa+Noun+A3sg+Pnon+Nom
feryat	feryat+Noun+A3sg+Pnon+Nom
seyis	seyis+Noun+A3sg+Pnon+Nom
ödü	öd+Noun+A3sg+P3sg+Nom
revan	reva+Adj^DB+Noun+Zero+A3sg+P2sg+Nom
müdahale	müdahale+Noun+A3sg+Pnon+Nom
cezalandırmadan	ceza+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
ciddiyetini	ciddiyet+Noun+A3sg+P3sg+Acc
tabanları	taban+Noun+A3pl+P3pl+Nom
dokunmamayı	dokun+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Acc
suçüstü	suçüst+Noun+A3sg+P3sg+Nom
yakalayana	yakala+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Dat
kümesi	küme+Noun+A3sg+P3sg+Nom
tünemeye	tüne+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
odun	odun+Noun+A3sg+Pnon+Nom
ölüsü	ölü+Noun+A3sg+P3sg+Nom
utanma	utan+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
eser	eser+Noun+A3sg+Pnon+Nom
leşlerine	leş+Noun+A3pl+P3sg+Dat
dalmaya	dal+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
anlık	anlık+Noun+A3sg+Pnon+Nom
tatması	tat+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
gökyüzüne	gökyüzü+Noun+A3sg+P3sg+Dat
durgunluk	durgun+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
bucak	bucak+Noun+A3sg+Pnon+Nom
halkının	halk+Noun+A3sg+P3sg+Gen
çoğunluğunun	çoğunluk+Noun+A3sg+P3sg+Gen
yazlıklarına	yazlık+Noun+A3pl+P3pl+Dat
içimde	içim+Noun+A3sg+Pnon+Loc
fırtınalardan	fırtına+Noun+A3pl+Pnon+Abl
rıhtımda	rıhtım+Noun+A3sg+Pnon+Loc
hergün	hergün+Noun+A3sg+Pnon+Nom
sağ	sağ+Noun+A3sg+Pnon+Nom
baston	baston+Noun+A3sg+Pnon+Nom
üzüntü	üzüntü+Noun+A3sg+Pnon+Nom
tanışıklığımız	tanışık+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P1pl+Nom
geçenleri	geçen+Adj^DB+Noun+Zero+A3pl+P3pl+Nom
şükürler	şükür+Noun+A3pl+Pnon+Nom
tamir	tamir+Noun+A3sg+Pnon+Nom
kül	kül+Noun+A3sg+Pnon+Nom
mimar	mimar+Noun+A3sg+Pnon+Nom
hatırını	hatır+Noun+A3sg+P3sg+Acc
sarıya	sarı+Adj^DB+Noun+Zero+A3sg+Pnon+Dat
caniler	cani+Noun+A3pl+Pnon+Nom
boya	boya+Noun+A3sg+Pnon+Nom
demirleri	demir+Noun+A3pl+P3sg+Nom
pervazlarına	pervaz+Noun+A3pl+P3sg+Dat
semte	semt+Noun+A3sg+Pnon+Dat
uğramaya	uğra+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
duvarlar	duvar+Noun+A3pl+Pnon+Nom
örümcek	örümcek+Noun+A3sg+Pnon+Nom
iskemlenin	iskemle+Noun+A3sg+Pnon+Gen
çileden	çile+Noun+A3sg+Pnon+Abl
boşu	boş+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
kadıncağız	kadıncağız+Noun+A3sg+Pnon+Nom
hazırlıklarını	hazırlık+Noun+A3pl+P3pl+Acc
tıklattıktan	tıkla+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
çiçekçiye	çiçekçi+Noun+A3sg+Pnon+Dat
seslendiğinde	sesle+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
süslemek	süsle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
giysi	giysi+Noun+A3sg+Pnon+Nom
kente	kent+Noun+A3sg+Pnon+Dat
alıcı	alıç+Noun+A3sg+Pnon+Acc
kılıklarıyla	kılık+Noun+A3sg+P3pl+Ins
belil	belil+Noun+A3sg+Pnon+Nom
kervanlarına	kervan+Noun+A3pl+P3sg+Dat
tanıma	tanım+Noun+A3sg+Pnon+Dat
statüleri	statü+Noun+A3pl+P3sg+Nom
hengamenin	hengame+Noun+A3sg+Pnon+Gen
boşalacağını	boşal+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
yalnızlaşacağını	yalnız+Adj^DB+Verb+Become+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
bürüneceğini	bürün+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
beyefendinin	beyefendi+Noun+A3sg+Pnon+Gen
çağrısıyla	çağrı+Noun+A3sg+P3sg+Ins
köprüyü	köprü+Noun+A3sg+Pnon+Acc
otların	ot+Noun+A3pl+Pnon+Gen
yorgunluğum	yorgun+Adj^DB+Noun+Ness+A3sg+P1sg+Nom
tebessümlerle	tebessüm+Noun+A3pl+Pnon+Ins
tütmekte	tüt+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc
tükenmek	tüken+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
belirtisi	belirti+Noun+A3sg+P3sg+Nom
bayırlarıyla	bayır+Noun+A3pl+P3sg+Ins
derinden	derin+Adj^DB+Noun+Zero+A3sg+Pnon+Abl
tutku	tutku+Noun+A3sg+Pnon+Nom
körpecik	körpe+Adj^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Noun+Dim+A3sg+Pnon+Nom
sineler	sine+Noun+A3pl+Pnon+Nom
coşkuyla	coşku+Noun+A3sg+Pnon+Ins
failini	fail+Adj^DB+Noun+Zero+A3sg+P3sg+Acc
şaklamasıyla	şakla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Ins
büyü	büyü+Noun+A3sg+Pnon+Nom
solmaya	sol+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
solgunluğuna	solgun+Adj^DB+Noun+Ness+A3sg+P3sg+Dat
ölgünlüğüne	ölgün+Adj^DB+Noun+Ness+A3sg+P3sg+Dat
ışıltılarının	ışıltı+Noun+A3pl+P3sg+Gen
kapayıncaya	kapa+Verb+Pos^DB+Adverb+When^DB+Noun+Zero+A3sg+Pnon+Dat
aldatıcı	aldat+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
gibilerin	gibi+Postp+PCNom^DB+Noun+Zero+A3pl+Pnon+Gen
serüven	serüven+Noun+A3sg+Pnon+Nom
kanalın	kanal+Noun+A3sg+Pnon+Gen
atkı	atkı+Noun+A3sg+Pnon+Nom
istifini	istif+Noun+A3sg+P3sg+Acc
hıçkırık	hıçkırık+Noun+A3sg+Pnon+Nom
romancılarımız	romancı+Noun+A3pl+P1pl+Nom
telaffuz	telaffuz+Noun+A3sg+Pnon+Nom
tereddüt	tereddüt+Noun+A3sg+Pnon+Nom
kaldırıma	kaldırım+Noun+A3sg+Pnon+Dat
yaya	yaya+Noun+A3sg+Pnon+Nom
kaldırımınında	kaldırımının+Noun+A3sg+Pnon+Loc
frak	frak+Noun+A3sg+Pnon+Nom
yetişmesi	yetiş+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
çeviklikle	çevik+Adj^DB+Noun+Ness+A3sg+Pnon+Ins
yukarıya	yukarı+Noun+A3sg+Pnon+Dat
üstünlüğünü	üstün+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
boşlukta	boşluk+Noun+A3sg+Pnon+Loc
minnet	minnet+Noun+A3sg+Pnon+Nom
teşekkürler	teşekkür+Noun+A3pl+Pnon+Nom
böylesi	böyle+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
sezdirmeden	sez+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
gözucuyla	gözucu+Noun+A3sg+Pnon+Ins
kirpikleri	kirpik+Noun+A3pl+P3sg+Nom
kaygı	kaygı+Noun+A3sg+Pnon+Nom
kaçamak	kaçamak+Noun+A3sg+Pnon+Nom
kızardığını	kızar+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
indirdiğini	in+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
gelimi	gelim+Noun+A3sg+P3sg+Nom
alışkanlığım	alışkan+Adj^DB+Noun+Ness+A3sg+P1sg+Nom
çekinmeden	çekin+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
alınganlık	alıngan+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
sıkılgınlık	sıkılgın+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
ötesini	öt+Verb+Pos^DB+Noun+FeelLike+A3sg+P2sg+Acc
sıkılganlığım	sıkılgan+Adj^DB+Noun+Ness+A3sg+P1sg+Nom
çekingenliği	çekingen+Adj^DB+Noun+Ness+A3sg+Pnon+Acc
lütuf	lütuf+Noun+A3sg+Pnon+Nom
beğendirmek	beğen+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kulu	kul+Noun+A3sg+P3sg+Nom
ustalıkla	ustalık+Noun+A3sg+Pnon+Ins
haykırmak	haykır+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
günü	günü+Noun+A3sg+Pnon+Nom
düşlemekle	düşle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
kaleme	kale+Noun+A3sg+P1sg+Dat
tasavvur	tasavvur+Noun+A3sg+Pnon+Nom
sahibelerimi	sahibe+Noun+A3pl+P1sg+Acc
safiyetle	safiyet+Noun+A3sg+Pnon+Ins
içtenlikle	içtenlik+Noun+A3sg+Pnon+Ins
şanına	şan+Noun+A3sg+P3sg+Dat
kovmadan	kov+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
kızkardeş	kızkardeş+Noun+A3sg+Pnon+Nom
eğlendirmeye	eğlen+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
arkadaşlığa	arkadaşlık+Noun+A3sg+Pnon+Dat
mırıldanmak	mırılda+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
hatırlattığım	hatırla+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
kalkıştığım	kalkış+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
daracık	dara+Noun+A3sg+Pnon+Nom^DB+Noun+Dim+A3sg+Pnon+Nom
yeteceğini	yet+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
saniyeler	saniye+Noun+A3pl+Pnon+Nom
nimet	nimet+Noun+A3sg+Pnon+Nom
düşümde	düşüm+Noun+A3sg+Pnon+Loc
buluşmak	buluş+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
tanığı	tanık+Noun+A3sg+P3sg+Nom
aşırılıkta	aşırı+Adj^DB+Noun+Ness+A3sg+Pnon+Loc
kesinkes	kesinkes+Noun+A3sg+Pnon+Nom
net	net+Noun+A3sg+Pnon+Nom
barut	barut+Noun+A3sg+Pnon+Nom
mücadele	mücadele+Noun+A3sg+Pnon+Nom
barkından	bark+Noun+A3sg+P3sg+Abl
yurdumuzdan	yurt+Noun+A3sg+P1pl+Abl
kapaklarını	kapak+Noun+A3pl+P3pl+Acc
pırıltı	pırıltı+Noun+A3sg+Pnon+Nom
büyükanne	büyükanne+Noun+A3sg+Pnon+Nom
herşeyimi	herşey+Noun+A3sg+P1sg+Acc
sobanın	soba+Noun+A3sg+Pnon+Gen
peksimet	peksimet+Noun+A3sg+Pnon+Nom
tavayı	tava+Noun+A3sg+Pnon+Acc
yağın	yağ+Noun+A3sg+Pnon+Gen
müddet	müddet+Noun+A3sg+Pnon+Nom
büyükbaba	büyükbaba+Noun+A3sg+Pnon+Nom
bacağının	bacak+Noun+A3sg+P3sg+Gen
düğmelerini	düğme+Noun+A3pl+P3sg+Acc
iliğe	ilik+Noun+A3sg+Pnon+Dat
pantalon	pantalo+Noun+A3sg+P2sg+Nom
gri	gri+Noun+A3sg+Pnon+Nom
iliklemekten	ilikle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
çamaşırının	çamaşır+Noun+A3sg+P3sg+Gen
uğraştıktan	uğraş+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
askılarının	askı+Noun+A3pl+P3sg+Gen
tokasını	toka+Noun+A3sg+P3sg+Acc
aydınlık	aydın+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
muhalefet	muhalefet+Noun+A3sg+Pnon+Nom
öyküler	öykü+Noun+A3pl+Pnon+Nom
alaycı	alaycı+Noun+A3sg+Pnon+Nom
dini	din+Noun+A3sg+Pnon+Acc
ayinden	ayin+Noun+A3sg+Pnon+Abl
çiftenin	çifte+Adj^DB+Noun+Zero+A3sg+Pnon+Gen
namlusuyla	namlu+Noun+A3sg+P3sg+Ins
santim	santim+Noun+A3sg+Pnon+Nom
ıskalamayla	ıskala+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Ins
böceklere	böcek+Noun+A3pl+Pnon+Dat
işkenceleri	işkence+Noun+A3pl+Pnon+Acc
elbisesini	elbise+Noun+A3sg+P3sg+Acc
rahatlıkla	rahat+Adj^DB+Noun+Ness+A3sg+Pnon+Ins
harp	harp+Noun+A3sg+Pnon+Nom
narasını	nara+Noun+A3sg+P3sg+Acc
bilmiyenler	bilmiyen+Noun+A3pl+Pnon+Nom
tatmin	tatmin+Noun+A3sg+Pnon+Nom
garipliğin	garip+Adj^DB+Noun+Ness+A3sg+Pnon+Gen
birşey	birşey+Noun+A3sg+Pnon+Nom
kalçalarının	kalça+Noun+A3pl+P3sg+Gen
genişlemesi	genişle+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
forsepsi	forseps+Noun+A3sg+P3sg+Nom
ebe	ebe+Noun+A3sg+Pnon+Nom
ayrık	ayrık+Noun+A3sg+Pnon+Nom
okur	okur+Noun+A3sg+Pnon+Nom
muhtaç	muhtaç+Noun+A3sg+Pnon+Nom
hınzırlığın	hınzır+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Gen
habercisi	haberci+Noun+A3sg+P3sg+Nom
hapsi	hapis+Noun+A3sg+P3sg+Nom
hırsız	hırsız+Noun+A3sg+Pnon+Nom
herif	herif+Noun+A3sg+Pnon+Nom
hapishanenin	hapishane+Noun+A3sg+Pnon+Gen
parmaklıklarını	parmaklık+Noun+A3pl+P3pl+Acc
boğa	boğa+Noun+A3sg+Pnon+Nom
karnım	karın+Noun+A3sg+P1sg+Nom
sallamakla	salla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
durağı	durak+Noun+A3sg+P3sg+Nom
kamyonu	kamyon+Noun+A3sg+Pnon+Acc
öksürtmeye	öksür+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
pisliğe	pis+Adj^DB+Noun+Ness+A3sg+Pnon+Dat
salça	salça+Noun+A3sg+Pnon+Nom
kasesinin	kase+Noun+A3sg+P3sg+Gen
sinekleri	sinek+Noun+A3pl+P3sg+Nom
daikka	daikka+Noun+A3sg+Pnon+Nom
deposunun	depo+Noun+A3sg+P3sg+Gen
etmeni	etmen+Noun+A3sg+P3sg+Nom
mutfağa	mutfak+Noun+A3sg+Pnon+Dat
sakinliğini	sakin+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
kahvaltıya	kahvaltı+Noun+A3sg+Pnon+Dat
vaz	vaz+Noun+A3sg+Pnon+Nom
gidi	gidi+Noun+A3sg+Pnon+Nom
keçi	keçi+Noun+A3sg+Pnon+Nom
göbeğinin	göbek+Noun+A3sg+P3sg+Gen
suretle	suret+Noun+A3sg+Pnon+Ins
yakarış	yakar+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
hakikati	hakikat+Noun+A3sg+P3sg+Nom
çöllere	çöl+Noun+A3pl+Pnon+Dat
dertler	dert+Noun+A3pl+Pnon+Nom
neticeye	netice+Noun+A3sg+Pnon+Dat
min	mi+Noun+A3sg+P2sg+Nom
fasılalarına	fasıla+Noun+A3pl+P3sg+Dat
benzediğimi	benze+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
yiyecek	yiyecek+Noun+A3sg+Pnon+Nom
giyecek	giyecek+Noun+A3sg+Pnon+Nom
bütünlük	bütün+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
lokmayı	lokma+Noun+A3sg+Pnon+Acc
teptiği	tep+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
kaldırmaları	kaldır+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom
minnettarım	minnettar+Noun+A3sg+P1sg+Nom
mevcut	mevcut+Noun+A3sg+Pnon+Nom
ezilişi	ez+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf3+A3sg+P3sg+Nom
köpürtüsü	köpürtü+Noun+A3sg+P3sg+Nom
yudumunu	yudum+Noun+A3sg+P3sg+Acc
karyolaları	karyola+Noun+A3pl+Pnon+Acc
pervane	pervane+Noun+A3sg+Pnon+Nom
pulluğu	pul+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Acc
tahtasından	tahta+Noun+A3sg+P3sg+Abl
motorun	motor+Noun+A3sg+Pnon+Gen
teke	teke+Noun+A3sg+Pnon+Nom
sevine	sevi+Noun+A3sg+P2sg+Dat
açıkhava	açıkhava+Noun+A3sg+Pnon+Nom
serseri	serseri+Noun+A3sg+Pnon+Nom
üzüm	üzüm+Noun+A3sg+Pnon+Nom
sepet	sepet+Noun+A3sg+Pnon+Nom
dolusu	dolu+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
bebek	bebek+Noun+A3sg+Pnon+Nom
batıya	batı+Noun+A3sg+Pnon+Dat
mil	mil+Noun+A3sg+Pnon+Nom
çapalamaya	çapala+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
süpapları	süpap+Noun+A3pl+Pnon+Acc
lastikler	lastik+Noun+A3pl+Pnon+Nom
şoseye	şose+Noun+A3sg+Pnon+Dat
bezi	bez+Noun+A3sg+P3sg+Nom
tel	tel+Noun+A3sg+Pnon+Nom
kafesin	kafes+Noun+A3sg+Pnon+Gen
yaygarayı	yaygara+Noun+A3sg+Pnon+Acc
tozların	toz+Noun+A3pl+Pnon+Gen
inceden	ince+Adj^DB+Noun+Zero+A3sg+Pnon+Abl
tetkik	tetkik+Noun+A3sg+Pnon+Nom
kasket	kasket+Noun+A3sg+Pnon+Nom
ayakkabılar	ayakkabı+Noun+A3pl+Pnon+Nom
alnını	alın+Noun+A3sg+P3sg+Acc
güneşliğini	güneşlik+Noun+A3sg+P3sg+Acc
tasdik	tasdik+Noun+A3sg+Pnon+Nom
kuyruğunu	kuyruk+Noun+A3sg+P3sg+Acc
horoz	horoz+Noun+A3sg+Pnon+Nom
kabara	kabara+Noun+A3sg+Pnon+Nom
ağabeyi	ağabey+Noun+A3sg+P3sg+Nom
yaşıtları	yaşıt+Noun+A3pl+P3sg+Nom
kürekle	kürek+Noun+A3sg+Pnon+Ins
külhanbeyi	külhanbeyi+Noun+A3sg+P3sg+Nom
sırık	sırık+Noun+A3sg+Pnon+Nom
fasulyası	fasulya+Noun+A3sg+P3sg+Nom
sıkması	sık+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
karşılamak	karşıla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kaynaşma	kaynaş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
