hafta	hafta+Noun+A3sg+Pnon+Nom
canını	can+Noun+A3sg+P3sg+Acc
arzusu	arzu+Noun+A3sg+P3sg+Nom
yaptığının	yap+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Gen
hanımlarına	hanım+Noun+A3pl+P3sg+Dat
jandarma	jandarma+Noun+A3sg+Pnon+Nom
komiserinin	komiser+Noun+A3sg+P3sg+Gen
hizmetine	hizmet+Noun+A3sg+P3sg+Dat
aydan	ay+Noun+A3sg+Pnon+Abl
ellisini	elli+Num+Card^DB+Noun+Zero+A3sg+P3sg+Acc
sarkıntılığa	sarkıntı+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Dat
ipin	ip+Noun+A3sg+Pnon+Gen
saygısızlık	saygı+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom
ilerlediği	ilerle+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
bulmasına	bul+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
ebelik	ebe+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
lohusa	lohusa+Noun+A3sg+Pnon+Nom
bakımevine	bakımevi+Noun+A3sg+P3sg+Dat
söylediğine	söyle+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Dat
tüketmek	tüket+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
memuru	memur+Noun+A3sg+P3sg+Nom
komiseri	komiser+Noun+A3sg+P3sg+Nom
çamaşırhane	çamaşırhane+Noun+A3sg+Pnon+Nom
çocuklarıyla	çocuk+Noun+A3pl+P3sg+Ins
herife	herif+Noun+A3sg+Pnon+Dat
harçlık	harçlık+Noun+A3sg+Pnon+Nom
çalış	çal+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
idarehanelerini	idarehane+Noun+A3pl+P3sg+Acc
hizmetçilik	hizmetçi+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
lisenin	lise+Noun+A3sg+Pnon+Gen
sınıfında	sınıf+Noun+A3sg+P3sg+Loc
idarehanesine	idarehane+Noun+A3sg+P3sg+Dat
yüzükle	yüzük+Noun+A3sg+Pnon+Ins
bilezikle	bilezik+Noun+A3sg+Pnon+Ins
şişmanca	şişman+Noun+A3sg+Pnon+Equ
hanıma	hanım+Noun+A3sg+Pnon+Dat
adrese	adres+Noun+A3sg+Pnon+Dat
pastalar	pasta+Noun+A3pl+Pnon+Nom
hizmetçilerden	hizmetçi+Noun+A3pl+Pnon+Abl
şakalaşmaya	şakalaş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
karşılığında	karşılık+Noun+A3sg+P3sg+Loc
kurdele	kurdele+Noun+A3sg+Pnon+Nom
apartman	apartman+Noun+A3sg+Pnon+Nom
apartmanda	apartman+Noun+A3sg+Pnon+Loc
komşularından	komşu+Noun+A3pl+P3pl+Abl
memura	memur+Noun+A3sg+Pnon+Dat
yazara	yazar+Noun+A3sg+Pnon+Dat
ilişkisini	ilişki+Noun+A3sg+P3sg+Acc
oturmasına	otur+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
oturablimen	oturablime+Noun+A3sg+P2sg+Nom
vesika	vesika+Noun+A3sg+Pnon+Nom
muayenesinden	muayene+Noun+A3sg+P3sg+Abl
geçmen	geçme+Adj^DB+Noun+Zero+A3sg+P2sg+Nom
genelevler	genelev+Noun+A3pl+Pnon+Nom
bulmakla	bul+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
muhabbet	muhabbet+Noun+A3sg+Pnon+Nom
tellalı	tellal+Noun+A3sg+P3sg+Nom
içtiğinde	iç+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
dertlerini	dert+Noun+A3pl+P3sg+Acc
unuttuğunu	unut+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
teyzesini	teyze+Noun+A3sg+P3sg+Acc
ettikten	et+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
genelevlerden	genelev+Noun+A3pl+Pnon+Abl
girmesini	gir+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
taktirde	taktir+Noun+A3sg+Pnon+Loc
kazanacağını	kazan+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
seçmek	seç+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
sarkıntılıklarına	sarkıntı+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3pl+P3sg+Dat
genelevde	genelev+Noun+A3sg+Pnon+Loc
prensten	prens+Noun+A3sg+Pnon+Abl
memurdan	memur+Noun+A3sg+Pnon+Abl
kararında	karar+Noun+A3sg+P3sg+Loc
kadifeden	kadife+Noun+A3sg+Pnon+Abl
ipekliden	ipek+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+Pnon+Abl
elbiseleri	elbise+Noun+A3pl+P3sg+Nom
sarısı	sarı+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
dekolte	dekolte+Noun+A3sg+Pnon+Nom
elbiseyle	elbise+Noun+A3sg+Pnon+Ins
nüfus	nüfus+Noun+A3sg+Pnon+Nom
kağıdını	kağıt+Noun+A3sg+P3sg+Acc
genelevi	genelev+Noun+A3sg+P3sg+Nom
andan	an+Noun+A3sg+Pnon+Abl
vatandaşların	vatandaş+Noun+A3pl+Pnon+Gen
rahatı	rahat+Noun+A3sg+P3sg+Nom
devletin	devlet+Noun+A3sg+Pnon+Gen
himayesinde	himaye+Noun+A3sg+P3sg+Loc
vaktinden	vakit+Noun+A3sg+P3sg+Abl
ölmesi	öl+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
meselesi	mesele+Noun+A3sg+P3sg+Nom
aleminden	alem+Noun+A3sg+P3sg+Abl
ayılmak	ay+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
madensuyu	madensuyu+Noun+A3sg+P3sg+Nom
robdöşambrla	robdöşambr+Noun+A3sg+Pnon+Ins
banyo	banyo+Noun+A3sg+Pnon+Nom
vücutlarına	vücut+Noun+A3pl+P3sg+Dat
krem	krem+Noun+A3sg+Pnon+Nom
makyajlarını	makyaj+Noun+A3pl+P3sg+Acc
yaptıktan	yap+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
tatlılar	tat+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3pl+Pnon+Nom
müşteriler	müşteri+Noun+A3pl+Pnon+Nom
çalgı	çalgı+Noun+A3sg+Pnon+Nom
faslı	fasıl+Noun+A3sg+Pnon+Acc
yaşlılar	yaş+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3pl+Pnon+Nom
bekarlar	bekar+Noun+A3pl+Pnon+Nom
evliler	evli+Adj^DB+Noun+Zero+A3pl+Pnon+Nom
tacirler	tacir+Noun+A3pl+Pnon+Nom
zenginler	zengin+Adj^DB+Noun+Zero+A3pl+Pnon+Nom
yoksullar	yoksul+Noun+A3pl+Pnon+Nom
hastalar	hasta+Noun+A3pl+Pnon+Nom
sarhoşlar	sarhoş+Noun+A3pl+Pnon+Nom
üniversiteliler	üniversite+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3pl+Pnon+Nom
liseliler	lise+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3pl+Pnon+Nom
rezilliğin	rezil+Adj^DB+Noun+Ness+A3sg+Pnon+Gen
ortam	ortam+Noun+A3sg+Pnon+Nom
şafak	şafak+Noun+A3sg+Pnon+Nom
sökünceye	sök+Verb+Pos^DB+Adverb+When^DB+Noun+Zero+A3sg+Pnon+Dat
sözde	söz+Noun+A3sg+Pnon+Loc
biribirinin	biribiri+Noun+A3sg+Pnon+Gen
dairesine	daire+Noun+A3sg+P3sg+Dat
karakola	karakol+Noun+A3sg+Pnon+Dat
memurları	memur+Noun+A3pl+P3sg+Nom
hekimler	hekim+Noun+A3pl+Pnon+Nom
muayeneye	muayene+Noun+A3sg+Pnon+Dat
şakalar	şaka+Noun+A3pl+Pnon+Nom
davranışlarla	davran+Verb+Pos^DB+Noun+Inf3+A3pl+Pnon+Ins
hemcinsleriyle	hemcins+Adj^DB+Noun+Zero+A3pl+P3sg+Ins
günahlara	günah+Noun+A3pl+Pnon+Dat
yenilerini	yeni+Adj^DB+Noun+Zero+A3pl+P3sg+Acc
hastanede	hastane+Noun+A3sg+Pnon+Loc
hatadan	hata+Noun+A3sg+Pnon+Abl
cezaevine	cezaevi+Noun+A3sg+P3sg+Dat
katillerle	katil+Noun+A3pl+Pnon+Ins
hırsızlarla	hır+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Zero+A3pl+Pnon+Ins
muhafızlarla	muhafız+Noun+A3pl+Pnon+Ins
kuştüyü	kuştüyü+Noun+A3sg+P3sg+Nom
kızıyla	kız+Noun+A3sg+P3sg+Ins
tabakasından	tabaka+Noun+A3sg+P3sg+Abl
yakmaya	yak+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
karyoladan	karyola+Noun+A3sg+Pnon+Abl
terliklerini	terlik+Noun+A3pl+P3pl+Acc
hırkayı	hırka+Noun+A3sg+Pnon+Acc
kolonya	kolonya+Noun+A3sg+Pnon+Nom
briyantin	briyantin+Noun+A3sg+Pnon+Nom
lavanta	lavanta+Noun+A3sg+Pnon+Nom
kokularının	koku+Noun+A3pl+P3sg+Gen
karışımından	karışım+Noun+A3sg+P3sg+Abl
kokunun	koku+Noun+A3sg+Pnon+Gen
tozla	toz+Noun+A3sg+Pnon+Ins
ağızını	ağız+Noun+A3sg+P3sg+Acc
havluyla	havlu+Noun+A3sg+Pnon+Ins
fırça	fırça+Noun+A3sg+Pnon+Nom
tırnaklarını	tırnak+Noun+A3pl+P3sg+Acc
duşa	duş+Noun+A3sg+Pnon+Dat
çamaşırlar	çamaşır+Noun+A3pl+Pnon+Nom
seyrelmeye	seyrel+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
sakalını	sakal+Noun+A3sg+P3sg+Acc
boyunbağı	boyunbağı+Noun+A3sg+P3sg+Nom
düğmesi	düğme+Noun+A3sg+P3sg+Nom
seçmekten	seç+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
büfe	büfe+Noun+A3sg+Pnon+Nom
gerektiğinde	gerek+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
markalarını	marka+Noun+A3pl+P3sg+Acc
örtü	örtü+Noun+A3sg+Pnon+Nom
kahvelikle	kahve+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Ins
şekerlik	şeker+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
kavanozda	kavanoz+Noun+A3sg+Pnon+Loc
gevrekler	gevrek+Adj^DB+Noun+Zero+A3pl+Pnon+Nom
francalar	franca+Noun+A3pl+Pnon+Nom
bisküviler	bisküvi+Noun+A3pl+Pnon+Nom
dergisinin	dergi+Noun+A3sg+P3sg+Gen
mektupları	mektup+Noun+A3pl+Pnon+Acc
matem	matem+Noun+A3sg+Pnon+Nom
kahyası	kahya+Noun+A3sg+P3sg+Nom
prensesle	prenses+Noun+A3sg+Pnon+Ins
yılını	yıl+Noun+A3sg+P3sg+Acc
ülkelerde	ülke+Noun+A3pl+Pnon+Loc
küçüklüğünü	küçük+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
yaştan	yaş+Noun+A3sg+Pnon+Abl
sabahlar	sabah+Noun+A3pl+Pnon+Nom
kızından	kız+Noun+A3sg+P3sg+Abl
gülümseyişle	gülümse+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Ins
prensesten	prenses+Noun+A3sg+Pnon+Abl
manasında	mana+Noun+A3sg+P3sg+Loc
gülüşüyle	gül+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Ins
hoşnutsuzluk	hoşnutsuz+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
vazifesini	vazife+Noun+A3sg+P3sg+Acc
jüri	jüri+Noun+A3sg+Pnon+Nom
heyetinde	heyet+Noun+A3sg+P3sg+Loc
almanız	al+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
sergisini	sergi+Noun+A3sg+P3sg+Acc
fırsatınız	fırsat+Noun+A3sg+P2pl+Nom
harcamayı	harca+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
rubleyi	ruble+Noun+A3sg+Pnon+Acc
cezası	ceza+Noun+A3sg+P3sg+Nom
ödemeyi	öde+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
sayfada	sayfa+Noun+A3sg+Pnon+Loc
vakte	vakit+Noun+A3sg+Pnon+Dat
bağlama	bağlam+Noun+A3sg+Pnon+Dat
planının	plan+Noun+A3sg+P3sg+Gen
oluğunluğa	oluğun+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Dat
prensese	prenses+Noun+A3sg+Pnon+Dat
talip	talip+Noun+A3sg+Pnon+Nom
ilişkisi	ilişki+Noun+A3sg+P3sg+Nom
ilişkiye	ilişki+Noun+A3sg+Pnon+Dat
seçmeni	seçmen+Noun+A3sg+P3sg+Nom
bölgenin	bölge+Noun+A3sg+Pnon+Gen
valisinin	vali+Noun+A3sg+P3sg+Gen
maceraya	macera+Noun+A3sg+Pnon+Dat
bitirmeye	bit+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
kocasından	koca+Noun+A3sg+P3sg+Abl
zarfın	zarf+Noun+A3sg+Pnon+Gen
elyazısıyla	elyazısı+Noun+A3sg+P3sg+Ins
mühürü	mühür+Noun+A3sg+P3sg+Nom
mayıs	mayıs+Noun+A3sg+Pnon+Nom
meclisinin	meclis+Noun+A3sg+P3sg+Gen
toplantıyı	toplantı+Noun+A3sg+Pnon+Acc
gelmemezlik	gel+Verb+Neg^DB+Noun+NotState+A3sg+Pnon+Nom
katılımınızla	katılım+Noun+A3sg+P2pl+Ins
yollarıyla	yol+Noun+A3pl+P3sg+Ins
irtica	irtica+Noun+A3sg+Pnon+Nom
partisinin	parti+Noun+A3sg+P3sg+Gen
konulara	konu+Noun+A3pl+Pnon+Dat
devrinden	devir+Noun+A3sg+P3sg+Abl
hareketine	hareket+Noun+A3sg+P3sg+Dat
aldattığının	aldat+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Gen
anları	an+Noun+A3pl+P3sg+Nom
herşeyin	herşey+Noun+A3sg+Pnon+Gen
metresiyle	metre+Noun+A3sg+P3sg+Ins
göle	göl+Noun+A3sg+Pnon+Dat
canına	can+Noun+A3sg+P3sg+Dat
kıymak	kıy+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
girişimde	girişim+Noun+A3sg+Pnon+Loc
bulunanam	bulunana+Noun+A3sg+P1sg+Nom
metresine	metre+Noun+A3sg+P3sg+Dat
hatamı	hata+Noun+A3sg+P1sg+Acc
mektubuna	mektup+Noun+A3sg+P3sg+Dat
cevabın	cevap+Noun+A3sg+Pnon+Gen
gelmeyişinden	gel+Verb+Neg^DB+Noun+Inf3+A3sg+P3sg+Abl
subayın	subay+Noun+A3sg+Pnon+Gen
kur	kur+Noun+A3sg+Pnon+Nom
yalandan	yalan+Noun+A3sg+Pnon+Abl
kurtulma	kurtul+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
çiftliğin	çiftlik+Noun+A3sg+Pnon+Gen
kahyasından	kahya+Noun+A3sg+P3sg+Abl
hakkınızı	hak+Noun+A3sg+P2pl+Acc
toprakların	toprak+Noun+A3pl+Pnon+Gen
değerlendirileceği	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+FutPart+A3sg+P3sg+Nom
halletmeniz	hallet+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
gelmeniz	gel+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
şekli	şekil+Noun+A3sg+P3sg+Nom
işletilmeye	işle+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
elimizde	el+Noun+A3sg+P1pl+Loc
araçlarıyla	araç+Noun+A3pl+P3sg+Ins
arttırmak	art+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
işletmek	işle+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
üçbin	üçbi+Noun+A3sg+P2sg+Nom
gönderemediğim	gönder+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P1sg+Nom
postayla	posta+Noun+A3sg+Pnon+Ins
tahsil	tahsil+Noun+A3sg+Pnon+Nom
vermelerini	ver+Verb+Pos^DB+Noun+Inf2+A3sg+P3pl+Acc
gecikme	gecik+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
yıllarında	yıl+Noun+A3pl+P3sg+Loc
filozofu	filozof+Noun+A3sg+Pnon+Acc
eserde	eser+Noun+A3sg+Pnon+Loc
sebebiyle	sebep+Noun+A3sg+P3sg+Ins
görüşe	görüş+Noun+A3sg+Pnon+Dat
mülkiyetinin	mülkiyet+Noun+A3sg+P3sg+Gen
bağdaşması	bağdaş+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
ikiyüz	ikiyüz+Noun+A3sg+Pnon+Nom
hektar	hektar+Noun+A3sg+Pnon+Nom
haklarından	hak+Noun+A3pl+P3sg+Abl
fikirlerinin	fikir+Noun+A3pl+P3sg+Gen
geçim	geçim+Noun+A3sg+Pnon+Nom
alışkanlıklardan	alışkan+Adj^DB+Noun+Ness+A3pl+Pnon+Abl
vazgeçebileceğinden	vazgeç+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P2sg+Abl
fikirlerinde	fikir+Noun+A3pl+P3sg+Loc
çevresindekileri	çevre+Noun+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom
düşürmek	düş+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
niyet	niyet+Noun+A3sg+Pnon+Nom
taşımadığı	taşı+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
yapmanın	yap+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
eserlerinde	eser+Noun+A3pl+P3sg+Loc
inkarı	inkar+Noun+A3sg+P3sg+Nom
fikirleri	fikir+Noun+A3pl+P3sg+Nom
kahvesini	kahve+Noun+A3sg+P3sg+Acc
kaçta	kaç+Adj^DB+Noun+Zero+A3sg+Pnon+Loc
çalışmaları	çalış+Verb+Pos^DB+Noun+Inf2+A3pl+P3pl+Nom
atelyeden	atelye+Noun+A3sg+Pnon+Abl
duvarlarında	duvar+Noun+A3pl+P3sg+Loc
etütler	etüt+Noun+A3pl+Pnon+Nom
taslaklar	taslak+Noun+A3pl+Pnon+Nom
atelyenin	atelye+Noun+A3sg+Pnon+Gen
duymakta	duy+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc
ressamlıkta	ressam+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Loc
estetik	estetik+Noun+A3sg+Pnon+Nom
zevke	zevk+Noun+A3sg+Pnon+Dat
ilerliyemediğini	ilerliyemediğ+Noun+A3sg+P3sg+Acc
resme	resim+Noun+A3sg+Pnon+Dat
istidadı	istidat+Noun+A3sg+P3sg+Nom
görevinden	görev+Noun+A3sg+P3sg+Abl
sanatların	sanat+Noun+A3pl+Pnon+Gen
uğraşı	uğraş+Noun+A3sg+P3sg+Nom
takınmaya	takın+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
hatırldağında	hatırldağ+Noun+A3sg+P3sg+Loc
mobilyalarını	mobilya+Noun+A3pl+P3sg+Acc
konforun	konfor+Noun+A3sg+Pnon+Gen
etiketi	etiket+Noun+A3sg+Pnon+Acc
çekmecesini	çek+Verb+Pos^DB+Noun+ActOf+A3sg+P3sg+Acc
mahkeme	mahkeme+Noun+A3sg+Pnon+Nom
onbirde	onbir+Num+Card^DB+Noun+Zero+A3sg+Pnon+Loc
mahkemede	mahkeme+Noun+A3sg+Pnon+Loc
daveti	davet+Noun+A3sg+P3sg+Nom
bulduğundan	bul+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Abl
uşaklardan	uşak+Noun+A3pl+Pnon+Abl
ketenden	keten+Noun+A3sg+Pnon+Abl
adamına	adam+Noun+A3sg+P3sg+Dat
teşekkürlerimi	teşekkür+Noun+A3pl+P1sg+Acc
davette	davet+Noun+A3sg+Pnon+Loc
giyinmeye	giy+Verb^DB+Verb+Reflex+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
beklediğini	bekle+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
konağına	konak+Noun+A3sg+P3sg+Dat
ilişkilerimi	ilişki+Noun+A3pl+P1sg+Acc
veremediği	ver+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
yönünde	yön+Noun+A3sg+P3sg+Loc
delil	delil+Noun+A3sg+Pnon+Nom
kurmak	kur+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
sürmek	sür+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
sürmekte	sür+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc
deliller	delil+Noun+A3pl+Pnon+Nom
bekar	bekar+Noun+A3sg+Pnon+Nom
özgürlüğünü	özgür+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
kaybetme	kaybet+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
kaygıya	kaygı+Noun+A3sg+Pnon+Dat
lehinde	leh+Noun+A3sg+P3sg+Loc
soyluluk	soylu+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
giyim	giyim+Noun+A3sg+Pnon+Nom
tarzından	tarz+Noun+A3sg+P3sg+Abl
gülmesine	gül+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
yaklaşımına	yaklaşım+Noun+A3sg+P3sg+Dat
verişine	ver+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Dat
seviye	sevi+Noun+A3sg+Pnon+Dat
meziyetlerden	meziyet+Noun+A3pl+Pnon+Abl
saygısından	saygı+Noun+A3sg+P3sg+Abl
meziyetleri	meziyet+Noun+A3pl+P3sg+Nom
bilmesi	bil+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
meziyetlerinin	meziyet+Noun+A3pl+P3sg+Gen
kanaatine	kanaat+Noun+A3sg+P3sg+Dat
evlenmesi	evlen+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
sebeplerin	sebep+Noun+A3pl+Pnon+Gen
yirmiyedi	yirmiyet+Noun+A3sg+P3sg+Nom
karşılaşacağını	karşılaş+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
evlenmenin	evlen+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
görüştürülmemesi	görüş+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
pistolde	pistolde+Noun+A3sg+Pnon+Nom
zararına	zarar+Noun+A3sg+P3sg+Dat
hırsızlık	hırsız+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
doğruluğunu	doğru+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
mahvetmek	mahvet+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
itibardan	itibar+Noun+A3sg+Pnon+Abl
nazırı	nazır+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
hakimlerden	hakim+Noun+A3pl+Pnon+Abl
muhakeme	muhakeme+Noun+A3sg+Pnon+Nom
çıkaramayacağınızdan	çık+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P2pl+Abl
dairedekileri	daire+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc
yanıklar	yanık+Adj^DB+Noun+Zero+A3pl+Pnon+Nom
sızlamaya	sızla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
selamına	selam+Noun+A3sg+P3sg+Dat
savcı	savcı+Noun+A3sg+Pnon+Nom
sorgu	sorgu+Noun+A3sg+Pnon+Nom
hakimiyle	hakim+Noun+A3sg+P3sg+Ins
tabağıyla	tabak+Noun+A3sg+P3sg+Ins
sevin	sevi+Noun+A3sg+P2sg+Nom
ihtirasınızı	ihtiras+Noun+A3sg+P2pl+Acc
elaleme	elalem+Noun+A3sg+Pnon+Dat
götürebileceğinizi	götür+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P2pl+Acc
getirtmeye	getir+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
sesine	ses+Noun+A3sg+P3sg+Dat
ahengi	ahenk+Noun+A3sg+Pnon+Acc
mahlûklar	mahluk+Noun+A3pl+Pnon+Nom
mahkemeler	mahkeme+Noun+A3pl+Pnon+Nom
gazetesinin	gazete+Noun+A3sg+P3sg+Gen
yazarlarından	yazar+Noun+A3pl+P3sg+Abl
nazırlar	nazır+Adj^DB+Noun+Zero+A3pl+Pnon+Nom
hakimler	hakim+Noun+A3pl+Pnon+Nom
gişeden	gişe+Noun+A3sg+Pnon+Abl
yazmasına	yaz+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
mürekkep	mürekkep+Noun+A3sg+Pnon+Nom
kalemden	kalem+Noun+A3sg+Pnon+Abl
mübaşiri	mübaşir+Noun+A3sg+P3sg+Nom
arzularını	arzu+Noun+A3pl+P3sg+Acc
emir	emir+Noun+A3sg+Pnon+Nom
gardiyana	gardiyan+Noun+A3sg+Pnon+Dat
tedarik	tedarik+Noun+A3sg+Pnon+Nom
getirinceye	getir+Verb+Pos^DB+Adverb+When^DB+Noun+Zero+A3sg+Pnon+Dat
yüzleşmeye	yüzleş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
dayanması	daya+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
intihar	intihar+Noun+A3sg+Pnon+Nom
doktorlarına	doktor+Noun+A3pl+P3sg+Dat
kısım	kısım+Noun+A3sg+Pnon+Nom
bozukluğunun	bozukluk+Noun+A3sg+P3sg+Gen
tevkifinden	tevkif+Noun+A3sg+P3sg+Abl
okuduğu	oku+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
satırları	satır+Noun+A3pl+P3pl+Nom
imzası	imza+Noun+A3sg+P3sg+Nom
icrasını	icra+Noun+A3sg+P3sg+Acc
vasimden	vasi+Noun+A3sg+P1sg+Abl
bağışlamalar	bağışla+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Nom
çıkarıldıktan	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
malik	malik+Noun+A3sg+Pnon+Nom
gayri	gayri+Noun+A3sg+Pnon+Nom
servetimi	servet+Noun+A3sg+P1sg+Acc
tabilik	tabi+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
kızkardeşim	kızkardeş+Noun+A3sg+P1sg+Nom
çocuklarına	çocuk+Noun+A3pl+P3sg+Dat
vasiyetname	vasiyetname+Noun+A3sg+Pnon+Nom
hükümlerini	hüküm+Noun+A3pl+P3sg+Acc
rahip	rahip+Noun+A3sg+Pnon+Nom
