hafta	hafta+Noun+A3sg+Pnon+Nom
yükünü	yük+Noun+A3sg+P3sg+Acc
güzellikte	güzel+Adj^DB+Noun+Ness+A3sg+Pnon+Loc
ailesiyle	aile+Noun+A3sg+P3sg+Ins
şükranla	şükran+Noun+A3sg+Pnon+Ins
içtenlik	içtenlik+Noun+A3sg+Pnon+Nom
konservatuara	konservatuar+Noun+A3sg+Pnon+Dat
ekstra	ekstra+Adj
masraflara	masraf+Noun+A3pl+Pnon+Dat
elbet	elbet+Adverb
konservatuarın	konservatuar+Noun+A3sg+Pnon+Gen
resmen	resmen+Adverb
akşamını	akşam+Noun+A3sg+P3sg+Acc
yorgunluktan	yorgun+Adj^DB+Noun+Ness+A3sg+Pnon+Abl
yanda	yan+Noun+A3sg+Pnon+Loc
konularla	konu+Noun+A3pl+Pnon+Ins
defada	defa+Noun+A3sg+Pnon+Loc
yıkıma	yıkım+Noun+A3sg+Pnon+Dat
faizler	faiz+Noun+A3pl+Pnon+Nom
florin	florin+Noun+A3sg+Pnon+Nom
birikim	birikim+Noun+A3sg+Pnon+Nom
ihtiyat	ihtiyat+Noun+A3sg+Pnon+Nom
tutumluluk	tutum+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Ness+A3sg+Pnon+Nom
fazladan	fazladan+Adverb
paralarla	para+Noun+A3pl+Pnon+Ins
borcunu	borç+Noun+A3sg+P3sg+Acc
aileyi	aile+Noun+A3sg+Pnon+Acc
faiz	faiz+Noun+A3sg+Pnon+Nom
geliriyle	gelir+Noun+A3sg+P3sg+Ins
deyişle	deyiş+Noun+A3sg+Pnon+Ins
paraydı	para+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
eteğini	etek+Noun+A3sg+P3sg+Acc
tatili	tatil+Noun+A3sg+P3sg+Nom
astımlı	astım+Noun+A3sg+Pnon+Nom^DB+Adj+With
solunum	solunum+Noun+A3sg+Pnon+Nom
güçlüğü	güçlük+Noun+A3sg+P3sg+Nom
kanepede	kanepe+Noun+A3sg+Pnon+Loc
halli	hal+Noun+A3sg+P3sg+Nom
eğlenceye	eğlence+Noun+A3sg+Pnon+Dat
aşırılık	aşırı+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
zorunluluğuna	zorunlu+Adj^DB+Noun+Ness+A3sg+P3sg+Dat
utançtan	utanç+Noun+A3sg+Pnon+Abl
serin	ser+Noun+A3sg+Pnon+Gen
deriyi	deri+Noun+A3sg+Pnon+Acc
geçmişte	geçmiş+Noun+A3sg+Pnon+Loc
duygusuydu	duygu+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
hastaneyi	hastane+Noun+A3sg+Pnon+Acc
penceresinden	pencere+Noun+A3sg+P3sg+Abl
gökyüzü	gökyüzü+Noun+A3sg+P3sg+Nom
koltuğun	koltuk+Noun+A3sg+P2sg+Nom
içteki	iç+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
hizmetleri	hizmet+Noun+A3pl+Pnon+Acc
çabayla	çaba+Noun+A3sg+Pnon+Ins
etkilerini	etki+Noun+A3pl+P3sg+Acc
olaydı	olay+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
camı	cam+Noun+A3sg+P3sg+Nom
pencerede	pencere+Noun+A3sg+Pnon+Loc
pencereleri	pencere+Noun+A3sg+P3pl+Nom
dönüşümünden	dönüşüm+Noun+A3sg+P3sg+Abl
konumuyla	konum+Noun+A3sg+P3sg+Ins
öğlene	öğlen+Noun+A3sg+Pnon+Dat
tedirgindi	tedirgin+Adj^DB+Verb+Zero+Past+A3sg
kısmının	kısım+Noun+A3sg+P3sg+Gen
keten	keten+Noun+A3sg+Pnon+Nom
çarşafı	çarşaf+Noun+A3sg+P3sg+Nom
sırtında	sırt+Noun+A3sg+P3sg+Loc
çarşafın	çarşaf+Noun+A3sg+Pnon+Gen
eğlence	eğlence+Noun+A3sg+Pnon+Nom
çarşafa	çarşaf+Noun+A3sg+Pnon+Dat
güçlerini	güç+Noun+A3pl+P3sg+Acc
kızlarının	kız+Noun+A3pl+P3sg+Gen
cesareti	cesaret+Noun+A3sg+Pnon+Acc
kızları	kız+Noun+A3pl+Pnon+Acc
emaresi	emare+Noun+A3sg+P3sg+Nom
kulağıyla	kulak+Noun+A3sg+P3sg+Ins
örneğin	örneğin+Conj
yürekliliğine	yürek+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Ness+A3sg+P3sg+Dat
çocukça	çocukça+Adj
vurdumduymazlığından	vurdumduymaz+Adj^DB+Noun+Ness+A3sg+P3sg+Abl
kardeşinden	kardeş+Noun+A3sg+P3sg+Abl
metrekarelik	metrekare+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
tavanda	tavan+Noun+A3sg+Pnon+Loc
gövdesinden	gövde+Noun+A3sg+P3sg+Abl
titreşim	titreşim+Noun+A3sg+Pnon+Nom
tavandayken	tavan+Adj^DB+Noun+Zero+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
dalgınlık	dalgın+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
hayrete	hayret+Noun+A3sg+Pnon+Dat
tavanı	tavan+Noun+A3sg+P3sg+Nom
maddenin	madde+Noun+A3sg+Pnon+Gen
izlerini	iz+Noun+A3pl+P3sg+Acc
duvarlara	duvar+Noun+A3pl+Pnon+Dat
dolap	dolap+Noun+A3sg+Pnon+Nom
masası	masa+Noun+A3sg+P3sg+Nom
yaşlarındaki	yaş+Noun+A3pl+P3sg+Loc^DB+Adj+Rel
cesaretle	cesaret+Noun+A3sg+Pnon+Ins
mutfağın	mutfak+Noun+A3sg+Pnon+Gen
ayrıcalığın	ayrıcalık+Noun+A3sg+Pnon+Gen
yardıma	yardım+Noun+A3sg+Pnon+Dat
sevincin	sevinç+Noun+A3sg+Pnon+Gen
belirtileri	belirti+Noun+A3pl+Pnon+Acc
çarşafını	çarşaf+Noun+A3sg+P3sg+Acc
çarşaf	çarşaf+Noun+A3sg+Pnon+Nom
sevinci	sevinç+Noun+A3sg+P3sg+Nom
dolabı	dolap+Noun+A3sg+P3sg+Nom
uyarılarını	uyarı+Noun+A3pl+P3sg+Acc
dakikalık	dakika+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
ağırdı	ağır+Adj^DB+Verb+Zero+Past+A3sg
eşyalara	eşya+Noun+A3pl+Pnon+Dat
bomboş	bomboş+Adj
sıkıntıyı	sıkıntı+Noun+A3sg+Pnon+Acc
gerçeğin	gerçek+Noun+A3sg+Pnon+Gen
yüzdendi	yüz+Num+Card^DB+Noun+Zero+A3sg+Pnon+Abl^DB+Verb+Zero+Past+A3sg
bendenize	bende+Noun+A3sg+P2pl+Dat
kadersiz	kader+Noun+A3sg+Pnon+Nom^DB+Adj+Without
sevgiye	sevgi+Noun+A3sg+Pnon+Dat
mutsuzluğunu	mutsuz+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
acısını	acı+Noun+A3sg+P3sg+Acc
dopdolu	dopdolu+Adj
dakikaları	dakika+Noun+A3pl+Pnon+Acc
sonunun	son+Noun+A3sg+P3sg+Gen
gözbebekleri	gözbebeği+Noun+A3pl+P3pl+Nom
yerinizde	yer+Noun+A3sg+P2pl+Loc
ahlar	ah+Noun+A3pl+Pnon+Nom
isteklerde	istek+Noun+A3pl+Pnon+Loc
dostusunuz	dost+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A2pl
tavra	tavır+Noun+A3sg+Pnon+Dat
durumum	durum+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
çıkarcı	çıkar+Noun+A3sg+Pnon+Nom^DB+Noun+Agt+A3sg+Pnon+Nom
dışınız	dış+Noun+A3sg+P2pl+Nom
tertemiz	tertemiz+Adj
kardeşten	kardeş+Noun+A3sg+Pnon+Abl
endişeye	endişe+Noun+A3sg+Pnon+Dat
mutluluğum	mutlu+Adj^DB+Noun+Ness+A3sg+P1sg+Nom
güvensizliğiniz	güven+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+P2pl+Nom
aslını	asıl+Adj^DB+Noun+Zero+A3sg+P3sg+Acc
kuldan	kul+Noun+A3sg+Pnon+Abl
tırnağa	tırnak+Noun+A3sg+Pnon+Dat
duygularıma	duygu+Noun+A3pl+P1sg+Dat
karanlığın	karanlık+Noun+A3sg+Pnon+Gen
çığlığını	çığ+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Acc
haklısın	hak+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2sg
ayağımızı	ayak+Noun+A3sg+P1pl+Acc
içimizdeki	iç+Noun+A3sg+P1pl+Loc^DB+Adj+Rel
toza	toz+Noun+A3sg+Pnon+Dat
dumana	duman+Noun+A3sg+Pnon+Dat
ruhumuzu	ruh+Noun+A3sg+P1pl+Acc
sevgilerden	sevgi+Noun+A3pl+Pnon+Abl
cayır	çayır+Noun+A3sg+Pnon+Nom
gözlerin	göz+Noun+A3pl+Pnon+Gen
körsün	kör+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
yaratık	yaratık+Noun+A3sg+Pnon+Nom
zamanımı	zaman+Noun+A3sg+P1sg+Acc
görevleri	görev+Noun+A3pl+Pnon+Acc
saatimizden	saat+Noun+A3sg+P1pl+Abl
ezgi	ezgi+Noun+A3sg+Pnon+Nom
çın	çın+Adj
nelerden	ne+Pron+Ques+A3pl+Pnon+Abl
sesimde	ses+Noun+A3sg+P1sg+Loc
şakrak	şakrak+Adj
çalçene	çalçene+Noun+A3sg+Pnon+Nom
afacan	afacan+Noun+A3sg+Pnon+Nom
kahkalar	kahka+Noun+A3pl+Pnon+Nom
kahkahası	kahkaha+Noun+A3sg+P3sg+Nom
üzereyken	üzere+Postp+PCNom^DB+Verb+Zero^DB+Adverb+While
cilve	cilve+Noun+A3sg+Pnon+Nom
anına	an+Noun+A3sg+P3sg+Dat
kulesinden	kule+Noun+A3sg+P3sg+Abl
çanın	çan+Noun+A3sg+Pnon+Gen
tok	tok+Adj
ölçülü	ölçü+Noun+A3sg+Pnon+Nom^DB+Adj+With
tonu	ton+Noun+A3sg+P3sg+Nom
yersiz	yersiz+Adj
üzüntüye	üzüntü+Noun+A3sg+Pnon+Dat
muhtemel	muhtemel+Adj
nedenler	neden+Noun+A3pl+Pnon+Nom
dengesizlik	denge+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom
teselliye	teselli+Noun+A3sg+Pnon+Dat
muhtaçtı	muhtaç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
durumdadırlar	durum+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3pl+Cop
ateşle	ateş+Noun+A3sg+Pnon+Ins
kanıtların	kanıt+Noun+A3pl+Pnon+Gen
açıklığına	açık+Adj^DB+Noun+Ness+A3sg+P3sg+Dat
kavramını	kavram+Noun+A3sg+P3sg+Acc
mektubun	mektup+Noun+A3sg+Pnon+Gen
adresimi	adres+Noun+A3sg+P1sg+Acc
kimliğine	kimlik+Noun+A3sg+P3sg+Dat
özenle	özen+Noun+A3sg+Pnon+Ins
boşunaydı	boş+Adj^DB+Noun+Zero+A3sg+P3sg+Dat^DB+Verb+Zero+Past+A3sg
çabaları	çaba+Noun+A3pl+P3sg+Nom
körük	körük+Noun+A3sg+Pnon+Nom
sessizlikten	ses+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Abl
varsınız	var+Adj^DB+Verb+Zero+Pres+A2pl
iyisiniz	iyi+Adj^DB+Verb+Zero+Pres+A2pl
hükmüne	hüküm+Noun+A3sg+P3sg+Dat
ağırbaşlıydı	ağırbaşlı+Adj^DB+Verb+Zero+Past+A3sg
tavrı	tavır+Noun+A3sg+Pnon+Acc
gözlerindeki	göz+Noun+A3pl+P3sg+Loc^DB+Adj+Rel
ifadeyi	ifade+Noun+A3sg+Pnon+Acc
kendinizden	kendi+Pron+Reflex+A2pl+P2pl+Abl
karşısındakinden	karşı+Postp+PCDat^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Abl
dışı	dış+Noun+A3sg+P3sg+Nom
birdir	bir+Adj^DB+Verb+Zero+Pres+A3sg+Cop
yüreklilikle	yürek+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Ness+A3sg+Pnon+Ins
yüreğimizin	yürek+Noun+A3sg+P1pl+Gen
duygularımızı	duygu+Noun+A3pl+P1pl+Acc
görünümler	görünüm+Noun+A3pl+Pnon+Nom
korkusuna	korku+Noun+A3sg+P3sg+Dat
teline	tel+Noun+A3sg+P3sg+Dat
duygularımı	duygu+Noun+A3pl+P1sg+Acc
ruhumun	ruh+Noun+A3sg+P1sg+Gen
nedenleri	neden+Noun+A3pl+P3sg+Nom
yüreğimi	yürek+Noun+A3sg+P1sg+Acc
fedakarlığa	fedakar+Adj^DB+Noun+Ness+A3sg+Pnon+Dat
mahir	mahir+Adj
sözcükler	sözcük+Noun+A3pl+Pnon+Nom
sözüyordu	sözüyor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kadir	kadir+Noun+A3sg+Pnon+Nom
kıymet	kıymet+Noun+A3sg+Pnon+Nom
şükran	şükran+Noun+A3sg+Pnon+Nom
yürekten	yürek+Noun+A3sg+Pnon+Abl
düşçü	düş+Noun+A3sg+Pnon+Nom^DB+Noun+Agt+A3sg+Pnon+Nom
düşlerinizden	düş+Noun+A3pl+P2pl+Abl
sevginizi	sevgi+Noun+A3sg+P2pl+Acc
avuçlarına	avuç+Noun+A3pl+P3sg+Dat
şeyim	şey+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
yalnızım	yalnız+Adj^DB+Noun+Zero+A3sg+P1sg+Nom
dokuzken	dokuz+Num+Card^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
yerimde	yer+Noun+A3sg+P1sg+Loc
parka	parka+Noun+A3sg+Pnon+Nom
sıraya	sıra+Noun+A3sg+Pnon+Dat
kötüydü	kötü+Adj^DB+Verb+Zero+Past+A3sg
sıkıntıydı	sıkıntı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
mektuba	mektup+Noun+A3sg+Pnon+Dat
birlikteydiler	birlik+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3pl
parmaklıklarına	parmaklık+Noun+A3pl+P3sg+Dat
firenlemeye	firenleme+Noun+A3sg+Pnon+Dat
parmaklığı	parmaklık+Noun+A3sg+P3sg+Nom
arda	art+Noun+A3sg+Pnon+Dat
rıhtımın	rıhtım+Noun+A3sg+Pnon+Gen
sözlerimi	söz+Noun+A3pl+P1sg+Acc
nazikti	nazik+Adj^DB+Verb+Zero+Past+A3sg
sihirli	sihir+Noun+A3sg+Pnon+Nom^DB+Adj+With
içli	içli+Adj
perişan	perişan+Adj
ortada	orta+Noun+A3sg+Pnon+Loc
mektubumda	mektup+Noun+A3sg+P1sg+Loc
gaddarca	gaddarca+Adj
zalimce	zalim+Adj^DB+Adj+AsIf
davranabileciğini	davranabileciğ+Noun+A3sg+P3sg+Acc
satırlık	satır+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
satır	satır+Noun+A3sg+Pnon+Nom
düşündükçü	düşündük+Noun+A3sg+Pnon+Nom^DB+Noun+Agt+A3sg+Pnon+Nom
sonumu	son+Noun+A3sg+P1sg+Acc
vahşice	vahşi+Adj^DB+Adverb+Ly
aklınız	akıl+Noun+A3sg+P2pl+Nom
duyarsız	duyarsız+Adj
insanına	insan+Noun+A3sg+P3sg+Dat
akadar	akadar+Noun+A3sg+Pnon+Nom
vaziyeti	vaziyet+Noun+A3sg+P3sg+Nom
satırım	satır+Noun+A3sg+P1sg+Nom
ca	ca+Noun+A3sg+Pnon+Nom
ğım	ğı+Noun+A3sg+P1sg+Nom
banka	banka+Noun+A3sg+Pnon+Nom
umurunda	umur+Noun+A3sg+P3sg+Loc
sicim	sicim+Noun+A3sg+Pnon+Nom
riyasız	riya+Noun+A3sg+Pnon+Nom^DB+Adj+Without
ağzımı	ağız+Noun+A3sg+P1sg+Acc
kelimelerimi	kelime+Noun+A3pl+P1sg+Acc
kanala	kanal+Noun+A3sg+Pnon+Dat
narince	narin+Adj^DB+Adverb+Ly
aşkını	aşk+Noun+A3sg+P3sg+Acc
yüreğiyle	yürek+Noun+A3sg+P3sg+Ins
saygısızca	saygı+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Adverb+Ly
coşkuyu	coşku+Noun+A3sg+Pnon+Acc
azaplarda	azap+Noun+A3pl+Pnon+Loc
içimdekileri	iç+Noun+A3sg+P1sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom
çıplaklığıyla	çıplak+Adj^DB+Noun+Ness+A3sg+P3sg+Ins
heyecanımı	heyecan+Noun+A3sg+P1sg+Acc
öyledir	öyle+Adj^DB+Verb+Zero+Pres+A3sg+Cop
hatırı	hatır+Noun+A3sg+P3sg+Nom
ciddiymiş	ciddi+Adj^DB+Verb+Zero+Narr+A3sg
sevginizin	sevgi+Noun+A3sg+P2pl+Gen
türünden	tür+Noun+A3sg+P3sg+Abl
karşınızdaki	karşı+Noun+A3sg+P2pl+Loc^DB+Adj+Rel
bohçanızla	bohça+Noun+A3sg+P2pl+Ins
güveninizi	güven+Noun+A3sg+P2pl+Acc
kötüye	kötü+Adj^DB+Noun+Zero+A3sg+Pnon+Dat
dostunuzdum	dost+Noun+A3sg+P2pl+Nom^DB+Verb+Zero+Past+A1sg
gözyaşlarım	gözyaşı+Noun+A3pl+P1sg+Nom
aksın	aks+Noun+A3sg+Pnon+Gen
zararı	zarar+Noun+A3sg+Pnon+Acc
sözüm	söz+Noun+A3sg+P1sg+Nom
suçlusunuz	suç+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2pl
harap	harap+Adj
tümünü	tümü+Pron+Quant+A3pl+P3pl+Acc
düşüncedeyim	düşünce+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1sg
yüreğimdekileri	yürek+Noun+A3sg+P1sg+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Nom
sitemlerinize	sitem+Noun+A3pl+P2pl+Dat
gözyaşlarınıza	gözyaşı+Noun+A3pl+P2pl+Dat
aşkınızı	aşk+Noun+A3sg+P2pl+Acc
sevginizle	sevgi+Noun+A3sg+P2pl+Ins
haldeyken	hal+Noun+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
güneyinde	güney+Noun+A3sg+P3sg+Loc
oğluydu	oğul+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
yaştayken	yaş+Noun+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
öksüz	öksüz+Noun+A3sg+Pnon+Nom
yetim	yetim+Noun+A3sg+Pnon+Nom
ağabeysiyle	ağabeysi+Adj^DB+Noun+Zero+A3sg+Pnon+Ins
bakım	bakım+Noun+A3sg+Pnon+Nom
halaları	hala+Noun+A3pl+P3pl+Nom
dilleri	dil+Noun+A3pl+P3sg+Nom
subay	subay+Noun+A3sg+Pnon+Nom
ağabeysinin	ağabeysi+Adj^DB+Noun+Zero+A3sg+Pnon+Gen
sınavla	sınav+Noun+A3sg+Pnon+Ins
orduya	ordu+Noun+A3sg+Pnon+Dat
birliğe	birlik+Noun+A3sg+Pnon+Dat
askerce	asker+Noun+A3sg+Pnon+Equ
eğlencelerden	eğlence+Noun+A3pl+Pnon+Abl
yaşantıları	yaşantı+Noun+A3pl+P3sg+Nom
üslupla	üslup+Noun+A3sg+Pnon+Ins
otobiyografik	otobiyografik+Adj
dergisi	dergi+Noun+A3sg+P3sg+Nom
yönetiminde	yönetim+Noun+A3sg+P3sg+Loc
romanlarında	roman+Noun+A3pl+P3sg+Loc
ayrıntı	ayrıntı+Noun+A3sg+Pnon+Nom
zenginliği	zengin+Adj^DB+Noun+Ness+A3sg+P3sg+Nom
yapıtında	yapıt+Noun+A3sg+P3sg+Loc
yapıtının	yapıt+Noun+A3sg+P3sg+Gen
radikal	radikal+Adj
demokrat	demokrat+Noun+A3sg+Pnon+Nom
öbürünü	öbür+Pron+Quant+A3sg+P3sg+Acc
muhafazakar	muhafazakar+Noun+A3sg+Pnon+Nom
liberal	liberal+Noun+A3sg+Pnon+Nom
edebi	edebi+Adj
kampla	kamp+Noun+A3sg+Pnon+Ins
kurumlarıyla	kurum+Noun+A3pl+P3sg+Ins
köylülerin	köylü+Noun+A3pl+Pnon+Gen
eğitimsizlik	eğitim+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom
sorunuyla	sorun+Noun+A3sg+P3sg+Ins
ülkelerdeki	ülke+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
pedagoji	pedagoji+Noun+A3sg+Pnon+Nom
felsefesi	felsefe+Noun+A3sg+P3sg+Nom
maddeci	madde+Noun+A3sg+Pnon+Nom^DB+Noun+Agt+A3sg+Pnon+Nom
uygarlığını	uygar+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
etken	etken+Noun+A3sg+Pnon+Nom
kumarhanelerde	kumarhane+Noun+A3pl+Pnon+Loc
serflik	serf+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
bölgesinde	bölge+Noun+A3sg+P3sg+Loc
serflerle	serf+Noun+A3pl+Pnon+Ins
köylülere	köylü+Noun+A3pl+Pnon+Dat
düelloya	düello+Noun+A3sg+Pnon+Dat
çağrıyı	çağrı+Noun+A3sg+Pnon+Acc
kültürlü	kültür+Noun+A3sg+Pnon+Nom^DB+Adj+With
kumarı	kumar+Noun+A3sg+P3sg+Nom
dünyasını	dünya+Noun+A3sg+P3sg+Acc
etkinliklerini	etkin+Adj^DB+Noun+Ness+A3pl+P3pl+Acc
yılı	yıl+Noun+A3sg+Pnon+Acc
evlilikten	evlilik+Noun+A3sg+Pnon+Abl
erkeği	erkek+Noun+A3sg+P3sg+Nom
toprağını	toprak+Noun+A3sg+P3sg+Acc
ününü	ün+Noun+A3sg+P3sg+Acc
romanlarını	roman+Noun+A3pl+P3sg+Acc
ölümsüzlük	ölüm+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom
iktidarı	iktidar+Noun+A3sg+Pnon+Acc
anarşizmi	anarşizm+Noun+A3sg+Pnon+Acc
mülkiyete	mülkiyet+Noun+A3sg+Pnon+Dat
nam	nam+Noun+A3sg+Pnon+Nom
vas	vas+Noun+A3sg+Pnon+Nom
kitaplarında	kitap+Noun+A3pl+P3sg+Loc
aforoz	aforoz+Noun+A3sg+Pnon+Nom
görüşleri	görüş+Noun+A3pl+Pnon+Acc
doğrultusunda	doğrultu+Noun+A3sg+P3sg+Loc
mülkünden	mülk+Noun+A3sg+P3sg+Abl
yakınları	yakın+Noun+A3pl+Pnon+Acc
toprağında	toprak+Noun+A3sg+P3sg+Loc
ayakkabılarını	ayakkabı+Noun+A3pl+P3sg+Acc
arası	ara+Noun+A3sg+P3sg+Nom
şiddete	şiddet+Noun+A3sg+Pnon+Dat
ahlakçının	ahlak+Noun+A3sg+Pnon+Nom^DB+Noun+Agt+A3sg+Pnon+Gen
yurt	yurt+Noun+A3sg+Pnon+Nom
demiryolu	demiryolu+Noun+A3sg+P3sg+Nom
istasyonunda	istasyon+Noun+A3sg+P3sg+Loc
zatürreden	zatürre+Noun+A3sg+Pnon+Abl
dönemini	dönem+Noun+A3sg+P3sg+Acc
seferini	sefer+Noun+A3sg+P3sg+Acc
epik	epik+Noun+A3sg+Pnon+Nom
soylu	soy+Noun+A3sg+Pnon+Nom^DB+Adj+With
karşılıklı	karşılık+Noun+A3sg+Pnon+Nom^DB+Adj+With
ilişkileri	ilişki+Noun+A3pl+Pnon+Acc
köylüler	köylü+Noun+A3pl+Pnon+Nom
mareşaller	mareşal+Noun+A3pl+Pnon+Nom
erler	er+Noun+A3pl+Pnon+Nom
imparatorlar	imparator+Noun+A3pl+Pnon+Nom
panoraması	panorama+Noun+A3sg+P3sg+Nom
romanının	roman+Noun+A3sg+P3sg+Gen
boyutlarının	boyut+Noun+A3pl+P3sg+Gen
farkındadır	fark+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
destanları	destan+Noun+A3pl+P3sg+Nom
yoğunluktan	yoğun+Adj^DB+Noun+Ness+A3sg+Pnon+Abl
örgüsünden	örgü+Noun+A3sg+P3sg+Abl
romandır	roman+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
aracılığıyla	aracılık+Noun+A3sg+P3sg+Ins
büyüklüğünde	büyük+Adj^DB+Noun+Ness+A3sg+P3sg+Loc
örgüsünün	örgü+Noun+A3sg+P3sg+Gen
sıklığıyla	sık+Adj^DB+Noun+Ness+A3sg+P3sg+Ins
geleneğine	gelenek+Noun+A3sg+P3sg+Dat
yakındır	yakın+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bütününe	bütün+Adj^DB+Noun+Zero+A3sg+P3sg+Dat
egemen	egemen+Adj
tema	tema+Noun+A3sg+Pnon+Nom
öyküsüne	öykü+Noun+A3sg+P3sg+Dat
beğenisini	beğeni+Noun+A3sg+P3sg+Acc
kesimi	kesim+Noun+A3sg+P3sg+Nom
öğretilerini	öğreti+Noun+A3pl+P3sg+Acc
bölümündeki	bölüm+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
kötülüğe	kötü+Adj^DB+Noun+Ness+A3sg+Pnon+Dat
ilkesini	ilke+Noun+A3sg+P3sg+Acc
sanatın	sanat+Noun+A3sg+Pnon+Gen
iletişim	iletişim+Noun+A3sg+Pnon+Nom
döneminin	dönem+Noun+A3sg+P3sg+Gen
ölümle	ölüm+Noun+A3sg+Pnon+Ins
cinsel	cinsel+Adj
tutkunun	tutku+Noun+A3sg+Pnon+Gen
yaşamıyla	yaşam+Noun+A3sg+P3sg+Ins
tmi	tmi+Noun+A3sg+Pnon+Nom
kültüründe	kültür+Noun+A3sg+P3sg+Loc
liberaller	liberal+Noun+A3pl+Pnon+Nom
demokratların	demokrat+Noun+A3pl+Pnon+Gen
noktasında	nokta+Noun+A3sg+P3sg+Loc
düşüncelerinin	düşünce+Noun+A3pl+P3sg+Gen
ahlaksal	ahlaksal+Adj
düzeni	düzen+Noun+A3sg+Pnon+Acc
bütünlüğünü	bütün+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
gerilimlerini	gerilim+Noun+A3pl+P3sg+Acc
felsefesinden	felsefe+Noun+A3sg+P3sg+Abl
enerjidir	enerji+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yenilikçi	yenilikçi+Noun+A3sg+Pnon+Nom
elinizde	el+Noun+A3sg+P2pl+Loc
senelerden	sene+Noun+A3pl+Pnon+Abl
defalarca	defalarca+Adverb
milyonlarca	milyonlarca+Num+Card
eserlerinden	eser+Noun+A3pl+P3sg+Abl
azabının	azap+Noun+A3sg+P3sg+Gen
hikayesidir	hikaye+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
asilzadeydi	asilzade+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
ihtirasının	ihtira+Noun+A3sg+P3sg+Gen
vicdanının	vicdan+Noun+A3sg+P3sg+Gen
felaketine	felaket+Noun+A3sg+P3sg+Dat
