rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
dolaştılar	dolaş+Verb+Pos+Past+A3pl
aradıkları	ara+Verb+Pos^DB+Noun+PastPart+A3sg+P3pl+Nom
benzettiler	benze+Verb^DB+Verb+Caus+Pos+Past+A3pl
bırakacaklardı	bırak+Verb+Pos+Fut+A3pl+Past
satmamasını	sat+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
bulurlarsa	bul+Verb+Pos+Aor+A3pl+Cond
ger	ger+Verb+Pos+Imp+A2sg
almalarını	al+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Acc
koştular	koş+Verb+Pos+Past+A3pl
isteyerek	iste+Verb+Pos^DB+Adverb+ByDoingSo
borçlandı	borç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A3sg
geleceğini	gel+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
bilmeden	bil+Verb+Pos^DB+Adverb+WithoutHavingDoneSo
götürdüğünde	götür+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
buruşturup	buruş+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
açmadı	aç+Verb+Neg+Past+A3sg
koymaz	koy+Verb+Neg+Aor+A3sg
ayıldı	ay+Verb^DB+Verb+Pass+Pos+Past+A3sg
ödemek	öde+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
değiştirdiler	değiş+Verb^DB+Verb+Caus+Pos+Past+A3pl
kiraladılar	kirala+Verb+Pos+Past+A3pl
kazıyarak	kazı+Verb+Pos^DB+Adverb+ByDoingSo
yıkadı	yıka+Verb+Pos+Past+A3sg
yıkıyor	yıka+Verb+Pos+Prog1+A3sg
kurutuyordu	kuru+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
indiriyor	in+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
soluklanmak	soluk+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
çıkartıyordu	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos+Prog1+Past+A3sg
giyinerek	giy+Verb^DB+Verb+Reflex+Pos^DB+Adverb+ByDoingSo
aşağılanıyor	aşağıla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kuruşunu	kur+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Acc
savunuyordu	savun+Verb+Pos+Prog1+Past+A3sg
yenilemek	yenile+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
ödemişlerdi	öde+Verb+Pos+Narr+A3pl+Past
dönüşmüştü	dönüş+Verb+Pos+Narr+Past+A3sg
taranmamış	tara+Verb^DB+Verb+Pass+Neg+Narr+A3sg
döşemeleri	döşe+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom
kaybetmeseydi	kaybet+Verb+Neg+Desr+Past+A3sg
kaybetmeniz	kaybet+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
kurtulmanız	kurtul+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
gittiğinde	git+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
heyecanlandığını	heyecan+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
konuşmalı	konuş+Verb+Pos+Neces+A3sg
ödemişti	öde+Verb+Pos+Narr+Past+A3sg
anlatacaktı	anla+Verb^DB+Verb+Caus+Pos+Fut+Past+A3sg
tanımamış	tanı+Verb+Neg+Narr+A3sg
seslenmesine	sesle+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
değişmişsin	değiş+Verb+Pos+Narr+A2sg
görüşmeyeli	görüş+Verb+Neg^DB+Adverb+SinceDoingSo
yaşadım	yaşa+Verb+Pos+Past+A1sg
ödüyoruz	öde+Verb+Pos+Prog1+A1pl
anlarsın	anla+Verb+Pos+Aor+A2sg
rahatladım	rahatla+Verb+Pos+Past+A1sg
söylüyorsun	söyle+Verb+Pos+Prog1+A2sg
etmemiştin	et+Verb+Neg+Narr+Past+A2sg
gülümsüyordu	gülümse+Verb+Pos+Prog1+Past+A3sg
heyecanlanmış	heyecan+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Narr+A3sg
yanmamıştı	yan+Verb+Neg+Narr+Past+A3sg
serpiştirilmiş	serpiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg
ışıldayan	ışılda+Verb+Pos^DB+Adj+PresPart
bahsediliyordu	bahset+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
söylenmiş	söyle+Verb^DB+Verb+Pass+Pos+Narr+A3sg
anlatılıyordu	anla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+Past+A3sg
yavaşlatıyor	yavaşla+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
yayıyordu	yay+Verb+Pos+Prog1+Past+A3sg
dolduruyor	dol+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
uçuşuyor	uçuş+Verb+Pos+Prog1+A3sg
süzülüyor	süz+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
sanırdınız	san+Verb+Pos+Aor+Past+A2pl
sevebilir	sev+Verb+Pos^DB+Verb+Able+Aor+A3sg
inceleniyor	incele+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
belirleniyor	belirle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
veriliyordu	ver+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
anlatmaya	anla+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
görünüyorlardı	görün+Verb+Pos+Prog1+A3pl+Past
çevirerek	çevir+Verb+Pos^DB+Adverb+ByDoingSo
belirmişti	belir+Verb+Pos+Narr+Past+A3sg
kalkmışlar	kalk+Verb+Pos+Narr+A3pl
görmedikleri	gör+Verb+Neg^DB+Adj+PastPart+P3pl
görünür	görün+Verb+Pos+Aor+A3sg
seçiliyordu	seç+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
sandılar	san+Verb+Pos+Past+A3pl
belirmesiyle	belir+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Ins
kapılmışlardı	kap+Verb^DB+Verb+Pass+Pos+Narr+A3pl+Past
keşfedilmemiş	keşfet+Verb^DB+Verb+Pass+Neg+Narr+A3sg
hatırlatmak	hatırla+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
gözükse	gözük+Verb+Pos+Desr+A3sg
girmemiş	gir+Verb+Neg+Narr+A3sg
aktığı	ak+Verb+Pos^DB+Adj+PastPart+P3sg
değmemiş	değ+Verb+Neg+Narr+A3sg
işlenmemiş	işle+Verb^DB+Verb+Pass+Neg^DB+Adj+NarrPart
oyulmuş	oy+Verb^DB+Verb+Pass+Pos^DB+Adj+NarrPart
arayışına	ara+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Dat
yaratıcı	yarat+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
kalmıştır	kal+Verb+Pos+Narr+A3sg+Cop
karışmayan	karış+Verb+Neg^DB+Adj+PresPart
geçene	geç+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Dat
açan	aç+Verb+Pos^DB+Adj+PresPart
sunan	sun+Verb+Pos^DB+Adj+PresPart
durur	dur+Verb+Pos+Aor+A3sg
gidilen	git+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
duyulduğu	duy+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
ulaşılıyor	ulaş+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
çalıyorsun	çal+Verb+Pos+Prog1+A2sg
uyuyorsun	uy+Verb+Pos+Prog1+A2sg
sıkıyorsun	sık+Verb+Pos+Prog1+A2sg
ulaştım	ulaş+Verb+Pos+Past+A1sg
ağlayacak	ağla+Verb+Pos+Fut+A3sg
asma	as+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
selamlamak	selamla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
affedin	affet+Verb+Pos+Imp+A2pl
geliyoruz	gel+Verb+Pos+Prog1+A1pl
oturuyoruz	otur+Verb+Pos+Prog1+A1pl
içmeye	iç+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
koyulduk	koy+Verb^DB+Verb+Pass+Pos+Past+A1pl
sıkışmış	sıkış+Verb+Pos+Narr+A3sg
daralmıştı	daral+Verb+Pos+Narr+Past+A3sg
ermek	er+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
avutup	avut+Verb+Pos^DB+Adverb+AfterDoingSo
oyalayan	oyala+Verb+Pos^DB+Adj+PresPart
geliyorsunuz	gel+Verb+Pos+Prog1+A2pl
geliyorum	gel+Verb+Pos+Prog1+A1sg
sarsıldığını	sars+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
hissetmiştim	hisset+Verb+Pos+Narr+Past+A1sg
bekledikten	bekle+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
canlandıran	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adj+PresPart
tanır	tanı+Verb+Pos+Aor+A3sg
anlatılması	anla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
bahsetme	bahset+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
kaçırılmıştı	kaç+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+Past+A3sg
beğenmişti	beğen+Verb+Pos+Narr+Past+A3sg
konuşabilmiş	konuş+Verb+Pos^DB+Verb+Able+Narr+A3sg
görüşebilmiş	görüş+Verb+Pos^DB+Verb+Able+Narr+A3sg
anlaşabilmişlerdi	anlaş+Verb+Pos^DB+Verb+Able+Narr+A3pl+Past
sevdiğini	sev+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
edebilmişti	et+Verb+Pos^DB+Verb+Able+Narr+Past+A3sg
öğrenemedi	öğren+Verb^DB+Verb+Able+Neg+Past+A3sg
anlamamış	anla+Verb+Neg+Narr+A3sg
hissetmemişti	hisset+Verb+Neg+Narr+Past+A3sg
aradılar	ara+Verb+Pos+Past+A3pl
öldüklerine	öl+Verb+Pos^DB+Noun+PastPart+A3sg+P3pl+Dat
bulmuştum	bul+Verb+Pos+Narr+Past+A1sg
bakışlarından	bak+Verb+Pos^DB+Noun+Inf3+A3pl+P3pl+Abl
olmadım	ol+Verb+Neg+Past+A1sg
seyrediyordum	seyret+Verb+Pos+Prog1+Past+A1sg
görünüşlü	görün+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Adj+With
dinlenmek	dinlen+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
gömüldükleri	göm+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3pl
arzulamıyordu	arzula+Verb+Neg+Prog1+Past+A3sg
yetiştirip	yetiş+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
büyüten	büyü+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
beklenen	bekle+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
olamazdı	ol+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
uzanmış	uza+Verb^DB+Verb+Pass+Pos+Narr+A3sg
doğarken	doğ+Verb+Pos+Aor^DB+Adverb+While
kayboluyor	kaybol+Verb+Pos+Prog1+A3sg
gömülüyordu	göm+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
denilebilecek	de+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Fut+A3sg
dikmişti	dik+Verb+Pos+Narr+Past+A3sg
almayı	al+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
reddetmişti	reddet+Verb+Pos+Narr+Past+A3sg
doğdum	doğ+Verb+Pos+Past+A1sg
öleceğim	öl+Verb+Pos+Fut+A1sg
soyarken	soy+Verb+Pos+Aor^DB+Adverb+While
kırışmış	kırış+Verb+Pos+Narr+A3sg
yorulmak	yor+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
tamamlamasını	tamamla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
kavrıyordu	kavra+Verb+Pos+Prog1+Past+A3sg
soyuyordu	soy+Verb+Pos+Prog1+Past+A3sg
kaçışıyorlardı	kaç+Verb^DB+Verb+Recip+Pos+Prog1+A3pl+Past
çıkartamadığı	çık+Verb^DB+Verb+Caus^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
isterdiniz	iste+Verb+Pos+Aor+Past+A2pl
satmamaya	sat+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
getirmeyin	getir+Verb+Neg+Imp+A2pl
açmayın	aç+Verb+Neg+Imp+A2pl
yarayacak	yara+Verb+Pos+Fut+A3sg
satıyorsunuz	sat+Verb+Pos+Prog1+A2pl
soymayı	soy+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
getiriyorum	getir+Verb+Pos+Prog1+A1sg
değişmiyor	değiş+Verb+Neg+Prog1+A3sg
uğraşmıyorsunuz	uğraş+Verb+Neg+Prog1+A2pl
olmuyorsunuz	ol+Verb+Neg+Prog1+A2pl
gitmez	git+Verb+Neg+Aor+A3sg
ilgilenmiş	ilgilen+Verb+Pos+Narr+A3sg
diyemem	de+Verb^DB+Verb+Able+Neg+Aor+A1sg
uyumadı	uyu+Verb+Neg+Past+A3sg
düşecek	düş+Verb+Pos^DB+Adj+FutPart+Pnon
şıngırdayacak	şıngırda+Verb+Pos^DB+Adj+FutPart+Pnon
mahvediyordu	mahvet+Verb+Pos+Prog1+Past+A3sg
istemesini	iste+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
önerdi	öner+Verb+Pos+Past+A3sg
yaşarsanız	yaşa+Verb+Pos+Aor+Cond+A2pl
ödemiş	öde+Verb+Pos+Narr+A3sg
ürpermişti	ürper+Verb+Pos+Narr+Past+A3sg
olana	ol+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Dat
veremeden	ver+Verb+Pos^DB+Adverb+WithoutBeingAbleToHaveDoneSo
hazırlanmasını	hazırla+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
içmiş	iç+Verb+Pos+Narr+A3sg
reddedeceği	reddet+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Nom
yalvarttı	yalvar+Verb^DB+Verb+Caus+Pos+Past+A3sg
yaşayabileceğinden	yaşa+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P2sg+Abl
dayandım	dayan+Verb+Pos+Past+A1sg
söylenemez	söyle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
geçtiğimi	geç+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
boşalmış	boşal+Verb+Pos+Narr+A3sg
kandırılmak	kan+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
yaşarsınız	yaşa+Verb+Pos+Aor+A2pl
gömersiniz	göm+Verb+Pos+Aor+A2pl
tartışarak	tartış+Verb+Pos^DB+Adverb+ByDoingSo
öldürdüler	öl+Verb^DB+Verb+Caus+Pos+Past+A3pl
vazgeçmediği	vazgeç+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
imzaladılar	imzala+Verb+Pos+Past+A3pl
yaşlanmamıştı	yaş+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Narr+Past+A3sg
kapılmıştı	kap+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
ödüyormuş	öde+Verb+Pos+Prog1+Narr+A3sg
aldatılmış	aldat+Verb^DB+Verb+Pass+Pos+Narr+A3sg
dolandırılmış	dolan+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg
mahvolmuş	mahvol+Verb+Pos+Narr+A3sg
olgunlaşıp	olgun+Adj^DB+Verb+Become+Pos^DB+Adverb+AfterDoingSo
olgunlaşmadığına	olgun+Adj^DB+Verb+Become+Neg^DB+Noun+PastPart+A3sg+P3sg+Dat
karşılıyordu	karşıla+Verb+Pos+Prog1+Past+A3sg
oynadığı	oyna+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
göründüğü	görün+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
söylenebilirdi	söyle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+Past+A3sg
uzaklaşırken	uzak+Adj^DB+Verb+Become+Pos+Aor^DB+Adverb+While
gebereceğin	geber+Verb+Pos^DB+Noun+FutPart+A3sg+P2sg+Nom
boğmak	boğ+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
ettiğinde	et+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
ovuştura	ovuştur+Verb+Pos+Opt+A3sg
uğradığınızda	uğra+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Loc
yemiyorsunuz	ye+Verb+Neg+Prog1+A2pl
olmadığımızı	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P1pl+Acc
üzüyor	üz+Verb+Pos+Prog1+A3sg
istemeyeceğim	iste+Verb+Neg+Fut+A1sg
tekrarlatmadı	tekrarla+Verb^DB+Verb+Caus+Neg+Past+A3sg
bahsedilen	bahset+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
yemiyordu	ye+Verb+Neg+Prog1+Past+A3sg
ekmekle	ek+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
yetinen	yetin+Verb+Pos^DB+Adj+PresPart
içmiyordu	iç+Verb+Neg+Prog1+Past+A3sg
demem	de+Verb+Neg+Aor+A1sg
bitirmemişti	bit+Verb^DB+Verb+Caus+Neg+Narr+Past+A3sg
reddetmek	reddet+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
direndi	diren+Verb+Pos+Past+A3sg
çekmeden	çek+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
içerim	iç+Verb+Pos+Aor+A1sg
buharlaşıp	buhar+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos^DB+Adverb+AfterDoingSo
göstermiş	göster+Verb+Pos^DB+Adj+NarrPart
çevrilmiş	çevir+Verb^DB+Verb+Pass+Pos+Narr+A3sg
tattırmak	tat+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
bitirince	bit+Verb^DB+Verb+Caus+Pos^DB+Adverb+When
çekinmeyin	çekin+Verb+Neg+Imp+A2pl
bitirirseniz	bit+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
koklamak	kokla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
yaklaşmıştı	yaklaş+Verb+Pos+Narr+Past+A3sg
aydınlandı	aydınlan+Verb+Pos+Past+A3sg
bozuldu	boz+Verb^DB+Verb+Pass+Pos+Past+A3sg
verdiğiniz	ver+Verb+Pos^DB+Adj+PastPart+P2pl
eskitip	eski+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
istenir	iste+Verb^DB+Verb+Pass+Pos+Aor+A3sg
bakmaz	bak+Verb+Neg+Aor+A3sg
deyince	de+Verb+Pos^DB+Adverb+When
bulamazdım	bul+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
bağışladığını	bağışla+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
kırıtarak	kırıt+Verb+Pos^DB+Adverb+ByDoingSo
haykırdığını	haykır+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
verirsem	ver+Verb+Pos+Aor+Cond+A1sg
görmesinin	gör+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Gen
kazandığına	kazan+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Dat
inanmasının	inan+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Gen
hissedeceğini	hisset+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
yollamadım	yolla+Verb+Neg+Past+A1sg
kuralım	kur+Verb+Pos+Opt+A1pl
büyüdükçe	büyü+Verb+Pos^DB+Adverb+AsLongAs
çoğaldıkça	çoğal+Verb+Pos^DB+Adverb+AsLongAs
iğrençleşir	iğrenç+Adj^DB+Verb+Become+Pos+Aor+A3sg
istiyordunuz	iste+Verb+Pos+Prog1+Past+A2pl
anlattıklarımdan	anla+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3pl+P1sg+Abl
kaçırmaya	kaç+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
yanaşmayacağımı	yanaş+Verb+Neg^DB+Noun+FutPart+A3sg+P1sg+Acc
evlenmelerini	evlen+Verb+Pos^DB+Noun+Inf2+A3pl+P3pl+Acc
gidiyorlar	git+Verb+Pos+Prog1+A3pl
gelmesin	gel+Verb+Neg+Imp+A3sg
yapıyorum	yap+Verb+Pos+Prog1+A1sg
etmesin	et+Verb+Neg+Imp+A3sg
koysun	koy+Verb+Pos+Imp+A3sg
bilesiniz	bil+Verb+Pos+Opt+A2pl
koruyucusudurlar	koru+Verb+Pos^DB+Adj+Agt^DB+Adj+JustLike^DB+Verb+Zero+Pres+A3pl+Cop
buyurur	buyur+Verb+Pos+Aor+A3sg
unutturan	unut+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
görmezler	gör+Verb+Neg+Aor+A3pl
anlayamıyor	anla+Verb^DB+Verb+Able+Neg+Prog1+A3sg
yapmadım	yap+Verb+Neg+Past+A1sg
izleniyordu	izle+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
bırakmasını	bırak+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
evlenmediği	evlen+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
yağdırıyordum	yağ+Verb^DB+Verb+Caus+Pos+Prog1+Past+A1sg
evleneceğini	evlen+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
ermesi	er+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
istersiniz	iste+Verb+Pos+Aor+A2pl
getirdiğimi	getir+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
döktüğümü	dök+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
ediyorsunuzdur	et+Verb+Pos+Prog1+A2pl+Cop
tutuyor	tut+Verb+Pos+Prog1+A3sg
veremezdim	ver+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
kavradığınızı	kavra+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Acc
anlayabilir	anla+Verb+Pos^DB+Verb+Able+Aor+A3sg
yürütebilirdiniz	yürü+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+Past+A2pl
sevdiğinize	sev+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Dat
karşılaşmaması	karşılaş+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
yapacağınızı	yap+Verb+Pos^DB+Noun+FutPart+A3sg+P2pl+Acc
açılır	aç+Verb^DB+Verb+Pass+Pos+Aor+A3sg
konuşmamın	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+P1sg+Gen
gördüğünüzü	gör+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Acc
konuşmanızla	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Ins
düşüreceğinden	düş+Verb^DB+Verb+Caus+Pos^DB+Noun+FutPart+A3sg+P2sg+Abl
korkmadığınız	kork+Verb+Neg^DB+Noun+PastPart+A3sg+P2pl+Nom
utanmadınız	utan+Verb+Neg+Past+A2pl
anlattığınız	anla+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P2pl
benziyordunuz	benze+Verb+Pos+Prog1+Past+A2pl
koymadınız	koy+Verb+Neg+Past+A2pl
anlamışsınız	anla+Verb+Pos+Narr+A2pl
ayrılırız	ayır+Verb^DB+Verb+Pass+Pos+Aor+A1pl
içmeyecek	iç+Verb+Neg+Fut+A3sg
ödememe	öde+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
vermezsiniz	ver+Verb+Neg+Aor+A2pl
öderim	öde+Verb+Pos+Aor+A1sg
ödersiniz	öde+Verb+Pos+Aor+A2pl
binmesine	bin+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
yağıyordu	yağ+Verb+Pos+Prog1+Past+A3sg
anlatmayacağım	anlat+Verb+Neg+Fut+A1sg
kestirdiğim	kes+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P1sg
sermişti	ser+Verb+Pos+Narr+Past+A3sg
boğuluyordum	boğ+Verb^DB+Verb+Pass+Pos+Prog1+Past+A1sg
doluyordu	dola+Verb+Pos+Prog1+Past+A3sg
çekeceğini	çek+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
olabileceğimi	ol+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P1sg+Acc
yıkmaması	yık+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
ayrılacaklardı	ayır+Verb^DB+Verb+Pass+Pos+Fut+A3pl+Past
bitmesine	bit+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
vurmuştum	vur+Verb+Pos+Narr+Past+A1sg
inleme	inle+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
yatmamış	yat+Verb+Neg+Narr+A3sg
beklemişti	bekle+Verb+Pos+Narr+Past+A3sg
bakışında	bak+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Loc
tanımamıştı	tanı+Verb+Neg+Narr+Past+A3sg
kucakladım	kucakla+Verb+Pos+Past+A1sg
sokuldu	sok+Verb^DB+Verb+Pass+Pos+Past+A3sg
sayıklıyordu	sayıkla+Verb+Pos+Prog1+Past+A3sg
yalvarıyormuş	yalvar+Verb+Pos+Prog1+Narr+A3sg
uzandıktan	uza+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
anlamaya	anla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
çalışıyormuş	çalış+Verb+Pos+Prog1+Narr+A3sg
zorladığı	zorla+Verb+Pos^DB+Adj+PastPart+P3sg
düşünemez	düşün+Verb^DB+Verb+Able+Neg+Aor+A3sg
anlaşılır	anlaş+Verb^DB+Verb+Pass+Pos+Aor+A3sg
konuşamazdı	konuş+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
anlatamayınca	anla+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adverb+When
gelememişti	gel+Verb^DB+Verb+Able+Neg+Narr+Past+A3sg
karıştırır	karış+Verb^DB+Verb+Caus+Pos+Aor+A3sg
geleceğimi	gel+Verb+Pos^DB+Noun+FutPart+A3sg+P1sg+Acc
çalacağımı	çal+Verb+Pos^DB+Noun+FutPart+A3sg+P1sg+Acc
duyunca	duy+Verb+Pos^DB+Adverb+When
uğrayıp	uğra+Verb+Pos^DB+Adverb+AfterDoingSo
veresiye	ver+Verb+Pos^DB+Noun+FeelLike+A3sg+Pnon+Dat
almıştım	al+Verb+Pos+Narr+Past+A1sg
gidecekti	git+Verb+Pos+Fut+Past+A3sg
hazırlanırken	hazırla+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
düşmek	düş+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
