rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
utandım	utan+Verb+Pos+Past+A1sg
görünüyorsunuz	görün+Verb+Pos+Prog1+A2pl
görünmüyorum	görün+Verb+Neg+Prog1+A1sg
beklenemez	bekle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kıyamam	kıy+Verb^DB+Verb+Able+Neg+Aor+A1sg
hoşsun	hoş+Adj^DB+Verb+Zero+Pres+A2sg
duracaktım	dur+Verb+Pos+Fut+Past+A1sg
durmadı	dur+Verb+Neg+Past+A3sg
hissettim	hisset+Verb+Pos+Past+A1sg
olayım	olay+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
daralıyor	daral+Verb+Pos+Prog1+A3sg
çalışırdı	çalış+Verb+Pos+Aor+Past+A3sg
boğuldu	boğ+Verb^DB+Verb+Pass+Pos+Past+A3sg
beydi	bey+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
biliyoruz	bile+Verb+Pos+Prog1+A1pl
bağlamaz	bağla+Verb+Neg+Aor+A3sg
destekledi	destekle+Verb+Pos+Past+A3sg
etmiştim	et+Verb+Pos+Narr+Past+A1sg
olmasaydım	ol+Verb+Neg+Desr+Past+A1sg
sıhhatim	sıhhat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
rahatlatıyor	rahatla+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
yaşadı	yaşa+Verb+Pos+Past+A3sg
durmamıştık	dur+Verb+Neg+Narr+Past+A1pl
durduk	dur+Verb+Pos+Past+A1pl
sürünüyorduk	sürün+Verb+Pos+Prog1+Past+A1pl
süpürüyorduk	süpür+Verb+Pos+Prog1+Past+A1pl
kaynaşmaz	kaynaş+Verb+Neg+Aor+A3sg
gelmiyor	gel+Verb+Neg+Prog1+A3sg
sarkar	sark+Verb+Pos+Aor+A3sg
neredeydi	nere+Pron+Ques+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
yukarıdaydı	yukarı+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
yattım	yat+Verb+Pos+Past+A1sg
anlaşılmaz	anlaş+Verb^DB+Verb+Pass+Neg+Aor+A3sg
şaşırmadım	şaşır+Verb+Neg+Past+A1sg
duymuşlar	duy+Verb+Pos+Narr+A3pl
sanmış	san+Verb+Pos+Narr+A3sg
duracak	dur+Verb+Pos+Fut+A3sg
duracaksın	dur+Verb+Pos+Fut+A2sg
hissedeceğim	hisset+Verb+Pos+Fut+A1sg
hissetse	hisset+Verb+Pos+Desr+A3sg
anasıymışız	ana+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Narr+A1pl
metanetliymiş	metanet+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Narr+A3sg
tıkanacakmış	tıka+Verb^DB+Verb+Pass+Pos+Fut+Narr+A3sg
yarıştılar	yarış+Verb+Pos+Past+A3pl
uyanıktı	uyanık+Adj^DB+Verb+Zero+Past+A3sg
başardı	başar+Verb+Pos+Past+A3sg
omzumdaydı	omuz+Noun+A3sg+P1sg+Loc^DB+Verb+Zero+Past+A3sg
ediyorduk	et+Verb+Pos+Prog1+Past+A1pl
yavaşlamıştık	yavaşla+Verb+Pos+Narr+Past+A1pl
üzereydim	üzere+Postp+PCNom^DB+Verb+Zero+Past+A1sg
edemezler	et+Verb^DB+Verb+Able+Neg+Aor+A3pl
getirildi	getir+Verb^DB+Verb+Pass+Pos+Past+A3sg
karıştırıyor	karış+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
dokunmuyordu	doku+Verb^DB+Verb+Pass+Neg+Prog1+Past+A3sg
çürüdük	çürü+Verb+Pos+Past+A1pl
dayamıştı	daya+Verb+Pos+Narr+Past+A3sg
sararmıştı	sarar+Verb+Pos+Narr+Past+A3sg
yapacaklar	yap+Verb+Pos+Fut+A3pl
çıkarmıyordum	çık+Verb^DB+Verb+Caus+Neg+Prog1+Past+A1sg
sürdü	sür+Verb+Pos+Past+A3sg
başlayacağız	başla+Verb+Pos+Fut+A1pl
oynayın	oyna+Verb+Pos+Imp+A2pl
izleyeyim	izle+Verb+Pos+Opt+A1sg
oturduk	otur+Verb+Pos+Past+A1pl
aşikardı	aşikar+Adj^DB+Verb+Zero+Past+A3sg
aynıydı	aynı+Adj^DB+Verb+Zero+Past+A3sg
indik	in+Verb+Pos+Past+A1pl
bırakılmıştım	bırak+Verb^DB+Verb+Pass+Pos+Narr+Past+A1sg
görmem	gör+Verb+Neg+Aor+A1sg
tırmanmam	tırman+Verb+Neg+Aor+A1sg
gerekmişti	gerek+Verb+Pos+Narr+Past+A3sg
yetiştirmişlerdi	yetiş+Verb^DB+Verb+Caus+Pos+Narr+A3pl+Past
oluşturmuşlardı	oluş+Verb^DB+Verb+Caus+Pos+Narr+A3pl+Past
düşmüş	düş+Verb+Pos+Narr+A3sg
şaşırmıştım	şaşır+Verb+Pos+Narr+Past+A1sg
okuyordu	oku+Verb+Pos+Prog1+Past+A3sg
bulaşmış	bulaş+Verb+Pos+Narr+A3sg
verilebilecek	ver+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Fut+A3sg
etmemiştim	et+Verb+Neg+Narr+Past+A1sg
sormuşumdur	sor+Verb+Pos+Narr+A1sg+Cop
davranabilirdim	davran+Verb+Pos^DB+Verb+Able+Aor+Past+A1sg
direktti	direkt+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
şaşkındım	şaşkın+Adj^DB+Verb+Zero+Past+A1sg
çırptı	çırp+Verb+Pos+Past+A3sg
kaldırdı	kaldır+Verb+Pos+Past+A3sg
vurdu	vur+Verb+Pos+Past+A3sg
vuruyordum	vur+Verb+Pos+Prog1+Past+A1sg
vuracaksın	vur+Verb+Pos+Fut+A2sg
sıçradı	sıçra+Verb+Pos+Past+A3sg
dövüşülür	döv+Verb^DB+Verb+Recip^DB+Verb+Pass+Pos+Aor+A3sg
korkuyordum	kork+Verb+Pos+Prog1+Past+A1sg
davranıştı	davran+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yapıyormuş	yap+Verb+Pos+Prog1+Narr+A3sg
susamış	susa+Verb+Pos+Narr+A3sg
görünmese	görün+Verb+Neg+Desr+A3sg
zannediyordum	zannet+Verb+Pos+Prog1+Past+A1sg
uzundu	uzun+Adj^DB+Verb+Zero+Past+A3sg
gözüküyordu	gözük+Verb+Pos+Prog1+Past+A3sg
giymiş	giy+Verb+Pos+Narr+A3sg
beyefendiydi	beyefendi+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
gelişmişti	geliş+Verb+Pos+Narr+Past+A3sg
veriyormuş	ver+Verb+Pos+Prog1+Narr+A3sg
gösterir	göster+Verb+Pos+Aor+A3sg
şaşırmamıştım	şaşır+Verb+Neg+Narr+Past+A1sg
küçülmüştü	küçül+Verb+Pos+Narr+Past+A3sg
morarmış	morar+Verb+Pos+Narr+A3sg
bakmasıydı	bak+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
uyandırmıştı	uyan+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
vuramadı	vur+Verb^DB+Verb+Able+Neg+Past+A3sg
kalkıyordu	kalk+Verb+Pos+Prog1+Past+A3sg
bitirecekmiş	bit+Verb^DB+Verb+Caus+Pos+Fut+Narr+A3sg
yürüyordu	yürü+Verb+Pos+Prog1+Past+A3sg
kazandın	kazan+Verb+Pos+Past+A2sg
başlatmış	başla+Verb^DB+Verb+Caus+Pos+Narr+A3sg
olmasam	ol+Verb+Neg+Desr+A1sg
yaşıyordum	yaşa+Verb+Pos+Prog1+Past+A1sg
hissediyordum	hisset+Verb+Pos+Prog1+Past+A1sg
sildim	sil+Verb+Pos+Past+A1sg
çağırdı	çağır+Verb+Pos+Past+A3sg
öpebilirsin	öp+Verb+Pos^DB+Verb+Able+Aor+A2sg
öptüm	öp+Verb+Pos+Past+A1sg
verirdim	ver+Verb+Pos+Aor+Past+A1sg
farksızdı	fark+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
aydınlatıyordu	aydınlat+Verb+Pos+Prog1+Past+A3sg
huzurum	huzur+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
kaçıyordu	kaç+Verb+Pos+Prog1+Past+A3sg
inanıyordum	inan+Verb+Pos+Prog1+Past+A1sg
üzerimdeydi	üzer+Noun+A3sg+P1sg+Loc^DB+Verb+Zero+Past+A3sg
soracaktı	sor+Verb+Pos+Fut+Past+A3sg
atmadım	at+Verb+Neg+Past+A1sg
tedirgindim	tedirgin+Adj^DB+Verb+Zero+Past+A1sg
götüreceklerdi	götür+Verb+Pos+Fut+A3pl+Past
lekelemişti	lekele+Verb+Pos+Narr+Past+A3sg
kanatmıştı	kana+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
inanılmaz	inan+Verb^DB+Verb+Pass+Neg+Aor+A3sg
uyduruyordum	uy+Verb^DB+Verb+Caus+Pos+Prog1+Past+A1sg
gelecektim	gel+Verb+Pos+Fut+Past+A1sg
istemiş	iste+Verb+Pos+Narr+A3sg
dövecekler	döv+Verb+Pos+Fut+A3pl
olabilirdi	ol+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
olmalıydılar	ol+Verb+Pos+Neces+Past+A3pl
bahsedilmedi	bahset+Verb^DB+Verb+Pass+Neg+Past+A3sg
anlaşılmamıştı	anlaş+Verb^DB+Verb+Pass+Neg+Narr+Past+A3sg
görmesin	gör+Verb+Neg+Imp+A3sg
örttüm	ört+Verb+Pos+Past+A1sg
sandalyeydi	sandalye+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yapardık	yap+Verb+Pos+Aor+Past+A1pl
götürmüştüm	götür+Verb+Pos+Narr+Past+A1sg
verilmişti	ver+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
özetleyeceğim	özetle+Verb+Pos+Fut+A1sg
düşünür	düşün+Verb+Pos+Aor+A3sg
yakınımızdaydı	yakın+Adj^DB+Noun+Zero+A3sg+P1pl+Loc^DB+Verb+Zero+Past+A3sg
çıkarıyordu	çık+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
gösteriyor	göster+Verb+Pos+Prog1+A3sg
aşağılıyor	aşağıla+Verb+Pos+Prog1+A3sg
davranıyor	davran+Verb+Pos+Prog1+A3sg
yanımızdaysa	yan+Noun+A3sg+P1pl+Loc^DB+Verb+Zero+Cond+A3sg
güzelleşmiyor	güzel+Adj^DB+Verb+Become+Neg+Prog1+A3sg
güzelleşiyordu	güzel+Adj^DB+Verb+Become+Pos+Prog1+Past+A3sg
içindeyse	iç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Cond+A3sg
anlaşılamıyordu	anlaş+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+Past+A3sg
şaşırıyordum	şaşır+Verb+Pos+Prog1+Past+A1sg
onurum	onur+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
söylerdi	söyle+Verb+Pos+Aor+Past+A3sg
bahaneydi	bahane+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
çıksın	çık+Verb+Pos+Imp+A3sg
körükleyin	körükle+Verb+Pos+Imp+A2pl
yükselsin	yüksel+Verb+Pos+Imp+A3sg
gitmiş	git+Verb+Pos+Narr+A3sg
getirdik	getir+Verb+Pos+Past+A1pl
yapabilirdim	yap+Verb+Pos^DB+Verb+Able+Aor+Past+A1sg
düşerdi	düş+Verb+Pos+Aor+Past+A3sg
olmasaydı	ol+Verb+Neg+Desr+Past+A3sg
bahsederdim	bahset+Verb+Pos+Aor+Past+A1sg
canlandıracaktı	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Fut+Past+A3sg
güvenmiyordum	güven+Verb+Neg+Prog1+Past+A1sg
anlatıyordum	anlat+Verb+Pos+Prog1+Past+A1sg
ilgileniyordu	ilgilen+Verb+Pos+Prog1+Past+A3sg
kesilmiyor	kes+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
karartıyordu	karar+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
ellerim	elle+Verb+Pos+Aor+A1sg
çıkarabilecek	çık+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Fut+A3sg
çıkartırdım	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos+Aor+Past+A1sg
iticiydi	it+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
konuşamazmış	konuş+Verb^DB+Verb+Able+Neg+Aor+Narr+A3sg
kaldırır	kaldır+Verb+Pos+Aor+A3sg
pişirecekmiş	piş+Verb^DB+Verb+Caus+Pos+Fut+Narr+A3sg
getirirdi	getir+Verb+Pos+Aor+Past+A3sg
başlardı	başla+Verb+Pos+Aor+Past+A3sg
kaldır	kaldır+Verb+Pos+Imp+A2sg
dağıtırdı	dağıt+Verb+Pos+Aor+Past+A3sg
tutardı	tut+Verb+Pos+Aor+Past+A3sg
düşünmüşümdür	düşün+Verb+Pos+Narr+A1sg+Cop
alamazsınız	al+Verb^DB+Verb+Able+Neg+Aor+A2pl
serttir	sert+Adj^DB+Verb+Zero+Pres+A3sg+Cop
kurulmuştur	kur+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
örtülüdür	örtü+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
örülüdür	örü+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
salmıştır	sal+Verb+Pos+Narr+A3sg+Cop
getiriliyor	getir+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
paslanmış	pas+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Narr+A3sg
bulduk	bul+Verb+Pos+Past+A1pl
ayrılıyor	ayır+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
girmedi	gir+Verb+Neg+Past+A3sg
çıkarıyor	çık+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
giderler	git+Verb+Pos+Aor+A3pl
yollanıyor	yolla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
edilmiş	et+Verb^DB+Verb+Pass+Pos+Narr+A3sg
sığmaz	sığ+Verb+Neg+Aor+A3sg
tutuyoruz	tut+Verb+Pos+Prog1+A1pl
atılıyor	at+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
edilmezler	et+Verb^DB+Verb+Pass+Neg+Aor+A3pl
kalıyordum	kal+Verb+Pos+Prog1+Past+A1sg
tasarlamış	tasarla+Verb+Pos+Narr+A3sg
kaçırabilmişse	kaç+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Narr+Cond+A3sg
kaçırmıştı	kaç+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
sökülmüş	sök+Verb^DB+Verb+Pass+Pos+Narr+A3sg
kaldırılmıştı	kal+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+Past+A3sg
çağırıyor	çağır+Verb+Pos+Prog1+A3sg
gösteriyorlardı	göster+Verb+Pos+Prog1+A3pl+Past
sanıyorlardı	san+Verb+Pos+Prog1+A3pl+Past
verecektim	ver+Verb+Pos+Fut+Past+A1sg
geçiriyordum	geç+Verb^DB+Verb+Caus+Pos+Prog1+Past+A1sg
yaklaştırmıştı	yaklaş+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
dokunaklıydı	dokunak+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
getirilmezlerse	getir+Verb^DB+Verb+Pass+Neg+Aor+A3pl+Cond
dağıtıyor	dağıt+Verb+Pos+Prog1+A3sg
konuşuyordu	konuş+Verb+Pos+Prog1+Past+A3sg
kesilmişti	kes+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
yiyorlardı	ye+Verb+Pos+Prog1+A3pl+Past
erkekti	erkek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
sevindirdi	sevin+Verb^DB+Verb+Caus+Pos+Past+A3sg
unutulmuştu	unut+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
yemeğindeydik	yemek+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A1pl
emretti	emret+Verb+Pos+Past+A3sg
değerliydi	değer+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
getirdiler	getir+Verb+Pos+Past+A3pl
bitirir	bit+Verb^DB+Verb+Caus+Pos+Aor+A3sg
bitirmez	bit+Verb^DB+Verb+Caus+Neg+Aor+A3sg
şapırdattı	şapırda+Verb^DB+Verb+Caus+Pos+Past+A3sg
öğrenirse	öğren+Verb+Pos+Aor+Cond+A3sg
diretiyor	dire+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
korkuyorsunuz	kork+Verb+Pos+Prog1+A2pl
yaklaştık	yaklaş+Verb+Pos+Past+A1pl
gördük	gör+Verb+Pos+Past+A1pl
duyduk	duy+Verb+Pos+Past+A1pl
gönderdiler	gönder+Verb+Pos+Past+A3pl
şaştı	şaş+Verb+Pos+Past+A3sg
yükseldi	yüksel+Verb+Pos+Past+A3sg
övdü	öv+Verb+Pos+Past+A3sg
anlatır	anla+Verb^DB+Verb+Caus+Pos+Aor+A3sg
eğdim	eğ+Verb+Pos+Past+A1sg
hoştu	hoş+Adj^DB+Verb+Zero+Past+A3sg
hazinesiydi	hazine+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
çiçeğiydi	çiçek+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
kapandı	kapa+Verb^DB+Verb+Pass+Pos+Past+A3sg
baktık	bak+Verb+Pos+Past+A1pl
döndük	dön+Verb+Pos+Past+A1pl
olmuştur	ol+Verb+Pos+Narr+A3sg+Cop
hazırlanıyordum	hazırla+Verb^DB+Verb+Pass+Pos+Prog1+Past+A1sg
değildim	değil+Verb+Neg+Past+A1sg
okudum	oku+Verb+Pos+Past+A1sg
bulunmuş	bulun+Verb+Pos+Narr+A3sg
alışılmış	alış+Verb^DB+Verb+Pass+Pos+Narr+A3sg
akıyordu	ak+Verb+Pos+Prog1+Past+A3sg
inmedim	in+Verb+Neg+Past+A1sg
sallanıyordu	salla+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
nezleymiş	nezle+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Narr+A3sg
edeyim	et+Verb+Pos+Opt+A1sg
sarılmış	sar+Verb^DB+Verb+Pass+Pos+Narr+A3sg
fetholunmuş	fetholun+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Narr+A3sg
hüzünlüydü	hüzün+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
aştım	aş+Verb+Pos+Past+A1sg
ayrıldım	ayır+Verb^DB+Verb+Pass+Pos+Past+A1sg
yakalanışımdır	yakala+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg+Cop
aşıyor	aş+Verb+Pos+Prog1+A3sg
aydınlanmış	aydınlan+Verb+Pos+Narr+A3sg
manastır	manas+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bırakıyordu	bırak+Verb+Pos+Prog1+Past+A3sg
oynamış	oyna+Verb+Pos+Narr+A3sg
kesiyorlardı	kes+Verb+Pos+Prog1+A3pl+Past
yapmaktaydı	yap+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
eserim	eser+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
yazılmış	yaz+Verb^DB+Verb+Pass+Pos+Narr+A3sg
bezenmişti	beze+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
konuşmaydı	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
güldük	gül+Verb+Pos+Past+A1pl
çıkmıştır	çık+Verb+Pos+Narr+A3sg+Cop
karşılanmış	karşıla+Verb^DB+Verb+Pass+Pos+Narr+A3sg
uzaklaşmış	uzak+Adj^DB+Verb+Become+Pos+Narr+A3sg
edilmiştir	et+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
almışlardır	al+Verb+Pos+Narr+A3pl+Cop
karışımıdır	karışım+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
saklanır	sakla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yasaktır	yasak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sapmış	sap+Verb+Pos+Narr+A3sg
uğramış	uğra+Verb+Pos+Narr+A3sg
sayılmazsa	say+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
edilemiyor	et+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
sarılmaktır	sar+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
deniyor	de+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
derler	de+Verb+Pos+Aor+A3pl
kullanırlar	kullan+Verb+Pos+Aor+A3pl
etmelidir	et+Verb+Pos+Neces+A3sg+Cop
karşılaşır	karşılaş+Verb+Pos+Aor+A3sg
öldürürler	öl+Verb^DB+Verb+Caus+Pos+Aor+A3pl
rastlar	rastla+Verb+Pos+Aor+A3sg
tanınırsa	tanı+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
öldü	öl+Verb+Pos+Past+A3sg
yoksuldu	yoksul+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
taşındılar	taşın+Verb+Pos+Past+A3pl
bulunabildi	bul+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Past+A3sg
etkiliyor	etkile+Verb+Pos+Prog1+A3sg
sağlıyordu	sağla+Verb+Pos+Prog1+Past+A3sg
seçilmiş	seç+Verb^DB+Verb+Pass+Pos+Narr+A3sg
addı	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
basmıştı	bas+Verb+Pos+Narr+Past+A3sg
sayılabilir	say+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yerleşti	yerleş+Verb+Pos+Past+A3sg
tanıştı	tanış+Verb+Pos+Past+A3sg
katıldı	kat+Verb^DB+Verb+Pass+Pos+Past+A3sg
benimsedi	benimse+Verb+Pos+Past+A3sg
bağışladı	bağışla+Verb+Pos+Past+A3sg
tutuklandı	tutukla+Verb^DB+Verb+Pass+Pos+Past+A3sg
bırakıldı	bırak+Verb^DB+Verb+Pass+Pos+Past+A3sg
anlaşıldı	anlaş+Verb^DB+Verb+Pass+Pos+Past+A3sg
seçildi	seç+Verb^DB+Verb+Pass+Pos+Past+A3sg
bulunmaktı	bulun+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
topladı	topla+Verb+Pos+Past+A3sg
bırakıyor	bırak+Verb+Pos+Prog1+A3sg
yapılıyordu	yap+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
kopartmamış	kop+Verb^DB+Verb+Caus^DB+Verb+Caus+Neg+Narr+A3sg
vazgeçilmez	vazgeç+Verb^DB+Verb+Pass+Neg+Aor+A3sg
tutmaktaydı	tut+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
birleşti	birleş+Verb+Pos+Past+A3sg
korudu	koru+Verb+Pos+Past+A3sg
saklamadı	sakla+Verb+Neg+Past+A3sg
oluşturdu	oluş+Verb^DB+Verb+Caus+Pos+Past+A3sg
kazandırmaktı	kazan+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yayımlandı	yayımla+Verb^DB+Verb+Pass+Pos+Past+A3sg
izledi	izle+Verb+Pos+Past+A3sg
müjdeliyordu	müjdele+Verb+Pos+Prog1+Past+A3sg
alınıyordu	al+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
aktarıyordu	aktar+Verb+Pos+Prog1+Past+A3sg
dönüşüyorlardı	dönüş+Verb+Pos+Prog1+A3pl+Past
yayılmış	yay+Verb^DB+Verb+Pass+Pos+Narr+A3sg
sürülüyor	sür+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
karşılaştırılıyordu	karşılaştır+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
sergilemese	sergile+Verb+Neg+Desr+A3sg
beğenildi	beğen+Verb^DB+Verb+Pass+Pos+Past+A3sg
yayımladı	yayımla+Verb+Pos+Past+A3sg
doldurmuştur	dol+Verb^DB+Verb+Caus+Pos+Narr+A3sg+Cop
kazandı	kazan+Verb+Pos+Past+A3sg
tanımlamış	tanımla+Verb+Pos+Narr+A3sg
aktarmıştır	aktar+Verb+Pos+Narr+A3sg+Cop
söylenir	söyle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yapıtlardır	yapıt+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
üslubudur	üslup+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bilmiştir	bil+Verb+Pos+Narr+A3sg+Cop
göstermiştir	göster+Verb+Pos+Narr+A3sg+Cop
geçivermiş	geç+Verb+Pos^DB+Verb+Hastily+Narr+A3sg
çıkarmıştır	çık+Verb^DB+Verb+Caus+Pos+Narr+A3sg+Cop
rastlanırsa	rastla+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
istenmez	iste+Verb^DB+Verb+Pass+Neg+Aor+A3sg
çoğunluktadır	çoğunluk+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
benimsemedi	benimse+Verb+Neg+Past+A3sg
izler	izle+Verb+Pos+Aor+A3sg
edilir	et+Verb^DB+Verb+Pass+Pos+Aor+A3sg
bakılmamış	bak+Verb^DB+Verb+Pass+Neg+Narr+A3sg
tanımlamasıdır	tanımla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kullanmış	kullan+Verb+Pos+Narr+A3sg
tanımlama	tanımla+Verb+Neg+Imp+A2sg
koymuştur	koy+Verb+Pos+Narr+A3sg+Cop
tutumudur	tutum+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
korumuştur	koru+Verb+Pos+Narr+A3sg+Cop
artmıştır	art+Verb+Pos+Narr+A3sg+Cop
aşmaktadır	aş+Verb+Pos+Prog2+A3sg+Cop
verilmiştir	ver+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
anlatmaktadır	anlat+Verb+Pos+Prog2+A3sg+Cop
yaratılmış	yarat+Verb^DB+Verb+Pass+Pos+Narr+A3sg
atamayacağız	at+Verb^DB+Verb+Able+Neg+Fut+A1pl
realizmdir	realizm+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
başlıyordu	başla+Verb+Pos+Prog1+Past+A3sg
yaladı	yala+Verb+Pos+Past+A3sg
bulamamış	bul+Verb^DB+Verb+Able+Neg+Narr+A3sg
yürüyorlardı	yürü+Verb+Pos+Prog1+A3pl+Past
karışıyordu	karış+Verb+Pos+Prog1+Past+A3sg
homurdanır	homurda+Verb^DB+Verb+Pass+Pos+Aor+A3sg
dökerdi	dök+Verb+Pos+Aor+Past+A3sg
