hafta	hafta+Noun+A3sg+Pnon+Nom
mektup	mektup+Noun+A3sg+Pnon+Nom
söğüt	söğüt+Noun+A3sg+Pnon+Nom
saçak	saçak+Noun+A3sg+Pnon+Nom
domuz	domuz+Noun+A3sg+Pnon+Nom
sabun	sabun+Noun+A3sg+Pnon+Nom
yazar	yazar+Noun+A3sg+Pnon+Nom
harita	harita+Noun+A3sg+Pnon+Nom
kartpostal	kartpostal+Noun+A3sg+Pnon+Nom
alaylı	alaylı+Noun+A3sg+Pnon+Nom
kerata	kerata+Noun+A3sg+Pnon+Nom
hergele	hergele+Noun+A3sg+Pnon+Nom
ocak	ocak+Noun+A3sg+Pnon+Nom
bay	bay+Noun+A3sg+Pnon+Nom
cumartesi	cumartesi+Noun+A3sg+Pnon+Nom
rom	rom+Noun+A3sg+Pnon+Nom
kilise	kilise+Noun+A3sg+Pnon+Nom
gezinti	gezinti+Noun+A3sg+Pnon+Nom
saçı	saçı+Noun+A3sg+Pnon+Nom
çingene	çingene+Noun+A3sg+Pnon+Nom
kaçak	kaçak+Noun+A3sg+Pnon+Nom
baskı	baskı+Noun+A3sg+Pnon+Nom
gösteri	gösteri+Noun+A3sg+Pnon+Nom
kaşık	kaşık+Noun+A3sg+Pnon+Nom
eğe	eğe+Noun+A3sg+Pnon+Nom
şilin	şilin+Noun+A3sg+Pnon+Nom
aval	aval+Noun+A3sg+Pnon+Nom
gayret	gayret+Noun+A3sg+Pnon+Nom
muzaffer	muzaffer+Noun+A3sg+Pnon+Nom
banknot	banknot+Noun+A3sg+Pnon+Nom
sığır	sığır+Noun+A3sg+Pnon+Nom
anlaşma	anlaşma+Noun+A3sg+Pnon+Nom
çarşamba	çarşamba+Noun+A3sg+Pnon+Nom
kare	kare+Noun+A3sg+Pnon+Nom
bira	bira+Noun+A3sg+Pnon+Nom
kasıt	kasıt+Noun+A3sg+Pnon+Nom
lahana	lahana+Noun+A3sg+Pnon+Nom
şimşir	şimşir+Noun+A3sg+Pnon+Nom
dalkavuk	dalkavuk+Noun+A3sg+Pnon+Nom
yas	yas+Noun+A3sg+Pnon+Nom
yordam	yordam+Noun+A3sg+Pnon+Nom
tokat	tokat+Noun+A3sg+Pnon+Nom
kıyım	kıyım+Noun+A3sg+Pnon+Nom
sakal	sakal+Noun+A3sg+Pnon+Nom
tuvalet	tuvalet+Noun+A3sg+Pnon+Nom
duman	duman+Noun+A3sg+Pnon+Nom
küf	küf+Noun+A3sg+Pnon+Nom
lime	lime+Noun+A3sg+Pnon+Nom
obje	obje+Noun+A3sg+Pnon+Nom
ziyafet	ziyafet+Noun+A3sg+Pnon+Nom
pasta	pasta+Noun+A3sg+Pnon+Nom
taklit	taklit+Noun+A3sg+Pnon+Nom
şahit	şahit+Noun+A3sg+Pnon+Nom
zencefil	zencefil+Noun+A3sg+Pnon+Nom
amonyum	amonyum+Noun+A3sg+Pnon+Nom
sindirim	sindirim+Noun+A3sg+Pnon+Nom
ceviz	ceviz+Noun+A3sg+Pnon+Nom
esmer	esmer+Noun+A3sg+Pnon+Nom
mazur	mazur+Noun+A3sg+Pnon+Nom
doğum	doğum+Noun+A3sg+Pnon+Nom
müsaade	müsaade+Noun+A3sg+Pnon+Nom
teşebbüs	teşebbüs+Noun+A3sg+Pnon+Nom
tenezzül	tenezzül+Noun+A3sg+Pnon+Nom
düzine	düzine+Noun+A3sg+Pnon+Nom
salatalık	salatalık+Noun+A3sg+Pnon+Nom
yumru	yumru+Noun+A3sg+Pnon+Nom
pat	pat+Noun+A3sg+Pnon+Nom
sirke	sirke+Noun+A3sg+Pnon+Nom
sünger	sünger+Noun+A3sg+Pnon+Nom
mekanik	mekanik+Noun+A3sg+Pnon+Nom
maharet	maharet+Noun+A3sg+Pnon+Nom
sürpriz	sürpriz+Noun+A3sg+Pnon+Nom
bere	bere+Noun+A3sg+Pnon+Nom
kum	kum+Noun+A3sg+Pnon+Nom
had	had+Noun+A3sg+Pnon+Nom
tabanca	tabanca+Noun+A3sg+Pnon+Nom
kolaçan	kolaçan+Noun+A3sg+Pnon+Nom
çırak	çırak+Noun+A3sg+Pnon+Nom
hoşgörü	hoşgörü+Noun+A3sg+Pnon+Nom
abartı	abartı+Noun+A3sg+Pnon+Nom
nevi	nevi+Noun+A3sg+Pnon+Nom
itiraf	itiraf+Noun+A3sg+Pnon+Nom
dingil	dingil+Noun+A3sg+Pnon+Nom
ün	ün+Noun+A3sg+Pnon+Nom
akar	akar+Noun+A3sg+Pnon+Nom
çelik	çelik+Noun+A3sg+Pnon+Nom
seyyah	seyyah+Noun+A3sg+Pnon+Nom
rekabet	rekabet+Noun+A3sg+Pnon+Nom
yılan	yılan+Noun+A3sg+Pnon+Nom
iman	iman+Noun+A3sg+Pnon+Nom
haremağası	haremağası+Noun+A3sg+P3sg+Nom
şarap	şarap+Noun+A3sg+Pnon+Nom
atak	atak+Noun+A3sg+Pnon+Nom
doktor	doktor+Noun+A3sg+Pnon+Nom
tütün	tütün+Noun+A3sg+Pnon+Nom
esir	esir+Noun+A3sg+Pnon+Nom
işgal	işgal+Noun+A3sg+Pnon+Nom
tercüman	tercüman+Noun+A3sg+Pnon+Nom
hadım	hadım+Noun+A3sg+Pnon+Nom
nasip	nasip+Noun+A3sg+Pnon+Nom
veba	veba+Noun+A3sg+Pnon+Nom
dilenci	dilenci+Noun+A3sg+Pnon+Nom
muayene	muayene+Noun+A3sg+Pnon+Nom
armağan	armağan+Noun+A3sg+Pnon+Nom
topluluk	topluluk+Noun+A3sg+Pnon+Nom
eleştiri	eleştiri+Noun+A3sg+Pnon+Nom
perhiz	perhiz+Noun+A3sg+Pnon+Nom
redaktör	redaktör+Noun+A3sg+Pnon+Nom
mezhep	mezhep+Noun+A3sg+Pnon+Nom
telakki	telakki+Noun+A3sg+Pnon+Nom
doktrin	doktrin+Noun+A3sg+Pnon+Nom
gelenek	gelenek+Noun+A3sg+Pnon+Nom
olmuştutur	olmuştutur+Noun+A3sg+Pnon+Nom
ahenk	ahenk+Noun+A3sg+Pnon+Nom
şatt	şatt+Noun+A3sg+Pnon+Nom
ave	ave+Noun+A3sg+Pnon+Nom
misal	misal+Noun+A3sg+Pnon+Nom
nalbant	nalbant+Noun+A3sg+Pnon+Nom
sulker	sulker+Noun+A3sg+Pnon+Nom
bulaşıkçı	bulaşıkçı+Noun+A3sg+Pnon+Nom
ikon	ikon+Noun+A3sg+Pnon+Nom
dok	dok+Noun+A3sg+Pnon+Nom
burevestnike	burevestnike+Noun+A3sg+Pnon+Nom
yayınevi	yayınevi+Noun+A3sg+P3sg+Nom
sürgün	sürgün+Noun+A3sg+Pnon+Nom
uğrak	uğrak+Noun+A3sg+Pnon+Nom
elit	elit+Noun+A3sg+Pnon+Nom
edebiyat	edebiyat+Noun+A3sg+Pnon+Nom
hizmet	hizmet+Noun+A3sg+Pnon+Nom
eğilim	eğilim+Noun+A3sg+Pnon+Nom
barışçı	barışçı+Noun+A3sg+Pnon+Nom
kültür	kültür+Noun+A3sg+Pnon+Nom
liman	liman+Noun+A3sg+Pnon+Nom
şest	şest+Noun+A3sg+Pnon+Nom
i	i+Noun+A3sg+Pnon+Nom
yönetici	yönetici+Noun+A3sg+Pnon+Nom
özgeçmiş	özgeçmiş+Noun+A3sg+Pnon+Nom
çocukluk	çocukluk+Noun+A3sg+Pnon+Nom
dökme	dökme+Noun+A3sg+Pnon+Nom
gözlemci	gözlemci+Noun+A3sg+Pnon+Nom
üslup	üslup+Noun+A3sg+Pnon+Nom
hakim	hakim+Noun+A3sg+Pnon+Nom
unsur	unsur+Noun+A3sg+Pnon+Nom
inilti	inilti+Noun+A3sg+Pnon+Nom
kas	kas+Noun+A3sg+Pnon+Nom
börek	börek+Noun+A3sg+Pnon+Nom
şemsiye	şemsiye+Noun+A3sg+Pnon+Nom
kıvılcım	kıvılcım+Noun+A3sg+Pnon+Nom
tertip	tertip+Noun+A3sg+Pnon+Nom
çalar	çalar+Noun+A3sg+Pnon+Nom
sara	sara+Noun+A3sg+Pnon+Nom
miras	miras+Noun+A3sg+Pnon+Nom
sıfat	sıfat+Noun+A3sg+Pnon+Nom
metres	metres+Noun+A3sg+Pnon+Nom
votka	votka+Noun+A3sg+Pnon+Nom
gıcırtadarak	gıcırtadarak+Noun+A3sg+Pnon+Nom
arsenik	arsenik+Noun+A3sg+Pnon+Nom
tavsiye	tavsiye+Noun+A3sg+Pnon+Nom
ameliyat	ameliyat+Noun+A3sg+Pnon+Nom
haç	haç+Noun+A3sg+Pnon+Nom
sorhoş	sorhoş+Noun+A3sg+Pnon+Nom
içecek	içecek+Noun+A3sg+Pnon+Nom
eziyet	eziyet+Noun+A3sg+Pnon+Nom
buz	buz+Noun+A3sg+Pnon+Nom
bölme	bölme+Noun+A3sg+Pnon+Nom
dörtgen	dörtgen+Noun+A3sg+Pnon+Nom
konsol	konsol+Noun+A3sg+Pnon+Nom
tablo	tablo+Noun+A3sg+Pnon+Nom
kadril	kadril+Noun+A3sg+Pnon+Nom
polka	polka+Noun+A3sg+Pnon+Nom
tüfek	tüfek+Noun+A3sg+Pnon+Nom
lakırdı	lakırdı+Noun+A3sg+Pnon+Nom
tespit	tespit+Noun+A3sg+Pnon+Nom
ipek	ipek+Noun+A3sg+Pnon+Nom
blok	blok+Noun+A3sg+Pnon+Nom
övünç	övünç+Noun+A3sg+Pnon+Nom
övgü	övgü+Noun+A3sg+Pnon+Nom
adres	adres+Noun+A3sg+Pnon+Nom
etiket	etiket+Noun+A3sg+Pnon+Nom
hukuk	hukuk+Noun+A3sg+Pnon+Nom
magazin	magazin+Noun+A3sg+Pnon+Nom
fotoğraf	fotoğraf+Noun+A3sg+Pnon+Nom
metre	metre+Noun+A3sg+Pnon+Nom
ısırgan	ısırgan+Noun+A3sg+Pnon+Nom
kurşuni	kurşuni+Noun+A3sg+Pnon+Nom
taklak	taklak+Noun+A3sg+Pnon+Nom
çan	çan+Noun+A3sg+Pnon+Nom
köpoğlu	köpoğlu+Noun+A3sg+Pnon+Nom
ima	ima+Noun+A3sg+Pnon+Nom
kurbağa	kurbağa+Noun+A3sg+Pnon+Nom
yılanbalığı	yılanbalığı+Noun+A3sg+P3sg+Nom
nesne	nesne+Noun+A3sg+Pnon+Nom
iğne	iğne+Noun+A3sg+Pnon+Nom
düğüm	düğüm+Noun+A3sg+Pnon+Nom
önlük	önlük+Noun+A3sg+Pnon+Nom
mermi	mermi+Noun+A3sg+Pnon+Nom
maymun	maymun+Noun+A3sg+Pnon+Nom
tereyağı	tereyağı+Noun+A3sg+P3sg+Nom
merhem	merhem+Noun+A3sg+Pnon+Nom
ısırık	ısırık+Noun+A3sg+Pnon+Nom
hap	hap+Noun+A3sg+Pnon+Nom
katran	katran+Noun+A3sg+Pnon+Nom
iksir	iksir+Noun+A3sg+Pnon+Nom
litre	litre+Noun+A3sg+Pnon+Nom
işbirliği	işbirliği+Noun+A3sg+P3sg+Nom
zapt	zapt+Noun+A3sg+Pnon+Nom
bakır	bakır+Noun+A3sg+Pnon+Nom
egzersiz	egzersiz+Noun+A3sg+Pnon+Nom
tavan	tavan+Noun+A3sg+Pnon+Nom
tığ	tığ+Noun+A3sg+Pnon+Nom
cinayet	cinayet+Noun+A3sg+Pnon+Nom
soygun	soygun+Noun+A3sg+Pnon+Nom
ilkbahar	ilkbahar+Noun+A3sg+Pnon+Nom
med	med+Noun+A3sg+Pnon+Nom
kibrit	kibrit+Noun+A3sg+Pnon+Nom
çatırtı	çatırtı+Noun+A3sg+Pnon+Nom
tavşan	tavşan+Noun+A3sg+Pnon+Nom
peynir	peynir+Noun+A3sg+Pnon+Nom
kavanoz	kavanoz+Noun+A3sg+Pnon+Nom
kıyma	kıyma+Noun+A3sg+Pnon+Nom
kanyak	kanyak+Noun+A3sg+Pnon+Nom
meyan	meyan+Noun+A3sg+Pnon+Nom
sis	sis+Noun+A3sg+Pnon+Nom
hayalet	hayalet+Noun+A3sg+Pnon+Nom
öküz	öküz+Noun+A3sg+Pnon+Nom
dindar	dindar+Noun+A3sg+Pnon+Nom
küt	küt+Noun+A3sg+Pnon+Nom
şırıltı	şırıltı+Noun+A3sg+Pnon+Nom
memnuniyet	memnuniyet+Noun+A3sg+Pnon+Nom
tahrik	tahrik+Noun+A3sg+Pnon+Nom
sohbet	sohbet+Noun+A3sg+Pnon+Nom
dö	dö+Noun+A3sg+Pnon+Nom
madam	madam+Noun+A3sg+Pnon+Nom
öğüt	öğüt+Noun+A3sg+Pnon+Nom
buhran	buhran+Noun+A3sg+Pnon+Nom
fahişe	fahişe+Noun+A3sg+Pnon+Nom
ı	ı+Noun+A3sg+Pnon+Nom
mesel	mesel+Noun+A3sg+Pnon+Nom
şair	şair+Noun+A3sg+Pnon+Nom
saba	saba+Noun+A3sg+Pnon+Nom
istisna	istisna+Noun+A3sg+Pnon+Nom
akl	akl+Noun+A3sg+Pnon+Nom
doktora	doktora+Noun+A3sg+Pnon+Nom
antika	antika+Noun+A3sg+Pnon+Nom
alacak	alacak+Noun+A3sg+Pnon+Nom
sevda	sevda+Noun+A3sg+Pnon+Nom
çıkararabilecek	çıkararabilecek+Noun+A3sg+Pnon+Nom
beyzade	beyzade+Noun+A3sg+Pnon+Nom
kumarbaz	kumarbaz+Noun+A3sg+Pnon+Nom
casus	casus+Noun+A3sg+Pnon+Nom
babalık	babalık+Noun+A3sg+Pnon+Nom
çorap	çorap+Noun+A3sg+Pnon+Nom
tosun	tosun+Noun+A3sg+Pnon+Nom
kuzu	kuzu+Noun+A3sg+Pnon+Nom
zampara	zampara+Noun+A3sg+Pnon+Nom
zenaat	zenaat+Noun+A3sg+Pnon+Nom
ispat	ispat+Noun+A3sg+Pnon+Nom
pazarlık	pazarlık+Noun+A3sg+Pnon+Nom
sene	sene+Noun+A3sg+Pnon+Nom
ücret	ücret+Noun+A3sg+Pnon+Nom
imtiyaz	imtiyaz+Noun+A3sg+Pnon+Nom
fil	fil+Noun+A3sg+Pnon+Nom
endişelenm	endişelenm+Noun+A3sg+Pnon+Nom
zifaf	zifaf+Noun+A3sg+Pnon+Nom
küm	küm+Noun+A3sg+Pnon+Nom
teslim	teslim+Noun+A3sg+Pnon+Nom
orospu	orospu+Noun+A3sg+Pnon+Nom
ham	ham+Noun+A3sg+Pnon+Nom
marki	marki+Noun+A3sg+Pnon+Nom
emlak	emlak+Noun+A3pl+Pnon+Nom
döz	döz+Noun+A3sg+Pnon+Nom
diderek	diderek+Noun+A3sg+Pnon+Nom
tebrik	tebrik+Noun+A3sg+Pnon+Nom
dahil	dahil+Noun+A3sg+Pnon+Nom
takdis	takdis+Noun+A3sg+Pnon+Nom
gam	gam+Noun+A3sg+Pnon+Nom
vasıta	vasıta+Noun+A3sg+Pnon+Nom
kefen	kefen+Noun+A3sg+Pnon+Nom
elveda	elveda+Noun+A3sg+Pnon+Nom
teşhir	teşhir+Noun+A3sg+Pnon+Nom
portmanto	portmanto+Noun+A3sg+Pnon+Nom
itaat	itaat+Noun+A3sg+Pnon+Nom
aday	aday+Noun+A3sg+Pnon+Nom
şakacı	şakacı+Noun+A3sg+Pnon+Nom
dü	dü+Noun+A3sg+Pnon+Nom
kuruş	kuruş+Noun+A3sg+Pnon+Nom
özen	özen+Noun+A3sg+Pnon+Nom
misk	misk+Noun+A3sg+Pnon+Nom
makyaj	makyaj+Noun+A3sg+Pnon+Nom
eteklik	eteklik+Noun+A3sg+Pnon+Nom
redingot	redingot+Noun+A3sg+Pnon+Nom
bone	bone+Noun+A3sg+Pnon+Nom
manto	manto+Noun+A3sg+Pnon+Nom
sığ	sığ+Noun+A3sg+Pnon+Nom
çalım	çalım+Noun+A3sg+Pnon+Nom
burjuva	burjuva+Noun+A3sg+Pnon+Nom
neşter	neşter+Noun+A3sg+Pnon+Nom
bünye	bünye+Noun+A3sg+Pnon+Nom
prestij	prestij+Noun+A3sg+Pnon+Nom
akı	akı+Noun+A3sg+Pnon+Nom
mermer	mermer+Noun+A3sg+Pnon+Nom
tesadüf	tesadüf+Noun+A3sg+Pnon+Nom
tepsi	tepsi+Noun+A3sg+Pnon+Nom
yaver	yaver+Noun+A3sg+Pnon+Nom
gıcır	gıcır+Noun+A3sg+Pnon+Nom
azim	azim+Noun+A3sg+Pnon+Nom
kanım	kanım+Noun+A3sg+Pnon+Nom
sarf	sarf+Noun+A3sg+Pnon+Nom
idam	idam+Noun+A3sg+Pnon+Nom
bisküvi	bisküvi+Noun+A3sg+Pnon+Nom
nevresim	nevresim+Noun+A3sg+Pnon+Nom
telafi	telafi+Noun+A3sg+Pnon+Nom
sakınca	sakınca+Noun+A3sg+Pnon+Nom
viski	viski+Noun+A3sg+Pnon+Nom
yarar	yarar+Noun+A3sg+Pnon+Nom
tur	tur+Noun+A3sg+Pnon+Nom
kel	kel+Noun+A3sg+Pnon+Nom
ihbar	ihbar+Noun+A3sg+Pnon+Nom
peruk	peruk+Noun+A3sg+Pnon+Nom
kamuflaj	kamuflaj+Noun+A3sg+Pnon+Nom
çiftçi	çiftçi+Noun+A3sg+Pnon+Nom
temizlikçi	temizlikçi+Noun+A3sg+Pnon+Nom
pansiyon	pansiyon+Noun+A3sg+Pnon+Nom
teyit	teyit+Noun+A3sg+Pnon+Nom
af	af+Noun+A3sg+Pnon+Nom
tir	tir+Noun+A3sg+Pnon+Nom
belediye	belediye+Noun+A3sg+Pnon+Nom
denk	denk+Noun+A3sg+Pnon+Nom
bronz	bronz+Noun+A3sg+Pnon+Nom
akşamüzeri	akşamüzeri+Noun+A3sg+P3sg+Nom
alabalık	alabalık+Noun+A3sg+Pnon+Nom
kart	kart+Noun+A3sg+Pnon+Nom
pazartesi	pazartesi+Noun+A3sg+Pnon+Nom
bakanlık	bakanlık+Noun+A3sg+Pnon+Nom
çalıkuşu	çalıkuşu+Noun+A3sg+P3sg+Nom
kutu	kutu+Noun+A3sg+Pnon+Nom
inci	inci+Noun+A3sg+Pnon+Nom
kolye	kolye+Noun+A3sg+Pnon+Nom
vals	vals+Noun+A3sg+Pnon+Nom
takı	takı+Noun+A3sg+Pnon+Nom
şubat	şubat+Noun+A3sg+Pnon+Nom
senet	senet+Noun+A3sg+Pnon+Nom
eğri	eğri+Noun+A3sg+Pnon+Nom
kitle	kitle+Noun+A3sg+Pnon+Nom
istisnai	istisnai+Noun+A3sg+Pnon+Nom
akarsu	akarsu+Noun+A3sg+Pnon+Nom
granit	granit+Noun+A3sg+Pnon+Nom
çam	çam+Noun+A3sg+Pnon+Nom
tarım	tarım+Noun+A3sg+Pnon+Nom
endüstri	endüstri+Noun+A3sg+Pnon+Nom
misafirperver	misafirperver+Noun+A3sg+Pnon+Nom
han	han+Noun+A3sg+Pnon+Nom
yokuş	yokuş+Noun+A3sg+Pnon+Nom
patates	patates+Noun+A3sg+Pnon+Nom
evren	evren+Noun+A3sg+Pnon+Nom
skandal	skandal+Noun+A3sg+Pnon+Nom
süvari	süvari+Noun+A3sg+Pnon+Nom
köylü	köylü+Noun+A3sg+Pnon+Nom
kaptan	kaptan+Noun+A3sg+Pnon+Nom
hasır	hasır+Noun+A3sg+Pnon+Nom
büklüm	büklüm+Noun+A3sg+Pnon+Nom
sucuk	sucuk+Noun+A3sg+Pnon+Nom
but	but+Noun+A3sg+Pnon+Nom
süt	süt+Noun+A3sg+Pnon+Nom
merhaba	merhaba+Noun+A3sg+Pnon+Nom
ozan	ozan+Noun+A3sg+Pnon+Nom
yalpa	yalpa+Noun+A3sg+Pnon+Nom
tutacak	tutacak+Noun+A3sg+Pnon+Nom
paket	paket+Noun+A3sg+Pnon+Nom
vergi	vergi+Noun+A3sg+Pnon+Nom
hüngür	hüngür+Noun+A3sg+Pnon+Nom
bohça	bohça+Noun+A3sg+Pnon+Nom
piliç	piliç+Noun+A3sg+Pnon+Nom
sargı	sargı+Noun+A3sg+Pnon+Nom
pansuman	pansuman+Noun+A3sg+Pnon+Nom
staj	staj+Noun+A3sg+Pnon+Nom
sigorta	sigorta+Noun+A3sg+Pnon+Nom
değişim	değişim+Noun+A3sg+Pnon+Nom
yeis	yeis+Noun+A3sg+Pnon+Nom
kubbe	kubbe+Noun+A3sg+Pnon+Nom
tren	tren+Noun+A3sg+Pnon+Nom
kaşıntı	kaşıntı+Noun+A3sg+Pnon+Nom
istifa	istifa+Noun+A3sg+Pnon+Nom
tıkır	tıkır+Noun+A3sg+Pnon+Nom
yelkovan	yelkovan+Noun+A3sg+Pnon+Nom
patrona	patrona+Noun+A3sg+Pnon+Nom
yıllık	yıllık+Noun+A3sg+Pnon+Nom
seferber	seferber+Noun+A3sg+Pnon+Nom
maksat	maksat+Noun+A3sg+Pnon+Nom
marangoz	marangoz+Noun+A3sg+Pnon+Nom
alay	alay+Noun+A3sg+Pnon+Nom
sıvı	sıvı+Noun+A3sg+Pnon+Nom
askerlik	askerlik+Noun+A3sg+Pnon+Nom
kurban	kurban+Noun+A3sg+Pnon+Nom
argın	argın+Noun+A3sg+Pnon+Nom
güvence	güvence+Noun+A3sg+Pnon+Nom
destek	destek+Noun+A3sg+Pnon+Nom
çelişki	çelişki+Noun+A3sg+Pnon+Nom
insaf	insaf+Noun+A3sg+Pnon+Nom
saplantı	saplantı+Noun+A3sg+Pnon+Nom
yükses	yükses+Noun+A3sg+Pnon+Nom
seda	seda+Noun+A3sg+Pnon+Nom
damak	damak+Noun+A3sg+Pnon+Nom
sos	sos+Noun+A3sg+Pnon+Nom
badem	badem+Noun+A3sg+Pnon+Nom
döner	döner+Noun+A3sg+Pnon+Nom
iflas	iflas+Noun+A3sg+Pnon+Nom
not	not+Noun+A3sg+Pnon+Nom
nakit	nakit+Noun+A3sg+Pnon+Nom
florin	florin+Noun+A3sg+Pnon+Nom
birikim	birikim+Noun+A3sg+Pnon+Nom
solunum	solunum+Noun+A3sg+Pnon+Nom
keten	keten+Noun+A3sg+Pnon+Nom
titreşim	titreşim+Noun+A3sg+Pnon+Nom
çalçene	çalçene+Noun+A3sg+Pnon+Nom
afacan	afacan+Noun+A3sg+Pnon+Nom
körük	körük+Noun+A3sg+Pnon+Nom
kadir	kadir+Noun+A3sg+Pnon+Nom
parka	parka+Noun+A3sg+Pnon+Nom
akadar	akadar+Noun+A3sg+Pnon+Nom
ca	ca+Noun+A3sg+Pnon+Nom
banka	banka+Noun+A3sg+Pnon+Nom
sicim	sicim+Noun+A3sg+Pnon+Nom
öksüz	öksüz+Noun+A3sg+Pnon+Nom
yetim	yetim+Noun+A3sg+Pnon+Nom
demokrat	demokrat+Noun+A3sg+Pnon+Nom
muhafazakar	muhafazakar+Noun+A3sg+Pnon+Nom
liberal	liberal+Noun+A3sg+Pnon+Nom
pedagoji	pedagoji+Noun+A3sg+Pnon+Nom
etken	etken+Noun+A3sg+Pnon+Nom
nam	nam+Noun+A3sg+Pnon+Nom
vas	vas+Noun+A3sg+Pnon+Nom
aforoz	aforoz+Noun+A3sg+Pnon+Nom
demiryolu	demiryolu+Noun+A3sg+P3sg+Nom
epik	epik+Noun+A3sg+Pnon+Nom
tema	tema+Noun+A3sg+Pnon+Nom
iletişim	iletişim+Noun+A3sg+Pnon+Nom
tmi	tmi+Noun+A3sg+Pnon+Nom
yenilikçi	yenilikçi+Noun+A3sg+Pnon+Nom
bahar	bahar+Noun+A3sg+Pnon+Nom
mis	mis+Noun+A3sg+Pnon+Nom
tahakküm	tahakküm+Noun+A3sg+Pnon+Nom
icad	icad+Noun+A3sg+Pnon+Nom
süküna	süküna+Noun+A3sg+Pnon+Nom
nisan	nisan+Noun+A3sg+Pnon+Nom
gardiyan	gardiyan+Noun+A3sg+Pnon+Nom
lağım	lağım+Noun+A3sg+Pnon+Nom
kaput	kaput+Noun+A3sg+Pnon+Nom
file	file+Noun+A3sg+Pnon+Nom
aba	aba+Noun+A3sg+Pnon+Nom
katip	katip+Noun+A3sg+Pnon+Nom
çavuş	çavuş+Noun+A3sg+Pnon+Nom
sallıyarak	sallıyarak+Noun+A3sg+Pnon+Nom
metelik	metelik+Noun+A3sg+Pnon+Nom
inek	inek+Noun+A3sg+Pnon+Nom
nurtopu	nurtopu+Noun+A3sg+P3sg+Nom
evlatlık	evlatlık+Noun+A3sg+Pnon+Nom
prens	prens+Noun+A3sg+Pnon+Nom
ruble	ruble+Noun+A3sg+Pnon+Nom
hamile	hamile+Noun+A3sg+Pnon+Nom
jandarma	jandarma+Noun+A3sg+Pnon+Nom
lohusa	lohusa+Noun+A3sg+Pnon+Nom
çamaşırhane	çamaşırhane+Noun+A3sg+Pnon+Nom
harçlık	harçlık+Noun+A3sg+Pnon+Nom
kurdele	kurdele+Noun+A3sg+Pnon+Nom
apartman	apartman+Noun+A3sg+Pnon+Nom
vesika	vesika+Noun+A3sg+Pnon+Nom
dekolte	dekolte+Noun+A3sg+Pnon+Nom
nüfus	nüfus+Noun+A3sg+Pnon+Nom
madensuyu	madensuyu+Noun+A3sg+P3sg+Nom
banyo	banyo+Noun+A3sg+Pnon+Nom
krem	krem+Noun+A3sg+Pnon+Nom
çalgı	çalgı+Noun+A3sg+Pnon+Nom
şafak	şafak+Noun+A3sg+Pnon+Nom
kolonya	kolonya+Noun+A3sg+Pnon+Nom
briyantin	briyantin+Noun+A3sg+Pnon+Nom
lavanta	lavanta+Noun+A3sg+Pnon+Nom
fırça	fırça+Noun+A3sg+Pnon+Nom
boyunbağı	boyunbağı+Noun+A3sg+P3sg+Nom
büfe	büfe+Noun+A3sg+Pnon+Nom
matem	matem+Noun+A3sg+Pnon+Nom
jüri	jüri+Noun+A3sg+Pnon+Nom
talip	talip+Noun+A3sg+Pnon+Nom
mayıs	mayıs+Noun+A3sg+Pnon+Nom
irtica	irtica+Noun+A3sg+Pnon+Nom
ikiyüz	ikiyüz+Noun+A3sg+Pnon+Nom
hektar	hektar+Noun+A3sg+Pnon+Nom
estetik	estetik+Noun+A3sg+Pnon+Nom
pistolde	pistolde+Noun+A3sg+Pnon+Nom
muhakeme	muhakeme+Noun+A3sg+Pnon+Nom
savcı	savcı+Noun+A3sg+Pnon+Nom
tedarik	tedarik+Noun+A3sg+Pnon+Nom
malik	malik+Noun+A3sg+Pnon+Nom
gayri	gayri+Noun+A3sg+Pnon+Nom
vasiyetname	vasiyetname+Noun+A3sg+Pnon+Nom
tediye	tediye+Noun+A3sg+Pnon+Nom
tahvil	tahvil+Noun+A3sg+Pnon+Nom
anıt	anıt+Noun+A3sg+Pnon+Nom
kabir	kabir+Noun+A3sg+Pnon+Nom
inşa	inşa+Noun+A3sg+Pnon+Nom
kitabe	kitabe+Noun+A3sg+Pnon+Nom
beraat	beraat+Noun+A3sg+Pnon+Nom
izmarit	izmarit+Noun+A3sg+Pnon+Nom
put	put+Noun+A3sg+Pnon+Nom
beyanname	beyanname+Noun+A3sg+Pnon+Nom
iade	iade+Noun+A3sg+Pnon+Nom
forsa	forsa+Noun+A3sg+Pnon+Nom
arma	arma+Noun+A3sg+Pnon+Nom
tekme	tekme+Noun+A3sg+Pnon+Nom
talimat	talimat+Noun+A3sg+Pnon+Nom
gözardı	gözardı+Noun+A3sg+P3sg+Nom
oturum	oturum+Noun+A3sg+Pnon+Nom
kablo	kablo+Noun+A3sg+Pnon+Nom
bkz	bkz+Noun+A3sg+Pnon+Nom
devre	devre+Noun+A3sg+Pnon+Nom
komut	komut+Noun+A3sg+Pnon+Nom
parola	parola+Noun+A3sg+Pnon+Nom
ondalık	ondalık+Noun+A3sg+Pnon+Nom
ksh	ksh+Noun+A3sg+Pnon+Nom
seçim	seçim+Noun+A3sg+Pnon+Nom
işlem	işlem+Noun+A3sg+Pnon+Nom
devranılacak	devranılacak+Noun+A3sg+Pnon+Nom
ürün	ürün+Noun+A3sg+Pnon+Nom
kolon	kolon+Noun+A3sg+Pnon+Nom
