rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
etmeyin	et+Verb+Neg+Imp+A2pl
sarılabileceğim	sar+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Fut+A1sg
diyor	de+Verb+Pos+Prog1+A3sg
gülüyordu	gül+Verb+Pos+Prog1+Past+A3sg
öğrenecek	öğren+Verb+Pos+Fut+A3sg
alışmalı	alış+Verb+Pos+Neces+A3sg
öğretmişti	öğret+Verb+Pos+Narr+Past+A3sg
eğdi	eğ+Verb+Pos+Past+A3sg
açtı	aç+Verb+Pos+Past+A3sg
diyorum	de+Verb+Pos+Prog1+A1sg
uyarıyordu	uyar+Verb+Pos+Prog1+Past+A3sg
yüklenmişti	yükle+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
yapılmış	yap+Verb^DB+Verb+Pass+Pos+Narr+A3sg
uzanıyor	uza+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
uzanıyordu	uza+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
saldırdı	sal+Verb^DB+Verb+Caus+Pos+Past+A3sg
kesmişti	kes+Verb+Pos+Narr+Past+A3sg
yapacaktı	yap+Verb+Pos+Fut+Past+A3sg
durdurabildi	dur+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Past+A3sg
oturakaldı	otur+Verb+Pos^DB+Verb+Stay+Past+A3sg
saldıramazdı	sal+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+Past+A3sg
edebilmeliydi	et+Verb+Pos^DB+Verb+Able+Neces+Past+A3sg
gerekmiyordu	gerek+Verb+Neg+Prog1+Past+A3sg
gelelim	gel+Verb+Pos+Opt+A1pl
farklıydı	fark+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
yetemezmiş	yet+Verb^DB+Verb+Able+Neg+Aor+Narr+A3sg
bulunmadı	bulun+Verb+Neg+Past+A3sg
istemiyordu	iste+Verb+Neg+Prog1+Past+A3sg
sıkıla	sık+Verb^DB+Verb+Pass+Pos+Opt+A3sg
dönerse	dön+Verb+Pos+Aor+Cond+A3sg
dönsün	dön+Verb+Pos+Imp+A3sg
kesiyordu	kes+Verb+Pos+Prog1+Past+A3sg
seslendi	seslen+Verb+Pos+Past+A3sg
koş	koş+Verb+Pos+Imp+A2sg
aldırmayın	al+Verb^DB+Verb+Caus+Neg+Imp+A2pl
benziyor	benze+Verb+Pos+Prog1+A3sg
başlarsa	başla+Verb+Pos+Aor+Cond+A3sg
denedi	dene+Verb+Pos+Past+A3sg
bırakmıyordu	bırak+Verb+Neg+Prog1+Past+A3sg
dikiliyordu	dik+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
çalıştıysa	çalış+Verb+Pos+Past+Cond+A3sg
kalmıştı	kal+Verb+Pos+Narr+Past+A3sg
biriydi	biri+Pron+Quant+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
kalmadı	kal+Verb+Neg+Past+A3sg
attı	at+Verb+Pos+Past+A3sg
kaybetmedi	kaybet+Verb+Neg+Past+A3sg
açılmıştı	aç+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
takılmıştı	tak+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
koşulurmuş	koş+Verb^DB+Verb+Pass+Pos+Aor+Narr+A3sg
öğretecekti	öğret+Verb+Pos+Fut+Past+A3sg
almış	al+Verb+Pos+Narr+A3sg
durmuştu	dur+Verb+Pos+Narr+Past+A3sg
iniyordu	in+Verb+Pos+Prog1+Past+A3sg
uzaklaşmamıştı	uzak+Adj^DB+Verb+Become+Neg+Narr+Past+A3sg
koyacaktı	koy+Verb+Pos+Fut+Past+A3sg
yuvarlandı	yuvarla+Verb^DB+Verb+Pass+Pos+Past+A3sg
yatmıştı	yat+Verb+Pos+Narr+Past+A3sg
uzaktaydı	uzak+Adj^DB+Noun+Zero+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
kaybetmiş	kaybet+Verb+Pos+Narr+A3sg
alınmıştı	al+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
saldırmıştı	sal+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
yuvarlanmıştı	yuvarla+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
yetişti	yetiş+Verb+Pos+Past+A3sg
uzaklaştırdı	uzak+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Past+A3sg
karşılanır	karşıla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
gitmişti	git+Verb+Pos+Narr+Past+A3sg
çıkıyordu	çık+Verb+Pos+Prog1+Past+A3sg
bekliyorlardı	bekle+Verb+Pos+Prog1+A3pl+Past
öğrenmişti	öğren+Verb+Pos+Narr+Past+A3sg
benzemiyordu	benze+Verb+Neg+Prog1+Past+A3sg
görünmüyordu	görün+Verb+Neg+Prog1+Past+A3sg
sokuluyor	sok+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kıvrıldı	kıvır+Verb^DB+Verb+Pass+Pos+Past+A3sg
yanındaydı	yan+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
okşuyordu	okşa+Verb+Pos+Prog1+Past+A3sg
inliyordu	inle+Verb+Pos+Prog1+Past+A3sg
alalım	al+Verb+Pos+Opt+A1pl
paylaşsınlar	paylaş+Verb+Pos+Imp+A3pl
onayladı	onayla+Verb+Pos+Past+A3sg
zannettiniz	zannet+Verb+Pos+Past+A2pl
gere	ger+Verb+Pos+Opt+A3sg
kolluyordu	kolla+Verb+Pos+Prog1+Past+A3sg
yatmış	yat+Verb+Pos+Narr+A3sg
bulamadı	bul+Verb^DB+Verb+Able+Neg+Past+A3sg
yattı	yat+Verb+Pos+Past+A3sg
fırlayacaktı	fırla+Verb+Pos+Fut+Past+A3sg
sahipti	sahip+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
sağlıyor	sağla+Verb+Pos+Prog1+A3sg
alıştı	alış+Verb+Pos+Past+A3sg
girmemişti	gir+Verb+Neg+Narr+Past+A3sg
görülmüş	gör+Verb^DB+Verb+Pass+Pos+Narr+A3sg
kalsa	kal+Verb+Pos+Desr+A3sg
olabilirlerdi	ol+Verb+Pos^DB+Verb+Able+Aor+A3pl+Past
bırakmalarıydı	bırak+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom^DB+Verb+Zero+Past+A3sg
kararlıydı	karar+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
yaklaşacak	yaklaş+Verb+Pos+Fut+A3sg
unutmamıştı	unut+Verb+Neg+Narr+Past+A3sg
umursamıyordu	umursa+Verb+Neg+Prog1+Past+A3sg
anladı	anla+Verb+Pos+Past+A3sg
göstermiyordu	göster+Verb+Neg+Prog1+Past+A3sg
gelmezdi	gel+Verb+Neg+Aor+Past+A3sg
unutulacak	unut+Verb^DB+Verb+Pass+Pos+Fut+A3sg
çalışacaktı	çalış+Verb+Pos+Fut+Past+A3sg
geçiremiyordu	geç+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+Past+A3sg
tutuyordu	tut+Verb+Pos+Prog1+Past+A3sg
uzaklaşıyordu	uzak+Adj^DB+Verb+Become+Pos+Prog1+Past+A3sg
getirmişti	getir+Verb+Pos+Narr+Past+A3sg
görecek	gör+Verb+Pos+Fut+A3sg
kalkıyor	kalk+Verb+Pos+Prog1+A3sg
kalıyordu	kal+Verb+Pos+Prog1+Past+A3sg
aitse	ait+Postp+PCDat^DB+Verb+Zero+Cond+A3sg
paylaşıyorlarsa	paylaş+Verb+Pos+Prog1+A3pl+Cond
aitti	ait+Postp+PCDat^DB+Verb+Zero+Past+A3sg
yetmiyormuş	yet+Verb+Neg+Prog1+Narr+A3sg
anlatılsa	anla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Desr+A3sg
anlayacaktı	anla+Verb+Pos+Fut+Past+A3sg
anlamıştı	anla+Verb+Pos+Narr+Past+A3sg
yetinmeliydi	yetin+Verb+Pos+Neces+Past+A3sg
izleye	izle+Verb+Pos+Opt+A3sg
seviyorsa	sev+Verb+Pos+Prog1+Cond+A3sg
veriyorsa	ver+Verb+Pos+Prog1+Cond+A3sg
koruyordu	koru+Verb+Pos+Prog1+Past+A3sg
sevememişti	sev+Verb^DB+Verb+Able+Neg+Narr+Past+A3sg
çektirmemişlerdi	çek+Verb^DB+Verb+Caus+Neg+Narr+A3pl+Past
bilemezdi	bil+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
uyarmıştı	uyar+Verb+Pos+Narr+Past+A3sg
süzmüştü	süz+Verb+Pos+Narr+Past+A3sg
olmuyordu	ol+Verb+Neg+Prog1+Past+A3sg
kalmıyordu	kal+Verb+Neg+Prog1+Past+A3sg
bakılırsa	bak+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
zorluyordu	zorla+Verb+Pos+Prog1+Past+A3sg
etmiyordu	et+Verb+Neg+Prog1+Past+A3sg
koşmazdı	koş+Verb+Neg+Aor+Past+A3sg
beklerdi	bekle+Verb+Pos+Aor+Past+A3sg
gidiyorlardı	git+Verb+Pos+Prog1+A3pl+Past
bürünüyordu	bürü+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
gösteriyordu	göster+Verb+Pos+Prog1+Past+A3sg
hoşlanıyordu	hoşlan+Verb+Pos+Prog1+Past+A3sg
çıkmaz	çık+Verb+Neg+Aor+A3sg
görmez	gör+Verb+Neg+Aor+A3sg
uğraşırsa	uğraş+Verb+Pos+Aor+Cond+A3sg
uğraşsınlar	uğraş+Verb+Pos+Imp+A3pl
çıkmıyordu	çık+Verb+Neg+Prog1+Past+A3sg
uğraşsalar	uğraş+Verb+Pos+Desr+A3pl
edemiyorlardı	et+Verb^DB+Verb+Able+Neg+Prog1+A3pl+Past
sokuluyordu	sok+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
öğrendi	öğren+Verb+Pos+Past+A3sg
korkuyor	kork+Verb+Pos+Prog1+A3sg
yaklaşmıyorlardı	yaklaş+Verb+Neg+Prog1+A3pl+Past
yıkıyorlardı	yıka+Verb+Pos+Prog1+A3pl+Past
bitmiyordu	bit+Verb+Neg+Prog1+Past+A3sg
kaplıyordu	kapla+Verb+Pos+Prog1+Past+A3sg
bulunuyordu	bulun+Verb+Pos+Prog1+Past+A3sg
yürütülüyordu	yürü+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+Past+A3sg
öğreniyordu	öğren+Verb+Pos+Prog1+Past+A3sg
ederse	et+Verb+Pos+Aor+Cond+A3sg
uyarılırsa	uyar+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
anlıyor	anla+Verb+Pos+Prog1+A3sg
öğreniyor	öğren+Verb+Pos+Prog1+A3sg
sesiydi	ses+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
acıtabiliyorlardı	acı+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Prog1+A3pl+Past
eğmez	eğ+Verb+Neg+Aor+A3sg
acıtmasa	acı+Verb^DB+Verb+Caus+Neg+Desr+A3sg
anlamış	anla+Verb+Pos+Narr+A3sg
köpekti	köpek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yaşarlardı	yaşa+Verb+Pos+Aor+A3pl+Past
oluyorlardı	ol+Verb+Pos+Prog1+A3pl+Past
düşünmemişti	düşün+Verb+Neg+Narr+Past+A3sg
almadı	al+Verb+Neg+Past+A3sg
öğrenecekti	öğren+Verb+Pos+Fut+Past+A3sg
uyanmış	uyan+Verb+Pos+Narr+A3sg
dönmüştü	dön+Verb+Pos+Narr+Past+A3sg
kaçmış	kaç+Verb+Pos+Narr+A3sg
geliverdi	gel+Verb+Pos^DB+Verb+Hastily+Past+A3sg
durmamış	dur+Verb+Neg+Narr+A3sg
uyanmıştı	uyan+Verb+Pos+Narr+Past+A3sg
yakalayıverdi	yakala+Verb+Pos^DB+Verb+Hastily+Past+A3sg
yemez	ye+Verb+Neg+Aor+A3sg
durdurabilirdi	dur+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+Past+A3sg
demedi	de+Verb+Neg+Past+A3sg
fırlattı	fırla+Verb^DB+Verb+Caus+Pos+Past+A3sg
çalıştı	çalış+Verb+Pos+Past+A3sg
kopmuştu	kop+Verb+Pos+Narr+Past+A3sg
uğraşıyordu	uğraş+Verb+Pos+Prog1+Past+A3sg
etmemiş	et+Verb+Neg+Narr+A3sg
kurtardıysa	kurtar+Verb+Pos+Past+Cond+A3sg
yanılmamıştı	yan+Verb^DB+Verb+Pass+Neg+Narr+Past+A3sg
etmişlerdi	et+Verb+Pos+Narr+A3pl+Past
istemişti	iste+Verb+Pos+Narr+Past+A3sg
almamıştı	al+Verb+Neg+Narr+Past+A3sg
gizleyememiş	gizle+Verb^DB+Verb+Able+Neg+Narr+A3sg
çıkarmıştı	çık+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
vermeyeceğim	ver+Verb+Neg+Fut+A1sg
çekilmiş	çek+Verb^DB+Verb+Pass+Pos+Narr+A3sg
başlamışlardı	başla+Verb+Pos+Narr+A3pl+Past
yatıyordu	yat+Verb+Pos+Prog1+Past+A3sg
çarptı	çarp+Verb+Pos+Past+A3sg
hoşlanmasa	hoşlan+Verb+Neg+Desr+A3sg
vermişti	ver+Verb+Pos+Narr+Past+A3sg
anlayabiliyordu	anla+Verb+Pos^DB+Verb+Able+Prog1+Past+A3sg
kalkışmadı	kalkış+Verb+Neg+Past+A3sg
yaratılmıştı	yara+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+Past+A3sg
bulunabilir	bulun+Verb+Pos^DB+Verb+Able+Aor+A3sg
alamıyordum	al+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
düşüncesiydi	düşünce+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
düşünüyordum	düşün+Verb+Pos+Prog1+Past+A1sg
gibiyim	gibi+Postp+PCNom^DB+Verb+Zero+Pres+A1sg
taşınıyor	taşı+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kaynaklanıyordu	kaynakla+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
kalacağım	kal+Verb+Pos+Fut+A1sg
olmuştum	ol+Verb+Pos+Narr+Past+A1sg
anlayamıyordum	anla+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
dolaşıyordum	dolaş+Verb+Pos+Prog1+Past+A1sg
tanıdık	tanı+Verb+Pos+Past+A1pl
tanımaz	tanı+Verb+Neg+Aor+A3sg
tanırım	tanı+Verb+Pos+Aor+A1sg
geçirmiş	geç+Verb^DB+Verb+Caus+Pos+Narr+A3sg
okuyabilirim	oku+Verb+Pos^DB+Verb+Able+Aor+A1sg
olurum	ol+Verb+Pos+Aor+A1sg
konuşuyormuş	konuş+Verb+Pos+Prog1+Narr+A3sg
taşıyor	taş+Verb+Pos+Prog1+A3sg
diyorsam	de+Verb+Pos+Prog1+Cond+A1sg
görmezsek	gör+Verb+Neg+Aor+Cond+A1pl
oluştu	oluş+Verb+Pos+Past+A3sg
alışmış	alış+Verb+Pos+Narr+A3sg
duyuyorum	duy+Verb+Pos+Prog1+A1sg
düşünüyorum	düşün+Verb+Pos+Prog1+A1sg
görememiştik	gör+Verb^DB+Verb+Able+Neg+Narr+Past+A1pl
götürdük	götür+Verb+Pos+Past+A1pl
vazgeçtik	vazgeç+Verb+Pos+Past+A1pl
hatırladık	hatırla+Verb+Pos+Past+A1pl
tanıştırılmamıştık	tanış+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Narr+Past+A1pl
bakışmalarımızdı	bak+Verb^DB+Verb+Recip+Pos^DB+Noun+Inf2+A3pl+P1pl+Nom^DB+Verb+Zero+Past+A3sg
konuşurum	konuş+Verb+Pos+Aor+A1sg
anlatırlar	anla+Verb^DB+Verb+Caus+Pos+Aor+A3pl
iyiyim	iyi+Adj^DB+Verb+Zero+Pres+A1sg
çıkacaklar	çık+Verb+Pos+Fut+A3pl
geçireceğim	geç+Verb^DB+Verb+Caus+Pos+Fut+A1sg
oluyordum	ol+Verb+Pos+Prog1+Past+A1sg
korktum	kork+Verb+Pos+Past+A1sg
bilsen	bil+Verb+Pos+Desr+A2sg
fısıldarlardı	fısılda+Verb+Pos+Aor+A3pl+Past
korusun	koru+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
etmesinler	et+Verb+Neg+Imp+A3pl
unutamam	unut+Verb^DB+Verb+Able+Neg+Aor+A1sg
küçümserdi	küçümse+Verb+Pos+Aor+Past+A3sg
kaldırdım	kal+Verb^DB+Verb+Caus+Pos+Past+A1sg
çalmışlar	çal+Verb+Pos+Narr+A3pl
acımamışlar	acı+Verb+Neg+Narr+A3pl
boyamışlar	boya+Verb+Pos+Narr+A3pl
edemedim	et+Verb^DB+Verb+Able+Neg+Past+A1sg
anlamışsınızdır	anla+Verb+Pos+Narr+A2pl+Cop
hissedemiyordum	hisset+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
duruyordum	dur+Verb+Pos+Prog1+Past+A1sg
neydi	ne+Pron+Ques+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
geçirdim	geç+Verb^DB+Verb+Caus+Pos+Past+A1sg
yeterdi	yet+Verb+Pos+Aor+Past+A3sg
kaybederdim	kaybet+Verb+Pos+Aor+Past+A1sg
gezdirdim	gez+Verb^DB+Verb+Caus+Pos+Past+A1sg
azarladım	azarla+Verb+Pos+Past+A1sg
ettiler	et+Verb+Pos+Past+A3pl
anlayabildim	anla+Verb+Pos^DB+Verb+Able+Past+A1sg
düşünememiştim	düşün+Verb^DB+Verb+Able+Neg+Narr+Past+A1sg
yapıyordu	yap+Verb+Pos+Prog1+Past+A3sg
uğradık	uğra+Verb+Pos+Past+A1pl
döneceğiz	dön+Verb+Pos+Fut+A1pl
der	de+Verb+Pos+Aor+A3sg
başlıyordum	başla+Verb+Pos+Prog1+Past+A1sg
anlayabiliyordum	anla+Verb+Pos^DB+Verb+Able+Prog1+Past+A1sg
ediliyorlardı	et+Verb^DB+Verb+Pass+Pos+Prog1+A3pl+Past
ederlerdi	et+Verb+Pos+Aor+A3pl+Past
gidenlerse	git+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom^DB+Verb+Zero+Cond+A3sg
neşeliydiler	neşe+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3pl
rastlardım	rastla+Verb+Pos+Aor+Past+A1sg
ederdim	et+Verb+Pos+Aor+Past+A1sg
verirlerdi	ver+Verb+Pos+Aor+A3pl+Past
üzülüyor	üz+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
gidecek	git+Verb+Pos+Fut+A3sg
içindeydim	iç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A1sg
almadım	al+Verb+Neg+Past+A1sg
unutmuşlardı	unut+Verb+Pos+Narr+A3pl+Past
gibiydim	gibi+Postp+PCNom^DB+Verb+Zero+Past+A1sg
yürümüştüm	yürü+Verb+Pos+Narr+Past+A1sg
doldum	dol+Verb+Pos+Past+A1sg
yürüdüm	yürü+Verb+Pos+Past+A1sg
kalkmış	kalk+Verb+Pos+Narr+A3sg
bakıyorlardı	bak+Verb+Pos+Prog1+A3pl+Past
başladım	başla+Verb+Pos+Past+A1sg
bürünür	bürü+Verb^DB+Verb+Pass+Pos+Aor+A3sg
hatırlatır	hatırla+Verb^DB+Verb+Caus+Pos+Aor+A3sg
dönmüş	dön+Verb+Pos+Narr+A3sg
boyadı	boya+Verb+Pos+Past+A3sg
yaydı	yay+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
sorar	sor+Verb+Pos+Aor+A3sg
durursunuz	dur+Verb+Pos+Aor+A2pl
bakarsınız	bak+Verb+Pos+Aor+A2pl
dağılmış	dağıl+Verb+Pos+Narr+A3sg
sarsılırsınız	sars+Verb^DB+Verb+Pass+Pos+Aor+A2pl
yürüyordum	yürü+Verb+Pos+Prog1+Past+A1sg
sayılabilirdi	say+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+Past+A3sg
oturuyordum	otur+Verb+Pos+Prog1+Past+A1sg
mırıldanıyordum	mırıldan+Verb+Pos+Prog1+Past+A1sg
edinmiştim	edin+Verb+Pos+Narr+Past+A1sg
yaklaşıyordum	yaklaş+Verb+Pos+Prog1+Past+A1sg
istemez	iste+Verb+Neg+Aor+A3sg
bozmadı	boz+Verb+Neg+Past+A3sg
durdum	dur+Verb+Pos+Past+A1sg
yanılmıyordum	yanıl+Verb+Neg+Prog1+Past+A1sg
burkuldu	burk+Verb^DB+Verb+Pass+Pos+Past+A3sg
kalamazdım	kal+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
döndüm	dön+Verb+Pos+Past+A1sg
yaklaştım	yaklaş+Verb+Pos+Past+A1sg
edilmemiş	et+Verb^DB+Verb+Pass+Neg+Narr+A3sg
kullanacaktım	kullan+Verb+Pos+Fut+Past+A1sg
arıyordum	ara+Verb+Pos+Prog1+Past+A1sg
takıldım	tak+Verb^DB+Verb+Pass+Pos+Past+A1sg
süzüldüm	süz+Verb^DB+Verb+Pass+Pos+Past+A1sg
sayılabilecek	say+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Fut+A3sg
anlaşılıyordu	anlaş+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
bulunacak	bulun+Verb+Pos+Fut+A3sg
alıyordu	al+Verb+Pos+Prog1+Past+A3sg
yöneldi	yönel+Verb+Pos+Past+A3sg
ürkmüştü	ürk+Verb+Pos+Narr+Past+A3sg
atıldım	at+Verb^DB+Verb+Pass+Pos+Past+A1sg
anlar	anla+Verb+Pos+Aor+A3sg
vuracakmış	vur+Verb+Pos+Fut+Narr+A3sg
bıraktı	bırak+Verb+Pos+Past+A3sg
gerisin	geri+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
başladık	başla+Verb+Pos+Past+A1pl
girer	gir+Verb+Pos+Aor+A3sg
olursunuz	ol+Verb+Pos+Aor+A2pl
ekledim	ekle+Verb+Pos+Past+A1sg
bilmeyecek	bil+Verb+Neg+Fut+A3sg
ediyordum	et+Verb+Pos+Prog1+Past+A1sg
süzüyor	süz+Verb+Pos+Prog1+A3sg
kaçırıyordu	kaç+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
uzaklaştırdınız	uzak+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Past+A2pl
yapmasaydınız	yap+Verb+Neg+Desr+Past+A2pl
bulunsaydım	bulun+Verb+Pos+Desr+Past+A1sg
gelmeyecekti	gel+Verb+Neg+Fut+Past+A3sg
tanımıyordum	tanı+Verb+Neg+Prog1+Past+A1sg
tanıyor	tanı+Verb+Pos+Prog1+A3sg
tanıyorum	tanı+Verb+Pos+Prog1+A1sg
titriyorsunuz	titre+Verb+Pos+Prog1+A2pl
yakışıyorlardı	yakış+Verb+Pos+Prog1+A3pl+Past
olmalısınız	ol+Verb+Pos+Neces+A2pl
biriyimdir	biri+Pron+Quant+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg+Cop
heyecanlıyım	heyecan+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1sg
gelmedi	gel+Verb+Neg+Past+A3sg
söylüyorsunuz	söyle+Verb+Pos+Prog1+A2pl
titriyor	titre+Verb+Pos+Prog1+A3sg
dokunmamış	doku+Verb^DB+Verb+Pass+Neg+Narr+A3sg
yaklaşmış	yaklaş+Verb+Pos+Narr+A3sg
sayılmam	say+Verb^DB+Verb+Pass+Neg+Aor+A1sg
yoktur	yok+Adj^DB+Verb+Zero+Pres+A3sg+Cop
beceremem	becer+Verb^DB+Verb+Able+Neg+Aor+A1sg
yaparsam	yap+Verb+Pos+Aor+Cond+A1sg
söylemediniz	söyle+Verb+Neg+Past+A2pl
söylediniz	söyle+Verb+Pos+Past+A2pl
gider	git+Verb+Pos+Aor+A3sg
istiyorsanız	iste+Verb+Pos+Prog1+Cond+A2pl
hoşlanırım	hoşlan+Verb+Pos+Aor+A1sg
bilemez	bil+Verb^DB+Verb+Able+Neg+Aor+A3sg
verirseniz	ver+Verb+Pos+Aor+Cond+A2pl
geçebilir	geç+Verb+Pos^DB+Verb+Able+Aor+A3sg
bırakabilirim	bırak+Verb+Pos^DB+Verb+Able+Aor+A1sg
kaybedeceksiniz	kaybet+Verb+Pos+Fut+A2pl
hoşlanmadım	hoşlan+Verb+Neg+Past+A1sg
bağışlayın	bağışla+Verb+Pos+Imp+A2pl
kaçtı	kaç+Verb+Pos+Past+A3sg
sevmemiştir	sev+Verb+Neg+Narr+A3sg+Cop
beklersiniz	bekle+Verb+Pos+Aor+A2pl
konuşmalıyım	konuş+Verb+Pos+Neces+A1sg
susabilirim	sus+Verb+Pos^DB+Verb+Able+Aor+A1sg
tanışmadım	tanış+Verb+Neg+Past+A1sg
dururum	dur+Verb+Pos+Aor+A1sg
geçiyor	geç+Verb+Pos+Prog1+A3sg
tutuldum	tut+Verb^DB+Verb+Pass+Pos+Past+A1sg
şaşar	şaş+Verb+Pos+Aor+A3sg
kalırsınız	kal+Verb+Pos+Aor+A2pl
benzer	benze+Verb+Pos+Aor+A3sg
dediysem	de+Verb+Pos+Past+Cond+A1sg
tutuyorum	tut+Verb+Pos+Prog1+A1sg
güleceksiniz	gül+Verb+Pos+Fut+A2pl
istedim	iste+Verb+Pos+Past+A1sg
konuşacaktım	konuş+Verb+Pos+Fut+Past+A1sg
yalvaracaktım	yalvar+Verb+Pos+Fut+Past+A1sg
edecektim	et+Verb+Pos+Fut+Past+A1sg
sevmiyor	sev+Verb+Neg+Prog1+A3sg
diyecektim	de+Verb+Pos+Fut+Past+A1sg
yakışmazdı	yakış+Verb+Neg+Aor+Past+A3sg
dilerse	dil+Verb+Pos+Aor+Cond+A3sg
gülsün	gül+Verb+Pos+Imp+A3sg
gülüyorsunuz	gül+Verb+Pos+Prog1+A2pl
bakarsanız	bak+Verb+Pos+Aor+Cond+A2pl
çalışıyorum	çalış+Verb+Pos+Prog1+A1sg
gülüyorum	gül+Verb+Pos+Prog1+A1sg
birisiniz	biri+Pron+Quant+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A2pl
yaşanmış	yaşa+Verb^DB+Verb+Pass+Pos+Narr+A3sg
yalvar	yalvar+Verb+Pos+Imp+A2sg
esirgemezdi	esirge+Verb+Neg+Aor+Past+A3sg
sanabilirdi	san+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
tanıyacak	tanı+Verb+Pos+Fut+A3sg
sahibim	sahip+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
bağırdım	bağır+Verb+Pos+Past+A1sg
bilemezsiniz	bil+Verb^DB+Verb+Able+Neg+Aor+A2pl
sezdiniz	sez+Verb+Pos+Past+A2pl
diyelim	de+Verb+Pos+Opt+A1pl
edebildiniz	et+Verb+Pos^DB+Verb+Able+Past+A2pl
söylemiyorsunuz	söyle+Verb+Neg+Prog1+A2pl
atıyordunuz	ata+Verb+Pos+Prog1+Past+A2pl
bilemiyorum	bil+Verb^DB+Verb+Able+Neg+Prog1+A1sg
kabarıyor	kabar+Verb+Pos+Prog1+A3sg
hissetmemiştim	hisset+Verb+Neg+Narr+Past+A1sg
sandım	san+Verb+Pos+Past+A1sg
dayanamadım	dayan+Verb^DB+Verb+Able+Neg+Past+A1sg
durabilirdim	dur+Verb+Pos^DB+Verb+Able+Aor+Past+A1sg
duymam	duy+Verb+Neg+Aor+A1sg
etmedim	et+Verb+Neg+Past+A1sg
susun	sus+Verb+Pos+Imp+A2pl
