rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
çıkamıyordu	çık+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
yoruldu	yor+Verb^DB+Verb+Pass+Pos+Past+A3sg
yıprandı	yıpran+Verb+Pos+Past+A3sg
karışmıştı	karış+Verb+Pos+Narr+Past+A3sg
kaçtım	kaç+Verb+Pos+Past+A1sg
bakıyordum	bak+Verb+Pos+Prog1+Past+A1sg
izliyordum	izle+Verb+Pos+Prog1+Past+A1sg
bilmiyordum	bil+Verb+Neg+Prog1+Past+A1sg
olmuştuk	ol+Verb+Pos+Narr+Past+A1pl
şeydi	şey+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
sallandı	salla+Verb^DB+Verb+Pass+Pos+Past+A3sg
düşündüm	düşün+Verb+Pos+Past+A1sg
öğretilmişti	öğret+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
soğudu	soğu+Verb+Pos+Past+A3sg
kalktı	kalk+Verb+Pos+Past+A3sg
girişti	giriş+Verb+Pos+Past+A3sg
yutuyordu	yut+Verb+Pos+Prog1+Past+A3sg
konuşmadı	konuş+Verb+Neg+Past+A3sg
işitiliyordu	işit+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
bitirdiler	bit+Verb^DB+Verb+Caus+Pos+Past+A3pl
bıraktılar	bırak+Verb+Pos+Past+A3pl
içtiler	iç+Verb+Pos+Past+A3pl
çıktılar	çık+Verb+Pos+Past+A3pl
yaklaştılar	yaklaş+Verb+Pos+Past+A3pl
durdular	dur+Verb+Pos+Past+A3pl
sürdüler	sür+Verb+Pos+Past+A3pl
göremedim	gör+Verb^DB+Verb+Able+Neg+Past+A1sg
başarmıştı	başar+Verb+Pos+Narr+Past+A3sg
çalışmıyordu	çalış+Verb+Neg+Prog1+Past+A3sg
yaramazdım	yar+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
beterdim	beter+Adj^DB+Verb+Zero+Past+A1sg
ittim	it+Verb+Pos+Past+A1sg
delikanlıydım	delikanlı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A1sg
kabacaydım	kaba+Adj^DB+Adj+AsIf^DB+Verb+Zero+Past+A1sg
karıştım	karış+Verb+Pos+Past+A1sg
boldu	bol+Adj^DB+Verb+Zero+Past+A3sg
bahsetmediniz	bahset+Verb+Neg+Past+A2pl
olmadı	ol+Verb+Neg+Past+A3sg
bilemedin	bil+Verb^DB+Verb+Able+Neg+Past+A2sg
sattık	sat+Verb+Pos+Past+A1pl
gittik	git+Verb+Pos+Past+A1pl
çapaladım	çapala+Verb+Pos+Past+A1sg
zannettin	zannet+Verb+Pos+Past+A2sg
topladık	topla+Verb+Pos+Past+A1pl
verdik	ver+Verb+Pos+Past+A1pl
böldük	böl+Verb+Pos+Past+A1pl
yaptık	yap+Verb+Pos+Past+A1pl
zımparalayacaktı	zımparala+Verb+Pos+Fut+Past+A3sg
batıyordu	bat+Verb+Pos+Prog1+Past+A3sg
ibaretti	ibaret+Adj^DB+Verb+Zero+Past+A3sg
kokuyordu	kok+Verb+Pos+Prog1+Past+A3sg
çömeldi	çömel+Verb+Pos+Past+A3sg
verdin	ver+Verb+Pos+Past+A2sg
verdiler	ver+Verb+Pos+Past+A3pl
sürdüm	sür+Verb+Pos+Past+A1sg
baktılar	bak+Verb+Pos+Past+A3pl
sürdürdü	sür+Verb^DB+Verb+Caus+Pos+Past+A3sg
değişti	değiş+Verb+Pos+Past+A3sg
belirdi	belir+Verb+Pos+Past+A3sg
öldürmüştü	öl+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
unutmayacaktı	unut+Verb+Neg+Fut+Past+A3sg
farketmişti	farket+Verb+Pos+Narr+Past+A3sg
görüyordu	gör+Verb+Pos+Prog1+Past+A3sg
yüzdü	yüz+Num+Card^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
benzedi	benze+Verb+Pos+Past+A3sg
buruşturdu	buruş+Verb^DB+Verb+Caus+Pos+Past+A3sg
sarkıttı	sarkıt+Verb+Pos+Past+A3sg
görseydim	gör+Verb+Pos+Desr+Past+A1sg
tanımazdım	tanı+Verb+Neg+Aor+Past+A1sg
sırıttı	sırıt+Verb+Pos+Past+A3sg
bırakıldım	bırak+Verb^DB+Verb+Pass+Pos+Past+A1sg
uğramıştı	uğra+Verb+Pos+Narr+Past+A3sg
toparladılar	toparla+Verb+Pos+Past+A3pl
geçirdiler	geç+Verb^DB+Verb+Caus+Pos+Past+A3pl
geçirildi	geç+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Past+A3sg
anlaştık	anlaş+Verb+Pos+Past+A1pl
koruyabilirdik	koru+Verb+Pos^DB+Verb+Able+Aor+Past+A1pl
baltaladın	baltala+Verb+Pos+Past+A2sg
döndüler	dön+Verb+Pos+Past+A3pl
aldılar	al+Verb+Pos+Past+A3pl
gülmediler	gül+Verb+Neg+Past+A3pl
gülemediler	gül+Verb^DB+Verb+Able+Neg+Past+A3pl
bizdik	biz+Pron+Pers+A1pl+Pnon+Nom^DB+Verb+Zero+Past+A1pl
yürüdüler	yürü+Verb+Pos+Past+A3pl
babamındı	baba+Noun+A3sg+P1sg+Gen^DB+Verb+Zero+Past+A3sg
bakmıştım	bak+Verb+Pos+Narr+Past+A1sg
gömdüler	göm+Verb+Pos+Past+A3pl
gerginleşti	gergin+Adj^DB+Verb+Become+Pos+Past+A3sg
seyrettiler	seyret+Verb+Pos+Past+A3pl
yüklediler	yükle+Verb+Pos+Past+A3pl
gittiler	git+Verb+Pos+Past+A3pl
kayboldular	kaybol+Verb+Pos+Past+A3pl
tekmeledi	tekmele+Verb+Pos+Past+A3sg
gezdi	gez+Verb+Pos+Past+A3sg
böğürdü	böğür+Verb+Pos+Past+A3sg
domuzdu	domuz+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yıkıyordu	yıka+Verb+Pos+Prog1+Past+A3sg
damlamaktaydı	damla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
yazıyordu	yaz+Verb+Pos+Prog1+Past+A3sg
karıştırırdı	karış+Verb^DB+Verb+Caus+Pos+Aor+Past+A3sg
derdi	de+Verb+Pos+Aor+Past+A3sg
binerdi	bin+Verb+Pos+Aor+Past+A3sg
işitseydin	işit+Verb+Pos+Desr+Past+A2sg
sanırdın	san+Verb+Pos+Aor+Past+A2sg
donattı	dona+Verb^DB+Verb+Caus+Pos+Past+A3sg
işitti	işit+Verb+Pos+Past+A3sg
unuttu	unut+Verb+Pos+Past+A3sg
kaşıdı	kaşı+Verb+Pos+Past+A3sg
şişmişti	şiş+Verb+Pos+Narr+Past+A3sg
zannettim	zannet+Verb+Pos+Past+A1sg
istemedi	iste+Verb+Neg+Past+A3sg
ilikledi	ilikle+Verb+Pos+Past+A3sg
söyleniyordu	söyle+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
üstündeydin	üst+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A2sg
öyleydim	öyle+Adj^DB+Verb+Zero+Past+A1sg
alamadım	al+Verb^DB+Verb+Able+Neg+Past+A1sg
hoşlanmazdı	hoşlan+Verb+Neg+Aor+Past+A3sg
tüydü	tüy+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yumurtladı	yumurtla+Verb+Pos+Past+A3sg
girdim	gir+Verb+Pos+Past+A1sg
içiyordu	iç+Verb+Pos+Prog1+Past+A3sg
karşıladı	karşıla+Verb+Pos+Past+A3sg
görmemiştim	gör+Verb+Neg+Narr+Past+A1sg
kapalıydı	kapalı+Adj^DB+Verb+Zero+Past+A3sg
salladım	salla+Verb+Pos+Past+A1sg
oturdum	otur+Verb+Pos+Past+A1sg
ilginçti	ilginç+Adj^DB+Verb+Zero+Past+A3sg
bahsediyordunuz	bahset+Verb+Pos+Prog1+Past+A2pl
içerdiniz	iç+Verb+Pos+Aor+Past+A2pl
bağlamıştı	bağla+Verb+Pos+Narr+Past+A3sg
düştünüz	düş+Verb+Pos+Past+A2pl
cevapladı	cevapla+Verb+Pos+Past+A3sg
sabitlenmişti	sabitle+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
seslendik	seslen+Verb+Pos+Past+A1pl
bilirdi	bil+Verb+Pos+Aor+Past+A3sg
bitirdi	bit+Verb^DB+Verb+Caus+Pos+Past+A3sg
hareketti	hareket+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
bakıştı	bak+Verb^DB+Verb+Recip+Pos+Past+A3sg
düşürecekti	düş+Verb^DB+Verb+Caus+Pos+Fut+Past+A3sg
görmedi	gör+Verb+Neg+Past+A3sg
eğesiydi	eğ+Verb+Pos^DB+Noun+FeelLike+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
tanıyordu	tanı+Verb+Pos+Prog1+Past+A3sg
ilgilenmiyordu	ilgilen+Verb+Neg+Prog1+Past+A3sg
gösterebiliyordu	göster+Verb+Pos^DB+Verb+Able+Prog1+Past+A3sg
buldu	bul+Verb+Pos+Past+A3sg
tutuyordum	tut+Verb+Pos+Prog1+Past+A1sg
denemezdi	de+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Past+A3sg
ayrılmıştı	ayır+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
aptallaşmıştım	aptal+Adj^DB+Verb+Become+Pos+Narr+Past+A1sg
düşünemiyordum	düşün+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
bahsetti	bahset+Verb+Pos+Past+A3sg
çıkardım	çık+Verb+Pos+Aor+Past+A1sg
bulamayacaktı	bul+Verb^DB+Verb+Able+Neg+Fut+Past+A3sg
emindim	emin+Adj^DB+Verb+Zero+Past+A1sg
yerleştirdi	yerleş+Verb^DB+Verb+Caus+Pos+Past+A3sg
kaçmıştı	kaç+Verb+Pos+Narr+Past+A3sg
korkutmuştu	kork+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
çalıştım	çalış+Verb+Pos+Past+A1sg
uyandım	uyan+Verb+Pos+Past+A1sg
kilitledi	kilitle+Verb+Pos+Past+A3sg
ilgilenmedi	ilgilen+Verb+Neg+Past+A3sg
koridordu	koridor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
geçmiştik	geç+Verb+Pos+Narr+Past+A1pl
buldum	bul+Verb+Pos+Past+A1sg
girdik	gir+Verb+Pos+Past+A1pl
önüydü	ön+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
kadardı	kadar+Postp+PCDat^DB+Verb+Zero+Past+A3sg
yağmıştı	yağ+Verb+Pos+Narr+Past+A3sg
erimişti	eri+Verb+Pos+Narr+Past+A3sg
erimemişti	eri+Verb+Neg+Narr+Past+A3sg
vuruyordu	vur+Verb+Pos+Prog1+Past+A3sg
geldim	gel+Verb+Pos+Past+A1sg
sanıyordum	san+Verb+Pos+Prog1+Past+A1sg
bölmüştü	böl+Verb+Pos+Narr+Past+A3sg
göremiyordum	gör+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
yapmıştı	yap+Verb+Pos+Narr+Past+A3sg
hatırlattı	hatırla+Verb^DB+Verb+Caus+Pos+Past+A3sg
düşünmüştüm	düşün+Verb+Pos+Narr+Past+A1sg
yoksundu	yoksun+Verb+Pos+Past+A3sg
gibilerdi	gibi+Postp+PCNom^DB+Noun+Zero+A3pl+Pnon+Nom^DB+Verb+Zero+Past+A3sg
mıydınız	mı+Ques+Past+A2pl
konuştun	konuş+Verb+Pos+Past+A2sg
bilmedi	bil+Verb+Neg+Past+A3sg
mecburdum	mecbur+Adj^DB+Verb+Zero+Past+A1sg
zorundaydım	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A1sg
aldım	al+Verb+Pos+Past+A1sg
ödedi	öde+Verb+Pos+Past+A3sg
böldü	böl+Verb+Pos+Past+A3sg
düşüyordum	düş+Verb+Pos+Prog1+Past+A1sg
tuttum	tut+Verb+Pos+Past+A1sg
açıklamaydı	açıkla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
ağlıyordum	ağla+Verb+Pos+Prog1+Past+A1sg
çıktık	çık+Verb+Pos+Past+A1pl
karşılaştık	karşılaş+Verb+Pos+Past+A1pl
dökülmüştü	dök+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
çukurdu	çukur+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
açıkladım	açıkla+Verb+Pos+Past+A1sg
tanıdım	tanı+Verb+Pos+Past+A1sg
gelmiştik	gel+Verb+Pos+Narr+Past+A1pl
değişmemişti	değiş+Verb+Neg+Narr+Past+A3sg
oradaydı	ora+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
bekledim	bekle+Verb+Pos+Past+A1sg
verebildim	ver+Verb+Pos^DB+Verb+Able+Past+A1sg
yasaktı	yasak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
havasızdı	hava+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
yakılmıştı	yak+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
soğuktu	soğuk+Adj^DB+Verb+Zero+Past+A3sg
aydınlatmıyordu	aydınlat+Verb+Neg+Prog1+Past+A3sg
edememişti	et+Verb^DB+Verb+Able+Neg+Narr+Past+A3sg
odaydı	oda+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kaplıydı	kap+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
masaydı	masa+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
mantardı	mantar+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
duyuluyordu	duy+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
çekmişti	çek+Verb+Pos+Narr+Past+A3sg
titredim	titre+Verb+Pos+Past+A1sg
yaslandı	yasla+Verb^DB+Verb+Pass+Pos+Past+A3sg
gelmişti	gel+Verb+Pos+Narr+Past+A3sg
yürüdük	yürü+Verb+Pos+Past+A1pl
düşünceleriydi	düşünce+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Past+A3sg
seslendim	seslen+Verb+Pos+Past+A1sg
görseydi	gör+Verb+Pos+Desr+Past+A3sg
bilemedim	bil+Verb^DB+Verb+Able+Neg+Past+A1sg
dururdum	dur+Verb+Pos+Aor+Past+A1sg
dürttü	dürt+Verb+Pos+Past+A3sg
utandım	utan+Verb+Pos+Past+A1sg
duracaktım	dur+Verb+Pos+Fut+Past+A1sg
durmadı	dur+Verb+Neg+Past+A3sg
hissettim	hisset+Verb+Pos+Past+A1sg
çalışırdı	çalış+Verb+Pos+Aor+Past+A3sg
boğuldu	boğ+Verb^DB+Verb+Pass+Pos+Past+A3sg
beydi	bey+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
destekledi	destekle+Verb+Pos+Past+A3sg
etmiştim	et+Verb+Pos+Narr+Past+A1sg
olmasaydım	ol+Verb+Neg+Desr+Past+A1sg
yaşadı	yaşa+Verb+Pos+Past+A3sg
durmamıştık	dur+Verb+Neg+Narr+Past+A1pl
durduk	dur+Verb+Pos+Past+A1pl
sürünüyorduk	sürün+Verb+Pos+Prog1+Past+A1pl
süpürüyorduk	süpür+Verb+Pos+Prog1+Past+A1pl
neredeydi	nere+Pron+Ques+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
yukarıdaydı	yukarı+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
yattım	yat+Verb+Pos+Past+A1sg
şaşırmadım	şaşır+Verb+Neg+Past+A1sg
yarıştılar	yarış+Verb+Pos+Past+A3pl
uyanıktı	uyanık+Adj^DB+Verb+Zero+Past+A3sg
başardı	başar+Verb+Pos+Past+A3sg
omzumdaydı	omuz+Noun+A3sg+P1sg+Loc^DB+Verb+Zero+Past+A3sg
ediyorduk	et+Verb+Pos+Prog1+Past+A1pl
yavaşlamıştık	yavaşla+Verb+Pos+Narr+Past+A1pl
üzereydim	üzere+Postp+PCNom^DB+Verb+Zero+Past+A1sg
getirildi	getir+Verb^DB+Verb+Pass+Pos+Past+A3sg
dokunmuyordu	doku+Verb^DB+Verb+Pass+Neg+Prog1+Past+A3sg
çürüdük	çürü+Verb+Pos+Past+A1pl
dayamıştı	daya+Verb+Pos+Narr+Past+A3sg
sararmıştı	sarar+Verb+Pos+Narr+Past+A3sg
çıkarmıyordum	çık+Verb^DB+Verb+Caus+Neg+Prog1+Past+A1sg
sürdü	sür+Verb+Pos+Past+A3sg
oturduk	otur+Verb+Pos+Past+A1pl
aşikardı	aşikar+Adj^DB+Verb+Zero+Past+A3sg
aynıydı	aynı+Adj^DB+Verb+Zero+Past+A3sg
indik	in+Verb+Pos+Past+A1pl
bırakılmıştım	bırak+Verb^DB+Verb+Pass+Pos+Narr+Past+A1sg
gerekmişti	gerek+Verb+Pos+Narr+Past+A3sg
şaşırmıştım	şaşır+Verb+Pos+Narr+Past+A1sg
okuyordu	oku+Verb+Pos+Prog1+Past+A3sg
etmemiştim	et+Verb+Neg+Narr+Past+A1sg
davranabilirdim	davran+Verb+Pos^DB+Verb+Able+Aor+Past+A1sg
direktti	direkt+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
şaşkındım	şaşkın+Adj^DB+Verb+Zero+Past+A1sg
çırptı	çırp+Verb+Pos+Past+A3sg
kaldırdı	kaldır+Verb+Pos+Past+A3sg
vurdu	vur+Verb+Pos+Past+A3sg
vuruyordum	vur+Verb+Pos+Prog1+Past+A1sg
sıçradı	sıçra+Verb+Pos+Past+A3sg
korkuyordum	kork+Verb+Pos+Prog1+Past+A1sg
davranıştı	davran+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
zannediyordum	zannet+Verb+Pos+Prog1+Past+A1sg
uzundu	uzun+Adj^DB+Verb+Zero+Past+A3sg
gözüküyordu	gözük+Verb+Pos+Prog1+Past+A3sg
beyefendiydi	beyefendi+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
gelişmişti	geliş+Verb+Pos+Narr+Past+A3sg
şaşırmamıştım	şaşır+Verb+Neg+Narr+Past+A1sg
küçülmüştü	küçül+Verb+Pos+Narr+Past+A3sg
bakmasıydı	bak+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
uyandırmıştı	uyan+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
vuramadı	vur+Verb^DB+Verb+Able+Neg+Past+A3sg
kalkıyordu	kalk+Verb+Pos+Prog1+Past+A3sg
yürüyordu	yürü+Verb+Pos+Prog1+Past+A3sg
kazandın	kazan+Verb+Pos+Past+A2sg
yaşıyordum	yaşa+Verb+Pos+Prog1+Past+A1sg
hissediyordum	hisset+Verb+Pos+Prog1+Past+A1sg
sildim	sil+Verb+Pos+Past+A1sg
çağırdı	çağır+Verb+Pos+Past+A3sg
öptüm	öp+Verb+Pos+Past+A1sg
verirdim	ver+Verb+Pos+Aor+Past+A1sg
farksızdı	fark+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
aydınlatıyordu	aydınlat+Verb+Pos+Prog1+Past+A3sg
kaçıyordu	kaç+Verb+Pos+Prog1+Past+A3sg
inanıyordum	inan+Verb+Pos+Prog1+Past+A1sg
üzerimdeydi	üzer+Noun+A3sg+P1sg+Loc^DB+Verb+Zero+Past+A3sg
soracaktı	sor+Verb+Pos+Fut+Past+A3sg
atmadım	at+Verb+Neg+Past+A1sg
tedirgindim	tedirgin+Adj^DB+Verb+Zero+Past+A1sg
lekelemişti	lekele+Verb+Pos+Narr+Past+A3sg
kanatmıştı	kana+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
uyduruyordum	uy+Verb^DB+Verb+Caus+Pos+Prog1+Past+A1sg
gelecektim	gel+Verb+Pos+Fut+Past+A1sg
olabilirdi	ol+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
olmalıydılar	ol+Verb+Pos+Neces+Past+A3pl
bahsedilmedi	bahset+Verb^DB+Verb+Pass+Neg+Past+A3sg
anlaşılmamıştı	anlaş+Verb^DB+Verb+Pass+Neg+Narr+Past+A3sg
örttüm	ört+Verb+Pos+Past+A1sg
sandalyeydi	sandalye+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yapardık	yap+Verb+Pos+Aor+Past+A1pl
götürmüştüm	götür+Verb+Pos+Narr+Past+A1sg
verilmişti	ver+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
yakınımızdaydı	yakın+Adj^DB+Noun+Zero+A3sg+P1pl+Loc^DB+Verb+Zero+Past+A3sg
çıkarıyordu	çık+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
güzelleşiyordu	güzel+Adj^DB+Verb+Become+Pos+Prog1+Past+A3sg
anlaşılamıyordu	anlaş+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+Past+A3sg
şaşırıyordum	şaşır+Verb+Pos+Prog1+Past+A1sg
söylerdi	söyle+Verb+Pos+Aor+Past+A3sg
bahaneydi	bahane+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
getirdik	getir+Verb+Pos+Past+A1pl
yapabilirdim	yap+Verb+Pos^DB+Verb+Able+Aor+Past+A1sg
düşerdi	düş+Verb+Pos+Aor+Past+A3sg
olmasaydı	ol+Verb+Neg+Desr+Past+A3sg
bahsederdim	bahset+Verb+Pos+Aor+Past+A1sg
canlandıracaktı	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Fut+Past+A3sg
güvenmiyordum	güven+Verb+Neg+Prog1+Past+A1sg
anlatıyordum	anlat+Verb+Pos+Prog1+Past+A1sg
ilgileniyordu	ilgilen+Verb+Pos+Prog1+Past+A3sg
karartıyordu	karar+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
çıkartırdım	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos+Aor+Past+A1sg
iticiydi	it+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
getirirdi	getir+Verb+Pos+Aor+Past+A3sg
başlardı	başla+Verb+Pos+Aor+Past+A3sg
dağıtırdı	dağıt+Verb+Pos+Aor+Past+A3sg
tutardı	tut+Verb+Pos+Aor+Past+A3sg
bulduk	bul+Verb+Pos+Past+A1pl
girmedi	gir+Verb+Neg+Past+A3sg
kalıyordum	kal+Verb+Pos+Prog1+Past+A1sg
kaçırmıştı	kaç+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
kaldırılmıştı	kal+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+Past+A3sg
verecektim	ver+Verb+Pos+Fut+Past+A1sg
geçiriyordum	geç+Verb^DB+Verb+Caus+Pos+Prog1+Past+A1sg
yaklaştırmıştı	yaklaş+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
dokunaklıydı	dokunak+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
konuşuyordu	konuş+Verb+Pos+Prog1+Past+A3sg
kesilmişti	kes+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
erkekti	erkek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
sevindirdi	sevin+Verb^DB+Verb+Caus+Pos+Past+A3sg
unutulmuştu	unut+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
yemeğindeydik	yemek+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A1pl
emretti	emret+Verb+Pos+Past+A3sg
değerliydi	değer+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
getirdiler	getir+Verb+Pos+Past+A3pl
şapırdattı	şapırda+Verb^DB+Verb+Caus+Pos+Past+A3sg
yaklaştık	yaklaş+Verb+Pos+Past+A1pl
gördük	gör+Verb+Pos+Past+A1pl
duyduk	duy+Verb+Pos+Past+A1pl
gönderdiler	gönder+Verb+Pos+Past+A3pl
şaştı	şaş+Verb+Pos+Past+A3sg
yükseldi	yüksel+Verb+Pos+Past+A3sg
övdü	öv+Verb+Pos+Past+A3sg
eğdim	eğ+Verb+Pos+Past+A1sg
hoştu	hoş+Adj^DB+Verb+Zero+Past+A3sg
hazinesiydi	hazine+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
çiçeğiydi	çiçek+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
kapandı	kapa+Verb^DB+Verb+Pass+Pos+Past+A3sg
baktık	bak+Verb+Pos+Past+A1pl
döndük	dön+Verb+Pos+Past+A1pl
hazırlanıyordum	hazırla+Verb^DB+Verb+Pass+Pos+Prog1+Past+A1sg
değildim	değil+Verb+Neg+Past+A1sg
okudum	oku+Verb+Pos+Past+A1sg
akıyordu	ak+Verb+Pos+Prog1+Past+A3sg
inmedim	in+Verb+Neg+Past+A1sg
sallanıyordu	salla+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
hüzünlüydü	hüzün+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
aştım	aş+Verb+Pos+Past+A1sg
ayrıldım	ayır+Verb^DB+Verb+Pass+Pos+Past+A1sg
bırakıyordu	bırak+Verb+Pos+Prog1+Past+A3sg
yapmaktaydı	yap+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
bezenmişti	beze+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
konuşmaydı	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
güldük	gül+Verb+Pos+Past+A1pl
öldü	öl+Verb+Pos+Past+A3sg
yoksuldu	yoksul+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
taşındılar	taşın+Verb+Pos+Past+A3pl
bulunabildi	bul+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Past+A3sg
sağlıyordu	sağla+Verb+Pos+Prog1+Past+A3sg
addı	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
basmıştı	bas+Verb+Pos+Narr+Past+A3sg
yerleşti	yerleş+Verb+Pos+Past+A3sg
tanıştı	tanış+Verb+Pos+Past+A3sg
katıldı	kat+Verb^DB+Verb+Pass+Pos+Past+A3sg
benimsedi	benimse+Verb+Pos+Past+A3sg
bağışladı	bağışla+Verb+Pos+Past+A3sg
tutuklandı	tutukla+Verb^DB+Verb+Pass+Pos+Past+A3sg
bırakıldı	bırak+Verb^DB+Verb+Pass+Pos+Past+A3sg
anlaşıldı	anlaş+Verb^DB+Verb+Pass+Pos+Past+A3sg
seçildi	seç+Verb^DB+Verb+Pass+Pos+Past+A3sg
bulunmaktı	bulun+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
topladı	topla+Verb+Pos+Past+A3sg
yapılıyordu	yap+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
tutmaktaydı	tut+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
birleşti	birleş+Verb+Pos+Past+A3sg
korudu	koru+Verb+Pos+Past+A3sg
saklamadı	sakla+Verb+Neg+Past+A3sg
oluşturdu	oluş+Verb^DB+Verb+Caus+Pos+Past+A3sg
